id,test_prefix,test_name,focal_method,docstring
pool_76_4,"    @Test
    public void testOfferFirstWithTimeout_4_oe() throws InterruptedException {
        boolean a = deque.offerFirst(THREE, TIMEOUT_50_MILLIS);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testOfferFirstWithTimeout_4_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_77_3,"    @Test
    public void testOfferLast_3_oe() {
        deque.offerLast(ONE);
        deque.offerLast(TWO);
        assertTrue(deque.pop());
    }",TestLinkedBlockingDeque::testOfferLast_3_oe,"@Override
    public boolean offerLast(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkLast(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_78_3,"    @Test
    public void testOfferLastWithTimeout_3_oe() throws InterruptedException {
        boolean a = deque.offerLast(TWO, TIMEOUT_50_MILLIS);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testOfferLastWithTimeout_3_oe,"@Override
    public boolean offerLast(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkLast(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_78_4,"    @Test
    public void testOfferLastWithTimeout_4_oe() throws InterruptedException {
        boolean a = deque.offerLast(THREE, TIMEOUT_50_MILLIS);
        assertFalse(a);
    }",TestLinkedBlockingDeque::testOfferLastWithTimeout_4_oe,"@Override
    public boolean offerLast(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkLast(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_79_1,"    @Test
    public void testOfferWithTimeout_1_oe() throws InterruptedException {
        boolean a = deque.offer(ONE, TIMEOUT_50_MILLIS);
        assertFalse(a);
    }",TestLinkedBlockingDeque::testOfferWithTimeout_1_oe,"@Override
    public boolean offer(final E e) {
        return offerLast(e);
    }","/**
     * {@inheritDoc}
     */"
pool_79_2,"    @Test
    public void testOfferWithTimeout_2_oe() throws InterruptedException {
        boolean a = deque.offer(TWO, TIMEOUT_50_MILLIS);
        assertFalse(a);
    }",TestLinkedBlockingDeque::testOfferWithTimeout_2_oe,"@Override
    public boolean offer(final E e) {
        return offerLast(e);
    }","/**
     * {@inheritDoc}
     */"
pool_79_3,"    @Test
    public void testOfferWithTimeout_3_oe() throws InterruptedException {
        boolean a = deque.offer(THREE, TIMEOUT_50_MILLIS);
        assertFalse(a);
    }",TestLinkedBlockingDeque::testOfferWithTimeout_3_oe,"@Override
    public boolean offer(final E e) {
        return offerLast(e);
    }","/**
     * {@inheritDoc}
     */"
pool_80_1,"    @Test
    public void testPeek_1_oe() {
        Object a = deque.peek();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPeek_1_oe,"@Override
    public E peek() {
        return peekFirst();
    }",
pool_80_2,"    @Test
    public void testPeek_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.peek());
    }",TestLinkedBlockingDeque::testPeek_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_81_1,"    @Test
    public void testPeekFirst_1_oe() {
        Object a = deque.peekFirst();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPeekFirst_1_oe,"@Override
    public E peekFirst() {
        lock.lock();
        try {
            return first == null ? null : first.item;
        } finally {
            lock.unlock();
        }
    }",
pool_81_2,"    @Test
    public void testPeekFirst_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.peekFirst());
    }",TestLinkedBlockingDeque::testPeekFirst_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_82_1,"    @Test
    public void testPeekLast_1_oe() {
        Object a = deque.peekLast();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPeekLast_1_oe,"@Override
    public E peekLast() {
        lock.lock();
        try {
            return last == null ? null : last.item;
        } finally {
            lock.unlock();
        }
    }",
pool_82_2,"    @Test
    public void testPeekLast_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.peekLast());
    }",TestLinkedBlockingDeque::testPeekLast_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_83_1,"    @Test
    public void testPollFirst_1_oe() {
        Object a = deque.pollFirst();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPollFirst_1_oe,"@Override
    public E pollFirst() {
        lock.lock();
        try {
            return unlinkFirst();
        } finally {
            lock.unlock();
        }
    }",
pool_83_2,"    @Test
    public void testPollFirst_2_oe() {
        boolean a = deque.offerFirst(ONE);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testPollFirst_2_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_83_4,"    @Test
    public void testPollFirst_4_oe() {
        Object a = Integer.valueOf(2);
        assertNotNull(deque.pollFirst());
    }",TestLinkedBlockingDeque::testPollFirst_4_oe,"@Override
    public E pollFirst() {
        lock.lock();
        try {
            return unlinkFirst();
        } finally {
            lock.unlock();
        }
    }",
pool_84_1,"    @Test
    public void testPollFirstWithTimeout_1_oe() throws InterruptedException {
        Object a = deque.pollFirst();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPollFirstWithTimeout_1_oe,"@Override
    public E pollFirst() {
        lock.lock();
        try {
            return unlinkFirst();
        } finally {
            lock.unlock();
        }
    }",
pool_85_1,"    @Test
    public void testPollLast_1_oe() {
        Object a = deque.pollLast();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPollLast_1_oe,"@Override
    public E pollLast() {
        lock.lock();
        try {
            return unlinkLast();
        } finally {
            lock.unlock();
        }
    }",
pool_85_2,"    @Test
    public void testPollLast_2_oe() {
        boolean a = deque.offerFirst(ONE);
        assertFalse(a);
    }",TestLinkedBlockingDeque::testPollLast_2_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_85_3,"    @Test
    public void testPollLast_3_oe() {
        boolean a = deque.offerFirst(TWO);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testPollLast_3_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_85_4,"    @Test
    public void testPollLast_4_oe() {
        Object a = Integer.valueOf(1);
        assertNotNull(deque.pollLast());
    }",TestLinkedBlockingDeque::testPollLast_4_oe,"@Override
    public E pollLast() {
        lock.lock();
        try {
            return unlinkLast();
        } finally {
            lock.unlock();
        }
    }",
pool_86_1,"    @Test
    public void testPollLastWithTimeout_1_oe() throws InterruptedException {
        Object a = deque.pollLast();
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPollLastWithTimeout_1_oe,"@Override
    public E pollLast() {
        lock.lock();
        try {
            return unlinkLast();
        } finally {
            lock.unlock();
        }
    }",
pool_86_2,"    @Test
    public void testPollLastWithTimeout_2_oe() throws InterruptedException {
        Object a = deque.pollLast(TIMEOUT_50_MILLIS);
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPollLastWithTimeout_2_oe,"@Override
    public E pollLast() {
        lock.lock();
        try {
            return unlinkLast();
        } finally {
            lock.unlock();
        }
    }",
pool_87_2,"    @Test
    public void testPollWithTimeout_2_oe() throws InterruptedException {
        Object a = deque.poll(TIMEOUT_50_MILLIS);
        assertNotNull(a);
    }",TestLinkedBlockingDeque::testPollWithTimeout_2_oe,"@Override
    public E poll() {
        return pollFirst();
    }",
pool_88_2,"    @Test
    public void testPop_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.pop());
    }",TestLinkedBlockingDeque::testPop_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_89_1,"    @Test
    public void testPush_1_oe() {
        deque.push(ONE);
        deque.push(TWO);
        assertEquals(1, deque.size());
    }",TestLinkedBlockingDeque::testPush_1_oe,"@Override
    public int size() {
        lock.lock();
        try {
            return count;
        } finally {
            lock.unlock();
        }
    }","/**
     * Returns the number of elements in this deque.
     *
     * @return the number of elements in this deque
     */"
pool_91_2,"    @Test
    public void testPutFirst_2_oe() throws InterruptedException {
        deque.putFirst(ONE);
        deque.putFirst(TWO);
        assertEquals(1, deque.size());
    }",TestLinkedBlockingDeque::testPutFirst_2_oe,"@Override
    public int size() {
        lock.lock();
        try {
            return count;
        } finally {
            lock.unlock();
        }
    }","/**
     * Returns the number of elements in this deque.
     *
     * @return the number of elements in this deque
     */"
pool_92_2,"    @Test
    public void testPutLast_2_oe() throws InterruptedException {
        deque.putLast(ONE);
        deque.putLast(TWO);
        assertEquals(1, deque.size());
    }",TestLinkedBlockingDeque::testPutLast_2_oe,"@Override
    public int size() {
        lock.lock();
        try {
            return count;
        } finally {
            lock.unlock();
        }
    }","/**
     * Returns the number of elements in this deque.
     *
     * @return the number of elements in this deque
     */"
pool_93_2,"    @Test
    public void testRemove_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.remove());
    }",TestLinkedBlockingDeque::testRemove_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_94_2,"    @Test
    public void testRemoveFirst_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.removeFirst());
    }",TestLinkedBlockingDeque::testRemoveFirst_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_95_2,"    @Test
    public void testRemoveLast_2_oe() {
        deque.add(ONE);
        deque.add(TWO);
        assertTrue(deque.removeLast());
    }",TestLinkedBlockingDeque::testRemoveLast_2_oe,"@Override
    public boolean add(final E e) {
        addLast(e);
        return true;
    }","/**
     * {@inheritDoc}
     */"
pool_96_1,"    @Test
    public void testRemoveLastOccurrence_1_oe() {
        boolean a = deque.removeLastOccurrence(null);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testRemoveLastOccurrence_1_oe,"@Override
    public boolean removeLastOccurrence(final Object o) {
        if (o == null) {
            return false;
        }
        lock.lock();
        try {
            for (Node<E> p = last; p != null; p = p.prev) {
                if (o.equals(p.item)) {
                    unlink(p);
                    return true;
                }
            }
            return false;
        } finally {
            lock.unlock();
        }
    }",
pool_96_2,"    @Test
    public void testRemoveLastOccurrence_2_oe() {
        boolean a = deque.removeLastOccurrence(ONE);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testRemoveLastOccurrence_2_oe,"@Override
    public boolean removeLastOccurrence(final Object o) {
        if (o == null) {
            return false;
        }
        lock.lock();
        try {
            for (Node<E> p = last; p != null; p = p.prev) {
                if (o.equals(p.item)) {
                    unlink(p);
                    return true;
                }
            }
            return false;
        } finally {
            lock.unlock();
        }
    }",
pool_97_1,"    @Test
    public void testTake_1_oe() throws InterruptedException {
        boolean a = deque.offerFirst(ONE);
        assertFalse(a);
    }",TestLinkedBlockingDeque::testTake_1_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_97_2,"    @Test
    public void testTake_2_oe() throws InterruptedException {
        boolean a = deque.offerFirst(TWO);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testTake_2_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_98_1,"    @Test
    public void testTakeFirst_1_oe() throws InterruptedException {
        boolean a = deque.offerFirst(ONE);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testTakeFirst_1_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_98_2,"    @Test
    public void testTakeFirst_2_oe() throws InterruptedException {
        boolean a = deque.offerFirst(TWO);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testTakeFirst_2_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_98_3,"    @Test
    public void testTakeFirst_3_oe() throws InterruptedException {
        Object a = Integer.valueOf(2);
        assertNotNull(deque.takeFirst());
    }",TestLinkedBlockingDeque::testTakeFirst_3_oe,"public E takeFirst() throws InterruptedException {
        lock.lock();
        try {
            E x;
            while ( (x = unlinkFirst()) == null) {
                notEmpty.await();
            }
            return x;
        } finally {
            lock.unlock();
        }
    }","/**
     * Unlinks the first element in the queue, waiting until there is an element
     * to unlink if the queue is empty.
     *
     * @return the unlinked element
     * @throws InterruptedException if the current thread is interrupted
     */"
pool_99_2,"    @Test
    public void testTakeLast_2_oe() throws InterruptedException {
        boolean a = deque.offerFirst(TWO);
        assertTrue(a);
    }",TestLinkedBlockingDeque::testTakeLast_2_oe,"@Override
    public boolean offerFirst(final E e) {
        Objects.requireNonNull(e, ""e"");
        lock.lock();
        try {
            return linkFirst(e);
        } finally {
            lock.unlock();
        }
    }","/**
     * {@inheritDoc}
     */"
pool_99_3,"    @Test
    public void testTakeLast_3_oe() throws InterruptedException {
        Object a = Integer.valueOf(1);
        assertNotNull(deque.takeLast());
    }",TestLinkedBlockingDeque::testTakeLast_3_oe,"public E takeLast() throws InterruptedException {
        lock.lock();
        try {
            E x;
            while ( (x = unlinkLast()) == null) {
                notEmpty.await();
            }
            return x;
        } finally {
            lock.unlock();
        }
    }","/**
     * Unlinks the last element in the queue, waiting until there is an element
     * to unlink if the queue is empty.
     *
     * @return the unlinked element
     * @throws InterruptedException if the current thread is interrupted
     */"
pool_109_1,"    @Test
    public void testConcurrentInvalidate_1_oe() throws Exception {
        final int nObjects = 1000;
        genericObjectPool.setMaxTotal(nObjects);
        genericObjectPool.setMaxIdle(nObjects);
        final String[] obj = new String[nObjects];
        for (int i = 0; i < nObjects; i++) {
            obj[i] = genericObjectPool.borrowObject();
        }
        for (int i = 0; i < nObjects; i++) {
            if (i % 2 == 0) {
                genericObjectPool.returnObject(obj[i]);
            }
        }
        final int nThreads = 20;
        final int nIterations = 60;
        final InvalidateThread[] threads = new InvalidateThread[nThreads];
        final ArrayList<Integer> targets = new ArrayList<>();
        final Random random = new Random();
        for (int j = 0; j < nIterations; j++) {
            Integer targ = Integer.valueOf(random.nextInt(nObjects));
            while (targets.contains(targ)) {
                targ = Integer.valueOf(random.nextInt(nObjects));
            }
            targets.add(targ);
            for (int i = 0; i < nThreads; i++) {
                threads[i] = new InvalidateThread(genericObjectPool, obj[targ.intValue()]);
            }
            for (int i = 0; i < nThreads; i++) {
                new Thread(threads[i]).start();
            }
            boolean done = false;
            while (!done) {
                done = true;
                for (int i = 0; i < nThreads; i++) {
                    done = done && threads[i].complete();
                }
                Thread.sleep(100);
            }
        }
        assertNotNull(genericObjectPool.getDestroyedCount());
    }",TestGenericObjectPool::testConcurrentInvalidate_1_oe,"public final long getDestroyedCount() {
        return destroyedCount.get();
    }","/**
     * The total number of objects destroyed by this pool over the lifetime of
     * the pool.
     * @return the destroyed object count
     */"
pool_119_2,"    @Test
    @Timeout(value = 60000, unit = TimeUnit.MILLISECONDS)
    public void testExceptionInValidationDuringEviction_2_oe() throws Exception {
        genericObjectPool.setMaxIdle(1);
        genericObjectPool.setMinEvictableIdleTime(Duration.ZERO);
        genericObjectPool.setTestWhileIdle(true);

        final String active = genericObjectPool.borrowObject();
        genericObjectPool.returnObject(active);

        simpleFactory.setThrowExceptionOnValidate(true);

        assertEquals(0, genericObjectPool.getNumActive());
    }",TestGenericObjectPool::testExceptionInValidationDuringEviction_2_oe,"@Override
    public int getNumActive() {
        return allObjects.size() - idleObjects.size();
    }",
pool_120_1,"    @Test
    @Timeout(value = 60000, unit = TimeUnit.MILLISECONDS)
    public void testExceptionOnActivateDuringBorrow_1_oe() throws Exception {
        final String obj1 = genericObjectPool.borrowObject();
        final String obj2 = genericObjectPool.borrowObject();
        genericObjectPool.returnObject(obj1);
        genericObjectPool.returnObject(obj2);
        simpleFactory.setThrowExceptionOnActivate(true);
        simpleFactory.setEvenValid(false);
        final String obj = genericObjectPool.borrowObject();
        assertEquals(0, genericObjectPool.getNumActive());
    }",TestGenericObjectPool::testExceptionOnActivateDuringBorrow_1_oe,"@Override
    public int getNumActive() {
        return allObjects.size() - idleObjects.size();
    }",
pool_150_2,"    public void testPreparePool_2_oe() throws Exception {
        genericObjectPool.setMinIdle(1);
        genericObjectPool.setMaxTotal(1);
        genericObjectPool.preparePool();
        final String obj = genericObjectPool.borrowObject();
        genericObjectPool.preparePool();
        assertEquals(0, genericObjectPool.getNumIdle());
    }",TestGenericObjectPool::testPreparePool_2_oe,"@Override
    public int getNumIdle() {
        return idleObjects.size();
    }",
pool_152_3,"    public void testReturnObject_3_oe() throws Exception {

        genericObjectPool.setMaxTotal(1);
        genericObjectPool.setMaxIdle(-1);
        final String active = genericObjectPool.borrowObject();


        final Thread t = new Thread(() -> genericObjectPool.close());
        t.start();

        genericObjectPool.returnObject(active);

        while (t.isAlive()) {
            Thread.sleep(50);
        }

        assertEquals(0, genericObjectPool.getNumIdle());
    }",TestGenericObjectPool::testReturnObject_3_oe,"@Override
    public int getNumIdle() {
        return idleObjects.size();
    }",
pool_166_10,"    @Test
    @Timeout(value = 60000, unit = TimeUnit.MILLISECONDS)
    public void testInlined_10_oe() throws Exception {
        final GenericObjectPoolConfig<String> expected = new GenericObjectPoolConfig<>();
        
        final GenericObjectPoolConfig<?> expected_alias_1 = expected;
        final GenericObjectPool<?> actual_alias_1 = genericObjectPool;
        assertNotNull(actual_alias_1.getMinEvictableIdleTimeMillis());
    }",TestGenericObjectPool::testInlined_10_oe,"@Deprecated
    public final long getMinEvictableIdleTimeMillis() {
        return minEvictableIdleDuration.toMillis();
    }","/**
     * Gets the minimum amount of time an object may sit idle in the pool
     * before it is eligible for eviction by the idle object evictor (if any -
     * see {@link #setTimeBetweenEvictionRunsMillis(long)}). When non-positive,
     * no objects will be evicted from the pool due to idle time alone.
     *
     * @return minimum amount of time an object may sit idle in the pool before
     *         it is eligible for eviction
     *
     * @see #setMinEvictableIdleTimeMillis
     * @see #setTimeBetweenEvictionRunsMillis
     * @deprecated Use {@link #getMinEvictableIdleDuration()}.
     */"
