classname,method,docstring,annotations,method_definition
org.joda.time.TestMutableDateTime_Basics.MockEqualsChronology,getZone(),,,"@Override
        public DateTimeZone getZone() {
            return null;
        }"
org.joda.time.TestMutableDateTime_Basics.MockEqualsChronology,withUTC(),,,"@Override
        public Chronology withUTC() {
            return this;
        }"
org.joda.time.TestMutableDateTime_Basics.MockEqualsChronology,withZone(DateTimeZone zone),,,"@Override
        public Chronology withZone(DateTimeZone zone) {
            return this;
        }"
org.joda.time.TestMutableDateTime_Basics.MockEqualsChronology,toString(),,,"@Override
        public String toString() {
            return """";
        }"
org.joda.time.TestMutableDateTime_Basics,void testCompareTo(),,,"public void testCompareTo() {
        MutableDateTime test1 = new MutableDateTime(TEST_TIME1);
        MutableDateTime test1a = new MutableDateTime(TEST_TIME1);
        assertEquals(0,test1.compareTo(test1a));
        assertEquals(0,test1a.compareTo(test1));
        assertEquals(0,test1.compareTo(test1));
        assertEquals(0,test1a.compareTo(test1a));
        
        MutableDateTime test2 = new MutableDateTime(TEST_TIME2);
        assertEquals(-1,test1.compareTo(test2));
        assertEquals(+1,test2.compareTo(test1));
        
        MutableDateTime test3 = new MutableDateTime(TEST_TIME2, GregorianChronology.getInstance(PARIS));
        assertEquals(-1,test1.compareTo(test3));
        assertEquals(+1,test3.compareTo(test1));
        assertEquals(0,test3.compareTo(test2));
        
        assertEquals(+1,test2.compareTo(new MockInstant()));
        assertEquals(0,test1.compareTo(new MockInstant()));
        
        try {
            test1.compareTo(null);
            fail();
        } catch (NullPointerException ex) {}
//        try {
//            test1.compareTo(new Date());
//            fail();
//        } catch (ClassCastException ex) {}
    }"
org.joda.time.TestMutableDateTime_Basics,void testIsEqual(),,,"public void testIsEqual() {
        MutableDateTime test1 = new MutableDateTime(TEST_TIME1);
        MutableDateTime test1a = new MutableDateTime(TEST_TIME1);
        assertEquals(true,test1.isEqual(test1a));
        assertEquals(true,test1a.isEqual(test1));
        assertEquals(true,test1.isEqual(test1));
        assertEquals(true,test1a.isEqual(test1a));
        
        MutableDateTime test2 = new MutableDateTime(TEST_TIME2);
        assertEquals(false,test1.isEqual(test2));
        assertEquals(false,test2.isEqual(test1));
        
        MutableDateTime test3 = new MutableDateTime(TEST_TIME2, GregorianChronology.getInstance(PARIS));
        assertEquals(false,test1.isEqual(test3));
        assertEquals(false,test3.isEqual(test1));
        assertEquals(true,test3.isEqual(test2));
        
        assertEquals(false,test2.isEqual(new MockInstant()));
        assertEquals(true,test1.isEqual(new MockInstant()));
        
        assertEquals(false,new MutableDateTime(TEST_TIME_NOW + 1).isEqual(null));
        assertEquals(true,new MutableDateTime(TEST_TIME_NOW).isEqual(null));
        assertEquals(false,new MutableDateTime(TEST_TIME_NOW - 1).isEqual(null));
    }"
org.joda.time.TestMutableDateTime_Basics,void testIsBefore(),,,"public void testIsBefore() {
        MutableDateTime test1 = new MutableDateTime(TEST_TIME1);
        MutableDateTime test1a = new MutableDateTime(TEST_TIME1);
        assertEquals(false,test1.isBefore(test1a));
        assertEquals(false,test1a.isBefore(test1));
        assertEquals(false,test1.isBefore(test1));
        assertEquals(false,test1a.isBefore(test1a));
        
        MutableDateTime test2 = new MutableDateTime(TEST_TIME2);
        assertEquals(true,test1.isBefore(test2));
        assertEquals(false,test2.isBefore(test1));
        
        MutableDateTime test3 = new MutableDateTime(TEST_TIME2, GregorianChronology.getInstance(PARIS));
        assertEquals(true,test1.isBefore(test3));
        assertEquals(false,test3.isBefore(test1));
        assertEquals(false,test3.isBefore(test2));
        
        assertEquals(false,test2.isBefore(new MockInstant()));
        assertEquals(false,test1.isBefore(new MockInstant()));
        
        assertEquals(false,new MutableDateTime(TEST_TIME_NOW + 1).isBefore(null));
        assertEquals(false,new MutableDateTime(TEST_TIME_NOW).isBefore(null));
        assertEquals(true,new MutableDateTime(TEST_TIME_NOW - 1).isBefore(null));
    }"
org.joda.time.TestMutableDateTime_Basics,void testIsAfter(),,,"public void testIsAfter() {
        MutableDateTime test1 = new MutableDateTime(TEST_TIME1);
        MutableDateTime test1a = new MutableDateTime(TEST_TIME1);
        assertEquals(false,test1.isAfter(test1a));
        assertEquals(false,test1a.isAfter(test1));
        assertEquals(false,test1.isAfter(test1));
        assertEquals(false,test1a.isAfter(test1a));
        
        MutableDateTime test2 = new MutableDateTime(TEST_TIME2);
        assertEquals(false,test1.isAfter(test2));
        assertEquals(true,test2.isAfter(test1));
        
        MutableDateTime test3 = new MutableDateTime(TEST_TIME2, GregorianChronology.getInstance(PARIS));
        assertEquals(false,test1.isAfter(test3));
        assertEquals(true,test3.isAfter(test1));
        assertEquals(false,test3.isAfter(test2));
        
        assertEquals(true,test2.isAfter(new MockInstant()));
        assertEquals(false,test1.isAfter(new MockInstant()));
        
        assertEquals(true,new MutableDateTime(TEST_TIME_NOW + 1).isAfter(null));
        assertEquals(false,new MutableDateTime(TEST_TIME_NOW).isAfter(null));
        assertEquals(false,new MutableDateTime(TEST_TIME_NOW - 1).isAfter(null));
    }"
org.joda.time.TestMutableDateTime_Basics,void testSerialization(),,,"public void testSerialization() throws Exception {
        MutableDateTime test = new MutableDateTime(TEST_TIME_NOW);
        
        ByteArrayOutputStream baos = new ByteArrayOutputStream();
        ObjectOutputStream oos = new ObjectOutputStream(baos);
        oos.writeObject(test);
        oos.close();
        byte[] bytes = baos.toByteArray();
        
        ByteArrayInputStream bais = new ByteArrayInputStream(bytes);
        ObjectInputStream ois = new ObjectInputStream(bais);
        MutableDateTime result = (MutableDateTime) ois.readObject();
        ois.close();
        
        assertEquals(test,result);
    }"
org.joda.time.TestMutableDateTime_Basics,void testToString(),,,"public void testToString() {
        MutableDateTime test = new MutableDateTime(TEST_TIME_NOW);
        assertEquals(""2002-06-09T01:00:00.000+01:00"",test.toString());
        
        test = new MutableDateTime(TEST_TIME_NOW, PARIS);
        assertEquals(""2002-06-09T02:00:00.000+02:00"",test.toString());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToString_String(),,,"public void testToString_String() {
        MutableDateTime test = new MutableDateTime(TEST_TIME_NOW);
        assertEquals(""2002 01"",test.toString(""yyyy HH""));
        assertEquals(""2002-06-09T01:00:00.000+01:00"",test.toString((String)null));
    }"
org.joda.time.TestMutableDateTime_Basics,void testToString_String_String(),,,"public void testToString_String_String() {
        MutableDateTime test = new MutableDateTime(TEST_TIME_NOW);
        assertEquals(""Sun 9/6"",test.toString(""EEE d/M"",Locale.ENGLISH));
        assertEquals(""dim. 9/6"",test.toString(""EEE d/M"",Locale.FRENCH));
        assertEquals(""2002-06-09T01:00:00.000+01:00"",test.toString(null,Locale.ENGLISH));
        assertEquals(""Sun 9/6"",test.toString(""EEE d/M"",null));
        assertEquals(""2002-06-09T01:00:00.000+01:00"",test.toString(null,null));
    }"
org.joda.time.TestMutableDateTime_Basics,void testToString_DTFormatter(),,,"public void testToString_DTFormatter() {
        MutableDateTime test = new MutableDateTime(TEST_TIME_NOW);
        assertEquals(""2002 01"",test.toString(DateTimeFormat.forPattern(""yyyy HH"")));
        assertEquals(""2002-06-09T01:00:00.000+01:00"",test.toString((DateTimeFormatter)null));
    }"
org.joda.time.TestMutableDateTime_Basics,void testToInstant(),,,"public void testToInstant() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        Instant result = test.toInstant();
        assertEquals(TEST_TIME1,result.getMillis());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToDateTime(),,,"public void testToDateTime() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1, PARIS);
        DateTime result = test.toDateTime();
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(PARIS),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToDateTimeISO(),,,"public void testToDateTimeISO() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1, PARIS);
        DateTime result = test.toDateTimeISO();
        assertSame(DateTime.class,result.getClass());
        assertSame(ISOChronology.class,result.getChronology().getClass());
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(PARIS),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToDateTime_DateTimeZone(),,,"public void testToDateTime_DateTimeZone() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        MutableDateTime result = test.toMutableDateTime(LONDON);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(test.getChronology(),result.getChronology());
        assertEquals(LONDON,result.getZone());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime(PARIS);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(PARIS,result.getZone());

        test = new MutableDateTime(TEST_TIME1, GregorianChronology.getInstance(PARIS));
        result = test.toMutableDateTime((DateTimeZone) null);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(GregorianChronology.getInstance(LONDON),result.getChronology());

        test = new MutableDateTime(TEST_TIME1, PARIS);
        result = test.toMutableDateTime((DateTimeZone) null);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(LONDON,result.getZone());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime((DateTimeZone) null);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(LONDON,result.getZone());
        assertEquals(ISOChronology.getInstance(),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToDateTime_Chronology(),,,"public void testToDateTime_Chronology() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        MutableDateTime result = test.toMutableDateTime(ISOChronology.getInstance());
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime(GregorianChronology.getInstance(PARIS));
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(GregorianChronology.getInstance(PARIS),result.getChronology());

        test = new MutableDateTime(TEST_TIME1, GregorianChronology.getInstance(PARIS));
        result = test.toMutableDateTime((Chronology) null);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime((Chronology) null);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToMutableDateTime(),,,"public void testToMutableDateTime() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1, PARIS);
        MutableDateTime result = test.toMutableDateTime();
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(PARIS),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToMutableDateTimeISO(),,,"public void testToMutableDateTimeISO() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1, PARIS);
        MutableDateTime result = test.toMutableDateTimeISO();
        assertSame(MutableDateTime.class,result.getClass());
        assertSame(ISOChronology.class,result.getChronology().getClass());
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(PARIS),result.getChronology());
        assertNotSame(test,result);
    }"
org.joda.time.TestMutableDateTime_Basics,void testToMutableDateTime_DateTimeZone(),,,"public void testToMutableDateTime_DateTimeZone() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        MutableDateTime result = test.toMutableDateTime(LONDON);
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(LONDON),result.getChronology());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime(PARIS);
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(PARIS),result.getChronology());

        test = new MutableDateTime(TEST_TIME1, PARIS);
        result = test.toMutableDateTime((DateTimeZone) null);
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime((DateTimeZone) null);
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToMutableDateTime_Chronology(),,,"public void testToMutableDateTime_Chronology() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        MutableDateTime result = test.toMutableDateTime(ISOChronology.getInstance());
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime(GregorianChronology.getInstance(PARIS));
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(GregorianChronology.getInstance(PARIS),result.getChronology());

        test = new MutableDateTime(TEST_TIME1, GregorianChronology.getInstance(PARIS));
        result = test.toMutableDateTime((Chronology) null);
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());

        test = new MutableDateTime(TEST_TIME1);
        result = test.toMutableDateTime((Chronology) null);
        assertTrue(test != result);
        assertEquals(test.getMillis(),result.getMillis());
        assertEquals(ISOChronology.getInstance(),result.getChronology());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToDate(),,,"public void testToDate() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        Date result = test.toDate();
        assertEquals(test.getMillis(),result.getTime());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToCalendar_Locale(),,,"public void testToCalendar_Locale() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        Calendar result = test.toCalendar(null);
        assertEquals(test.getMillis(),result.getTime().getTime());
        assertEquals(TimeZone.getTimeZone(""Europe/London""),result.getTimeZone());

        test = new MutableDateTime(TEST_TIME1, PARIS);
        result = test.toCalendar(null);
        assertEquals(test.getMillis(),result.getTime().getTime());
        assertEquals(TimeZone.getTimeZone(""Europe/Paris""),result.getTimeZone());

        test = new MutableDateTime(TEST_TIME1, PARIS);
        result = test.toCalendar(Locale.UK);
        assertEquals(test.getMillis(),result.getTime().getTime());
        assertEquals(TimeZone.getTimeZone(""Europe/Paris""),result.getTimeZone());
    }"
org.joda.time.TestMutableDateTime_Basics,void testToGregorianCalendar(),,,"public void testToGregorianCalendar() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        GregorianCalendar result = test.toGregorianCalendar();
        assertEquals(test.getMillis(),result.getTime().getTime());
        assertEquals(TimeZone.getTimeZone(""Europe/London""),result.getTimeZone());

        test = new MutableDateTime(TEST_TIME1, PARIS);
        result = test.toGregorianCalendar();
        assertEquals(test.getMillis(),result.getTime().getTime());
        assertEquals(TimeZone.getTimeZone(""Europe/Paris""),result.getTimeZone());
    }"
org.joda.time.TestMutableDateTime_Basics,void testClone(),,,"public void testClone() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        MutableDateTime result = (MutableDateTime) test.clone();
        assertEquals(true,test.equals(result));
        assertEquals(true,test != result);
    }"
org.joda.time.TestMutableDateTime_Basics,void testCopy(),,,"public void testCopy() {
        MutableDateTime test = new MutableDateTime(TEST_TIME1);
        MutableDateTime result = test.copy();
        assertEquals(true,test.equals(result));
        assertEquals(true,test != result);
    }"
org.joda.time.TestMutableDateTime_Basics,void testRounding1(),,,"public void testRounding1() {
        MutableDateTime test = new MutableDateTime(2002, 6, 9, 5, 6, 7, 8);
        test.setRounding(ISOChronology.getInstance().hourOfDay());
        assertEquals(""2002-06-09T05:00:00.000+01:00"",test.toString());
        assertEquals(MutableDateTime.ROUND_FLOOR,test.getRoundingMode());
        assertEquals(ISOChronology.getInstance().hourOfDay(),test.getRoundingField());
    }"
org.joda.time.TestMutableDateTime_Basics,void testRounding2(),,,"public void testRounding2() {
        MutableDateTime test = new MutableDateTime(2002, 6, 9, 5, 6, 7, 8);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_CEILING);
        assertEquals(""2002-06-09T06:00:00.000+01:00"",test.toString());
        assertEquals(MutableDateTime.ROUND_CEILING,test.getRoundingMode());
        assertEquals(ISOChronology.getInstance().hourOfDay(),test.getRoundingField());
    }"
org.joda.time.TestMutableDateTime_Basics,void testRounding3(),,,"public void testRounding3() {
        MutableDateTime test = new MutableDateTime(2002, 6, 9, 5, 6, 7, 8);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_CEILING);
        assertEquals(""2002-06-09T05:00:00.000+01:00"",test.toString());
        assertEquals(MutableDateTime.ROUND_HALF_CEILING,test.getRoundingMode());
        assertEquals(ISOChronology.getInstance().hourOfDay(),test.getRoundingField());
        
        test = new MutableDateTime(2002, 6, 9, 5, 30, 0, 0);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_CEILING);
        assertEquals(""2002-06-09T06:00:00.000+01:00"",test.toString());
    }"
org.joda.time.TestMutableDateTime_Basics,void testRounding4(),,,"public void testRounding4() {
        MutableDateTime test = new MutableDateTime(2002, 6, 9, 5, 6, 7, 8);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_FLOOR);
        assertEquals(""2002-06-09T05:00:00.000+01:00"",test.toString());
        assertEquals(MutableDateTime.ROUND_HALF_FLOOR,test.getRoundingMode());
        assertEquals(ISOChronology.getInstance().hourOfDay(),test.getRoundingField());
        
        test = new MutableDateTime(2002, 6, 9, 5, 30, 0, 0);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_FLOOR);
        assertEquals(""2002-06-09T05:00:00.000+01:00"",test.toString());
    }"
org.joda.time.TestMutableDateTime_Basics,void testRounding5(),,,"public void testRounding5() {
        MutableDateTime test = new MutableDateTime(2002, 6, 9, 5, 6, 7, 8);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_EVEN);
        assertEquals(""2002-06-09T05:00:00.000+01:00"",test.toString());
        assertEquals(MutableDateTime.ROUND_HALF_EVEN,test.getRoundingMode());
        assertEquals(ISOChronology.getInstance().hourOfDay(),test.getRoundingField());
        
        test = new MutableDateTime(2002, 6, 9, 5, 30, 0, 0);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_EVEN);
        assertEquals(""2002-06-09T06:00:00.000+01:00"",test.toString());
        
        test = new MutableDateTime(2002, 6, 9, 4, 30, 0, 0);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_HALF_EVEN);
        assertEquals(""2002-06-09T04:00:00.000+01:00"",test.toString());
    }"
org.joda.time.TestMutableDateTime_Basics,void testRounding6(),,,"public void testRounding6() {
        MutableDateTime test = new MutableDateTime(2002, 6, 9, 5, 6, 7, 8);
        test.setRounding(ISOChronology.getInstance().hourOfDay(), MutableDateTime.ROUND_NONE);
        assertEquals(""2002-06-09T05:06:07.008+01:00"",test.toString());
        assertEquals(MutableDateTime.ROUND_NONE,test.getRoundingMode());
        assertEquals(null,test.getRoundingField());
    }"
