classname,method,docstring,method_definition
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,getPropertyInternal(final String key),"/**
     * Fetches the specified property. This task is delegated to the associated expression engine.
     *
     * @param key the key to be looked up
     * @return the found value
     */","@Override
    protected Object getPropertyInternal(final String key) {
        final List<QueryResult<T>> results = fetchNodeList(key);

        if (results.isEmpty()) {
            return null;
        }
        final NodeHandler<T> handler = getModel().getNodeHandler();
        final List<Object> list = new ArrayList<>();
        for (final QueryResult<T> result : results) {
            final Object value = valueFromResult(result, handler);
            if (value != null) {
                list.add(value);
            }
        }

        if (list.size() < 1) {
            return null;
        }
        return list.size() == 1 ? list.get(0) : list;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"void addPropertyInternal(final String key, final Object obj)","/**
     * Adds the property with the specified key. This task will be delegated to the associated {@code ExpressionEngine}, so
     * the passed in key must match the requirements of this implementation.
     *
     * @param key the key of the new property
     * @param obj the value of the new property
     */","@Override
    protected void addPropertyInternal(final String key, final Object obj) {
        addPropertyToModel(key, getListDelimiterHandler().parse(obj));
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"void addPropertyDirect(final String key, final Object value)","/**
     * {@inheritDoc} This method is not called in the normal way (via {@code addProperty()} for hierarchical configurations
     * because all values to be added for the property have to be passed to the model in a single step. However, to allow
     * derived classes to add an arbitrary value as an object, a special implementation is provided here. The passed in
     * object is not parsed as a list, but passed directly as only value to the model.
     */","@Override
    protected void addPropertyDirect(final String key, final Object value) {
        addPropertyToModel(key, Collections.singleton(value));
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"void addPropertyToModel(final String key, final Iterable<?> values)","/**
     * Helper method for executing an add property operation on the model.
     *
     * @param key the key of the new property
     * @param values the values to be added for this property
     */","private void addPropertyToModel(final String key, final Iterable<?> values) {
        getModel().addProperty(key, values, this);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"void addNodes(final String key, final Collection<? extends T> nodes)","/**
     * Adds a collection of nodes at the specified position of the configuration tree. This method works similar to
     * {@code addProperty()}, but instead of a single property a whole collection of nodes can be added - and thus complete
     * configuration sub trees. E.g. with this method it is possible to add parts of another
     * {@code BaseHierarchicalConfiguration} object to this object. If the passed in key refers to an existing and unique
     * node, the new nodes are added to this node. Otherwise a new node will be created at the specified position in the
     * hierarchy. Implementation node: This method performs some book-keeping and then delegates to
     * {@code addNodesInternal()}.
     *
     * @param key the key where the nodes are to be added; can be <b>null</b>, then they are added to the root node
     * @param nodes a collection with the {@code Node} objects to be added
     */","@Override
    public final void addNodes(final String key, final Collection<? extends T> nodes) {
        if (nodes == null || nodes.isEmpty()) {
            return;
        }

        beginWrite(false);
        try {
            fireEvent(ConfigurationEvent.ADD_NODES, key, nodes, true);
            addNodesInternal(key, nodes);
            fireEvent(ConfigurationEvent.ADD_NODES, key, nodes, false);
        } finally {
            endWrite();
        }
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"void addNodesInternal(final String key, final Collection<? extends T> nodes)","/**
     * Actually adds a collection of new nodes to this configuration. This method is called by {@code addNodes()}. It can be
     * overridden by subclasses that need to adapt this operation.
     *
     * @param key the key where the nodes are to be added; can be <b>null</b>, then they are added to the root node
     * @param nodes a collection with the {@code Node} objects to be added
     * @since 2.0
     */","protected void addNodesInternal(final String key, final Collection<? extends T> nodes) {
        getModel().addNodes(key, nodes, this);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,isEmptyInternal(),"/**
     * Checks if this configuration is empty. Empty means that there are no keys with any values, though there can be some
     * (empty) nodes.
     *
     * @return a flag if this configuration is empty
     */","@Override
    protected boolean isEmptyInternal() {
        return !nodeDefined(getModel().getNodeHandler().getRootNode());
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,containsKeyInternal(final String key),"/**
     * Checks if the specified key is contained in this configuration. Note that for this configuration the term
     * &quot;contained&quot; means that the key has an associated value. If there is a node for this key that has no value
     * but children (either defined or undefined), this method will still return <b>false </b>.
     *
     * @param key the key to be checked
     * @return a flag if this key is contained in this configuration
     */","@Override
    protected boolean containsKeyInternal(final String key) {
        return getPropertyInternal(key) != null;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"void setPropertyInternal(final String key, final Object value)","/**
     * Sets the value of the specified property.
     *
     * @param key the key of the property to set
     * @param value the new value of this property
     */","@Override
    protected void setPropertyInternal(final String key, final Object value) {
        getModel().setProperty(key, value, this);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"resolveKey(final T root, final String key, final NodeHandler<T> handler)","/**
     * {@inheritDoc} This implementation delegates to the expression engine.
     */","@Override
    public List<QueryResult<T>> resolveKey(final T root, final String key, final NodeHandler<T> handler) {
        return getExpressionEngine().query(root, key, handler);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"resolveNodeKey(final T root, final String key, final NodeHandler<T> handler)","/**
     * {@inheritDoc} This implementation delegates to {@code resolveKey()} and then filters out attribute results.
     */","@Override
    public List<T> resolveNodeKey(final T root, final String key, final NodeHandler<T> handler) {
        final List<QueryResult<T>> results = resolveKey(root, key, handler);
        final List<T> targetNodes = new LinkedList<>();
        for (final QueryResult<T> result : results) {
            if (!result.isAttributeResult()) {
                targetNodes.add(result.getNode());
            }
        }
        return targetNodes;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"resolveAddKey(final T root, final String key, final NodeHandler<T> handler)","/**
     * {@inheritDoc} This implementation delegates to the expression engine.
     */","@Override
    public NodeAddData<T> resolveAddKey(final T root, final String key, final NodeHandler<T> handler) {
        return getExpressionEngine().prepareAdd(root, key, handler);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"resolveUpdateKey(final T root, final String key, final Object newValue, final NodeHandler<T> handler)","/**
     * {@inheritDoc} This implementation executes a query for the given key and constructs a {@code NodeUpdateData} object
     * based on the results. It determines which nodes need to be changed and whether new ones need to be added or existing
     * ones need to be removed.
     */","@Override
    public NodeUpdateData<T> resolveUpdateKey(final T root, final String key, final Object newValue, final NodeHandler<T> handler) {
        final Iterator<QueryResult<T>> itNodes = fetchNodeList(key).iterator();
        final Iterator<?> itValues = getListDelimiterHandler().parse(newValue).iterator();
        final Map<QueryResult<T>, Object> changedValues = new HashMap<>();
        Collection<Object> additionalValues = null;
        Collection<QueryResult<T>> removedItems = null;

        while (itNodes.hasNext() && itValues.hasNext()) {
            changedValues.put(itNodes.next(), itValues.next());
        }

        // Add additional nodes if necessary
        if (itValues.hasNext()) {
            additionalValues = new LinkedList<>();
            while (itValues.hasNext()) {
                additionalValues.add(itValues.next());
            }
        }

        // Remove remaining nodes
        if (itNodes.hasNext()) {
            removedItems = new LinkedList<>();
            while (itNodes.hasNext()) {
                removedItems.add(itNodes.next());
            }
        }

        return new NodeUpdateData<>(changedValues, additionalValues, removedItems, key);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"nodeKey(final T node, final Map<T, String> cache, final NodeHandler<T> handler)","/**
     * {@inheritDoc} This implementation uses the expression engine to generate a canonical key for the passed in node. For
     * this purpose, the path to the root node has to be traversed. The cache is used to store and access keys for nodes
     * encountered on the path.
     */","@Override
    public String nodeKey(final T node, final Map<T, String> cache, final NodeHandler<T> handler) {
        final List<T> path = new LinkedList<>();
        T currentNode = node;
        String key = cache.get(node);
        while (key == null && currentNode != null) {
            path.add(0, currentNode);
            currentNode = handler.getParent(currentNode);
            key = cache.get(currentNode);
        }

        for (final T n : path) {
            final String currentKey = getExpressionEngine().canonicalKey(n, key, handler);
            cache.put(n, currentKey);
            key = currentKey;
        }

        return key;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,void clearInternal(),"/**
     * Clears this configuration. This is a more efficient implementation than the one inherited from the base class. It
     * delegates to the node model.
     */","@Override
    protected void clearInternal() {
        getModel().clear(this);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,void clearTree(final String key),"/**
     * Removes all values of the property with the given name and of keys that start with this name. So if there is a
     * property with the key &quot;foo&quot; and a property with the key &quot;foo.bar&quot;, a call of
     * {@code clearTree(""foo"")} would remove both properties.
     *
     * @param key the key of the property to be removed
     */","@Override
    public final void clearTree(final String key) {
        beginWrite(false);
        try {
            fireEvent(ConfigurationEvent.CLEAR_TREE, key, null, true);
            final Object nodes = clearTreeInternal(key);
            fireEvent(ConfigurationEvent.CLEAR_TREE, key, nodes, false);
        } finally {
            endWrite();
        }
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,clearTreeInternal(final String key),"/**
     * Actually clears the tree of elements referenced by the given key. This method is called by {@code clearTree()}.
     * Subclasses that need to adapt this operation can override this method. This base implementation delegates to the node
     * model.
     *
     * @param key the key of the property to be removed
     * @return an object with information about the nodes that have been removed (this is needed for firing a meaningful
     *         event of type CLEAR_TREE)
     * @since 2.0
     */","protected Object clearTreeInternal(final String key) {
        return getModel().clearTree(key, this);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,void clearPropertyDirect(final String key),"/**
     * Removes the property with the given key. Properties with names that start with the given key (i.e. properties below
     * the specified key in the hierarchy) won't be affected. This implementation delegates to the node+ model.
     *
     * @param key the key of the property to be removed
     */","@Override
    protected void clearPropertyDirect(final String key) {
        getModel().clearProperty(key, this);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,sizeInternal(),"/**
     * {@inheritDoc} This implementation is slightly more efficient than the default implementation. It does not iterate
     * over the key set, but directly queries its size after it has been constructed. Note that constructing the key set is
     * still an O(n) operation.
     */","@Override
    protected int sizeInternal() {
        return visitDefinedKeys().getKeyList().size();
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,getKeysInternal(),"/**
     * Returns an iterator with all keys defined in this configuration. Note that the keys returned by this method will not
     * contain any indices. This means that some structure will be lost.
     *
     * @return an iterator with the defined keys in this configuration
     */","@Override
    protected Iterator<String> getKeysInternal() {
        return visitDefinedKeys().getKeyList().iterator();
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,visitDefinedKeys(),"/**
     * Creates a {@code DefinedKeysVisitor} and visits all defined keys with it.
     *
     * @return the visitor after all keys have been visited
     */","private DefinedKeysVisitor visitDefinedKeys() {
        final DefinedKeysVisitor visitor = new DefinedKeysVisitor();
        final NodeHandler<T> nodeHandler = getModel().getNodeHandler();
        NodeTreeWalker.INSTANCE.walkDFS(nodeHandler.getRootNode(), visitor, nodeHandler);
        return visitor;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,getKeysInternal(final String prefix),"/**
     * Returns an iterator with all keys defined in this configuration that start with the given prefix. The returned keys
     * will not contain any indices. This implementation tries to locate a node whose key is the same as the passed in
     * prefix. Then the subtree of this node is traversed, and the keys of all nodes encountered (including attributes) are
     * added to the result set.
     *
     * @param prefix the prefix of the keys to start with
     * @return an iterator with the found keys
     */","@Override
    protected Iterator<String> getKeysInternal(final String prefix) {
        final DefinedKeysVisitor visitor = new DefinedKeysVisitor(prefix);
        if (containsKey(prefix)) {
            // explicitly add the prefix
            visitor.getKeyList().add(prefix);
        }

        final List<QueryResult<T>> results = fetchNodeList(prefix);
        final NodeHandler<T> handler = getModel().getNodeHandler();

        for (final QueryResult<T> result : results) {
            if (!result.isAttributeResult()) {
                for (final T c : handler.getChildren(result.getNode())) {
                    NodeTreeWalker.INSTANCE.walkDFS(c, visitor, handler);
                }
                visitor.handleAttributeKeys(prefix, result.getNode(), handler);
            }
        }

        return visitor.getKeyList().iterator();
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,getMaxIndex(final String key),"/**
     * Returns the maximum defined index for the given key. This is useful if there are multiple values for this key. They
     * can then be addressed separately by specifying indices from 0 to the return value of this method. If the passed in
     * key is not contained in this configuration, result is -1.
     *
     * @param key the key to be checked
     * @return the maximum defined index for this key
     */","@Override
    public final int getMaxIndex(final String key) {
        beginRead(false);
        try {
            return getMaxIndexInternal(key);
        } finally {
            endRead();
        }
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,getMaxIndexInternal(final String key),"/**
     * Actually retrieves the maximum defined index for the given key. This method is called by {@code getMaxIndex()}.
     * Subclasses that need to adapt this operation have to override this method.
     *
     * @param key the key to be checked
     * @return the maximum defined index for this key
     * @since 2.0
     */","protected int getMaxIndexInternal(final String key) {
        return fetchNodeList(key).size() - 1;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,clone(),"/**
     * Creates a copy of this object. This new configuration object will contain copies of all nodes in the same structure.
     * Registered event listeners won't be cloned; so they are not registered at the returned copy.
     *
     * @return the copy
     * @since 1.2
     */","@Override
    public Object clone() {
        beginRead(false);
        try {
            @SuppressWarnings(""unchecked"") // clone returns the same type
            final AbstractHierarchicalConfiguration<T> copy = (AbstractHierarchicalConfiguration<T>) super.clone();
            copy.setSynchronizer(NoOpSynchronizer.INSTANCE);
            copy.cloneInterpolator(this);
            copy.setSynchronizer(ConfigurationUtils.cloneSynchronizer(getSynchronizer()));
            copy.model = cloneNodeModel();

            return copy;
        } catch (final CloneNotSupportedException cex) {
            // should not happen
            throw new ConfigurationRuntimeException(cex);
        } finally {
            endRead();
        }
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,cloneNodeModel(),"/**
     * Creates a clone of the node model. This method is called by {@code clone()}.
     *
     * @return the clone of the {@code NodeModel}
     * @since 2.0
     */",protected abstract NodeModel<T> cloneNodeModel();
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,fetchNodeList(final String key),"/**
     * Helper method for resolving the specified key.
     *
     * @param key the key
     * @return a list with all results selected by this key
     */","protected List<QueryResult<T>> fetchNodeList(final String key) {
        final NodeHandler<T> nodeHandler = getModel().getNodeHandler();
        return resolveKey(nodeHandler.getRootNode(), key, nodeHandler);
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,nodeDefined(final T node),"/**
     * Checks if the specified node is defined.
     *
     * @param node the node to be checked
     * @return a flag if this node is defined
     */","protected boolean nodeDefined(final T node) {
        final DefinedVisitor<T> visitor = new DefinedVisitor<>();
        NodeTreeWalker.INSTANCE.walkBFS(node, visitor, getModel().getNodeHandler());
        return visitor.isDefined();
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,getModel(),"/**
     * Returns the {@code NodeModel} used by this configuration. This method is intended for internal use only. Access to
     * the model is granted without any synchronization. This is in contrast to the &quot;official&quot;
     * {@code getNodeModel()} method which is guarded by the configuration's {@code Synchronizer}.
     *
     * @return the node model
     */","protected NodeModel<T> getModel() {
        return model;
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,"valueFromResult(final QueryResult<T> result, final NodeHandler<T> handler)","/**
     * Extracts the value from a query result.
     *
     * @param result the {@code QueryResult}
     * @param handler the {@code NodeHandler}
     * @return the value of this result (may be <b>null</b>)
     */","private Object valueFromResult(final QueryResult<T> result, final NodeHandler<T> handler) {
        return result.isAttributeResult() ? result.getAttributeValue(handler) : handler.getValue(result.getNode());
    }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedVisitor,terminate(),"/**
         * Checks if iteration should be stopped. This can be done if the first defined node is found.
         *
         * @return a flag if iteration should be stopped
         */","@Override
        public boolean terminate() {
            return isDefined();
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedVisitor,"void visitBeforeChildren(final T node, final NodeHandler<T> handler)","/**
         * Visits the node. Checks if a value is defined.
         *
         * @param node the actual node
         */","@Override
        public void visitBeforeChildren(final T node, final NodeHandler<T> handler) {
            defined = handler.getValue(node) != null || !handler.getAttributes(node).isEmpty();
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedVisitor,isDefined(),"/**
         * Returns the defined flag.
         *
         * @return the defined flag
         */","public boolean isDefined() {
            return defined;
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedKeysVisitor,getKeyList(),"/**
         * Returns the list with all defined keys.
         *
         * @return the list with the defined keys
         */","public Set<String> getKeyList() {
            return keyList;
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedKeysVisitor,"void visitAfterChildren(final T node, final NodeHandler<T> handler)","/**
         * {@inheritDoc} This implementation removes this node's key from the stack.
         */","@Override
        public void visitAfterChildren(final T node, final NodeHandler<T> handler) {
            parentKeys.pop();
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedKeysVisitor,"void visitBeforeChildren(final T node, final NodeHandler<T> handler)","/**
         * {@inheritDoc} If this node has a value, its key is added to the internal list.
         */","@Override
        public void visitBeforeChildren(final T node, final NodeHandler<T> handler) {
            final String parentKey = parentKeys.isEmpty() ? null : parentKeys.peek();
            final String key = getExpressionEngine().nodeKey(node, parentKey, handler);
            parentKeys.push(key);
            if (handler.getValue(node) != null) {
                keyList.add(key);
            }
            handleAttributeKeys(key, node, handler);
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration.DefinedKeysVisitor,"void handleAttributeKeys(final String parentKey, final T node, final NodeHandler<T> handler)","/**
         * Appends all attribute keys of the current node.
         *
         * @param parentKey the parent key
         * @param node the current node
         * @param handler the {@code NodeHandler}
         */","public void handleAttributeKeys(final String parentKey, final T node, final NodeHandler<T> handler) {
            for (final String attr : handler.getAttributes(node)) {
                keyList.add(getExpressionEngine().attributeKey(parentKey, attr));
            }
        }"
org.apache.commons.configuration2.AbstractHierarchicalConfiguration,toString(),,"@Override
    public String toString() {
        return super.toString() + ""("" + getRootElementNameInternal() + "")"";
    }"
org.apache.commons.configuration2.ConfigurationMap,getConfiguration(),"/**
     * Returns the wrapped {@code Configuration} object.
     *
     * @return the wrapped configuration
     * @since 1.2
     */","public Configuration getConfiguration() {
        return configuration;
    }"
org.apache.commons.configuration2.ConfigurationMap,entrySet(),"/**
     * Returns a set with the entries contained in this configuration-based map.
     *
     * @return a set with the contained entries
     * @see java.util.Map#entrySet()
     */","@Override
    public Set<Map.Entry<Object, Object>> entrySet() {
        return new ConfigurationSet(configuration);
    }"
org.apache.commons.configuration2.ConfigurationMap,"put(final Object key, final Object value)","/**
     * Stores the value for the specified key. The value is stored in the underlying configuration.
     *
     * @param key the key (will be converted to a string)
     * @param value the value
     * @return the old value of this key or <b>null</b> if it is new
     * @see java.util.Map#put(java.lang.Object, java.lang.Object)
     */","@Override
    public Object put(final Object key, final Object value) {
        final String strKey = String.valueOf(key);
        final Object old = configuration.getProperty(strKey);
        configuration.setProperty(strKey, value);
        return old;
    }"
org.apache.commons.configuration2.ConfigurationMap,get(final Object key),"/**
     * Returns the value of the specified key. The key is converted to a string and then passed to the underlying
     * configuration.
     *
     * @param key the key
     * @return the value of this key
     * @see java.util.Map#get(java.lang.Object)
     */","@Override
    public Object get(final Object key) {
        return configuration.getProperty(String.valueOf(key));
    }"
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry,getKey(),,"@Override
            public Object getKey() {
                return key;
            }"
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry,getValue(),,"@Override
            public Object getValue() {
                return configuration.getProperty((String) key);
            }"
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry,setValue(final Object value),,"@Override
            public Object setValue(final Object value) {
                final Object old = getValue();
                configuration.setProperty((String) key, value);
                return old;
            }"
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSetIterator,hasNext(),,"@Override
            public boolean hasNext() {
                return keys.hasNext();
            }"
