id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version,assert_kind,assert_name,custom_assert_name
geom_38_3,commons-geometry,TextStlFacetDefinitionReaderTest,testMultipleFacets_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertFacetVerticesAndNormal,assertFacetVerticesAndNormal
geom_38_4,commons-geometry,TextStlFacetDefinitionReaderTest,testMultipleFacets_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertFacetVerticesAndNormal,assertFacetVerticesAndNormal
geom_38_5,commons-geometry,TextStlFacetDefinitionReaderTest,testMultipleFacets_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertFacetVerticesAndNormal,assertFacetVerticesAndNormal
geom_39_3,commons-geometry,TextStlFacetDefinitionReaderTest,testNoName_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertFacetVerticesAndNormal,assertFacetVerticesAndNormal
geom_40_3,commons-geometry,TextStlFacetDefinitionReaderTest,testContentEndsEarly_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertFacetVerticesAndNormal,assertFacetVerticesAndNormal
geom_41_1,commons-geometry,TextStlFacetDefinitionReaderTest,testParseErrors_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertParseError,assertParseError
geom_41_2,commons-geometry,TextStlFacetDefinitionReaderTest,testParseErrors_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertParseError,assertParseError
geom_43_1,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeAscii_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_43_2,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeAscii_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_43_3,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeAscii_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_43_4,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeAscii_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_43_5,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeAscii_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_44_1,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeBinary_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_44_2,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeBinary_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_44_3,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeBinary_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_44_4,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeBinary_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_44_5,commons-geometry,StlBoundaryReadHandler3DTest,testReadMethods_cubeBinary_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryReadHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_52_1,commons-geometry,TextStlWriterTest,testStartSolid_alreadyStarted_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_53_1,commons-geometry,TextStlWriterTest,testEndSolid_notStarted_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_57_1,commons-geometry,TextStlWriterTest,testStartSolid_containsNewLine_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_57_2,commons-geometry,TextStlWriterTest,testStartSolid_containsNewLine_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_57_3,commons-geometry,TextStlWriterTest,testStartSolid_containsNewLine_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_69_1,commons-geometry,TextStlWriterTest,testWrite_noSolidStarted_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_69_2,commons-geometry,TextStlWriterTest,testWrite_noSolidStarted_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_69_3,commons-geometry,TextStlWriterTest,testWrite_noSolidStarted_3_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_69_4,commons-geometry,TextStlWriterTest,testWrite_noSolidStarted_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/TextStlWriterTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_75_1,commons-geometry,StlBoundaryWriteHandler3DTest,setInitialBufferSize_invalidArg_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_77_1,commons-geometry,StlBoundaryWriteHandler3DTest,testWrite_boundaryList_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertCubeMinusSphere,assertCubeMinusSphere
geom_78_1,commons-geometry,StlBoundaryWriteHandler3DTest,testWrite_triangleMesh_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertCubeMinusSphere,assertCubeMinusSphere
geom_80_1,commons-geometry,StlBoundaryWriteHandler3DTest,testWriteStream_ioException_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_81_1,commons-geometry,StlBoundaryWriteHandler3DTest,testWriteFacets_list_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertCube,assertCube
geom_83_1,commons-geometry,StlBoundaryWriteHandler3DTest,testWriteFacets_includesStlFacetAttribute_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertFacetVertices,assertFacetVertices
geom_83_2,commons-geometry,StlBoundaryWriteHandler3DTest,testWriteFacets_includesStlFacetAttribute_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/StlBoundaryWriteHandler3DTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_89_1,commons-geometry,BinaryStlFacetDefinitionReaderTest,testGetHeader_noData_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_90_1,commons-geometry,BinaryStlFacetDefinitionReaderTest,testGetHeader_noTriangleCount_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_91_1,commons-geometry,BinaryStlFacetDefinitionReaderTest,testGetHeader_ioException_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_92_1,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_noData_1_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertThrowsWithMessage,assertThrowsWithMessage
geom_93_2,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_4,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_5,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_6,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_6_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_8,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_8_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_10,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_10_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_11,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_11_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_93_12,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_12_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_94_2,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_stopsWhenTriangleCountReached_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_94_4,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_stopsWhenTriangleCountReached_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_94_5,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_stopsWhenTriangleCountReached_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_94_6,commons-geometry,BinaryStlFacetDefinitionReaderTest,testReadFacet_stopsWhenTriangleCountReached_6_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlFacetDefinitionReaderTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_95_2,commons-geometry,BinaryStlWriterTest,testWriteHeader_nullHeaderContent_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertBytes,assertBytes
geom_96_2,commons-geometry,BinaryStlWriterTest,testWriteHeader_givenHeaderContent_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertBytes,assertBytes
geom_97_2,commons-geometry,BinaryStlWriterTest,testWriteHeader_givenHeaderContentExceedsMaxLength_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertBytes,assertBytes
geom_98_2,commons-geometry,BinaryStlWriterTest,testWriteFacet_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertBytes,assertBytes
geom_98_4,commons-geometry,BinaryStlWriterTest,testWriteFacet_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_5,commons-geometry,BinaryStlWriterTest,testWriteFacet_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_6,commons-geometry,BinaryStlWriterTest,testWriteFacet_6_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_7,commons-geometry,BinaryStlWriterTest,testWriteFacet_7_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_9,commons-geometry,BinaryStlWriterTest,testWriteFacet_9_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_10,commons-geometry,BinaryStlWriterTest,testWriteFacet_10_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_11,commons-geometry,BinaryStlWriterTest,testWriteFacet_11_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_98_12,commons-geometry,BinaryStlWriterTest,testWriteFacet_12_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_2,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertBytes,assertBytes
geom_99_4,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_5,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_6,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_6_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_7,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_7_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_9,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_9_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_10,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_10_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_11,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_11_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_99_12,commons-geometry,BinaryStlWriterTest,testWriteFacet_ordersFacetCounterClockwise_12_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_2,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_2_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertBytes,assertBytes
geom_100_4,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_4_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_5,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_5_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_6,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_6_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_7,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_7_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_9,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_9_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_10,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_10_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_11,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_11_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_12,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_12_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_14,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_14_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
geom_100_15,commons-geometry,BinaryStlWriterTest,testWriteFacet_invalidNormalGiven_15_oe,commons-geometry-io-euclidean/src/test/java/org/apache/commons/geometry/io/euclidean/threed/stl/BinaryStlWriterTest.java,,,,assert,unknown,custom,assertCoordinatesEqual,assertCoordinatesEqual
