classname,method,docstring,annotations,method_definition
org.springside.examples.bootapi.functional.BookEndpointTest,login(String user),,,"private String login(String user) {
		Map<String, String> map = Maps.newHashMap();
		map.put(""email"", user);
		map.put(""password"", ""springside"");

		ResponseEntity<Map> response = restTemplate.getForEntity(loginUrl + ""?email={email}&password={password}"",
				Map.class, map);
		assertThat(response.getStatusCode()).isEqualTo(HttpStatus.OK);
		return (String) response.getBody().get(""token"");
	}"
org.springside.examples.bootapi.functional.BookEndpointTest,void logout(String token),,,"public void logout(String token) {
		restTemplate.getForEntity(logoutUrl + ""?token={token}"", String.class, token);
	}"
org.springside.examples.bootapi.functional.BookEndpointTest,randomBook(),,,"private static BookDto randomBook() {
		BookDto book = new BookDto();
		book.title = RandomData.randomName(""Book"");

		return book;
	}"
org.springside.examples.bootapi.repository.BookDaoTest,void findByOwnerId(),,,"@Test
	public void findByOwnerId() {
		List<Book> books = bookDao.findByOwnerId(1L, new PageRequest(0, 10));
		assertThat(books).hasSize(2);
		assertThat(books.get(0).title).isEqualTo(""Big Data日知录"");
	}"
org.springside.examples.bootapi.repository.BookDaoTest,void findByBorrowerId(),,,"@Test
	public void findByBorrowerId() {
		List<Book> books = bookDao.findByBorrowerId(1L, new PageRequest(0, 10));
		assertThat(books).hasSize(0);
	}"
org.springside.modules.utils.misc.IdGeneratorTest,void demo(),,,"@Test
	public void demo() {
		System.out.println(""uuid: "" + IdGenerator.uuid());
		System.out.println(""uuid2:"" + IdGenerator.uuid2());
		System.out.println(""randomLong:  "" + IdGenerator.randomLong());
		System.out.println(""randomBase64:"" + IdGenerator.randomBase64(7));
	}"
org.springside.modules.utils.misc.SamplerTest,void test(),,,"@Test
	public void test() {
		Sampler sampler = Sampler.create(10.5);
		int hits = 0;
		for (int i = 0; i < 10000; i++) {
			if (sampler.select()) {
				hits++;
			}
		}
		System.out.println(""sample 10.5% in 10000 hits should close to 1050, actual is "" + hits);

		assertThat(hits).isBetween(900, 1200);
		//////////
		Sampler sampler2 = Sampler.create(0.5);

		hits = 0;
		for (int i = 0; i < 10000; i++) {
			if (sampler2.select()) {
				hits++;
			}
		}
		System.out.println(""sample 0.5% in 10000 hits should close to 50, actual is "" + hits);
		assertThat(hits).isBetween(20, 100);

	}"
org.springside.modules.utils.misc.SamplerTest,void always(),,,"@Test
	public void always() {
		Sampler sampler = Sampler.create(0d);
		assertThat(sampler).isInstanceOf(NeverSampler.class);
		sampler = Sampler.create(100d);
		assertThat(sampler).isInstanceOf(AlwaysSampler.class);

		try {
			sampler = Sampler.create(101d);
			fail(""shoud fail before"");
		} catch (Exception e) {
			assertThat(e).isInstanceOf(IllegalArgumentException.class);
		}

		try {
			sampler = Sampler.create(-2.2);
			fail(""shoud fail before"");
		} catch (Exception e) {
			assertThat(e).isInstanceOf(IllegalArgumentException.class);
		}
	}"
org.springside.modules.utils.concurrent.ThreadLocalContextTest,void test(),,,"@Test
	public void test() throws InterruptedException {

		final CountDownLatch countdown = ConcurrentTools.countDownLatch(10);
		final CyclicBarrier barrier = ConcurrentTools.cyclicBarrier(10);

		Runnable runnable = new Runnable() {
			@Override
			public void run() {
				try {
					barrier.await();
				} catch (Exception e) {
					// TODO Auto-generated catch block
					e.printStackTrace();
				}
				ThreadLocalContext.put(""myname"", Thread.currentThread().getName());
				ThreadUtil.sleep(RandomUtil.nextLong(100, 300));
				System.out.println(ThreadLocalContext.get(""myname""));
				ThreadLocalContext.reset();
				System.out.println(
						""shoud null for "" + Thread.currentThread().getName() + "":"" + ThreadLocalContext.get(""myname""));
				countdown.countDown();
			}
		};

		for (int i = 0; i < 10; i++) {
			Thread thread = new Thread(runnable);
			thread.start();
		}

		countdown.await();
	}"
org.springside.modules.utils.concurrent.ThreadLocalContextTest,void run(),,,"@Override
			public void run() {
				try {
					barrier.await();
				} catch (Exception e) {
					// TODO Auto-generated catch block
					e.printStackTrace();
				}
				ThreadLocalContext.put(""myname"", Thread.currentThread().getName());
				ThreadUtil.sleep(RandomUtil.nextLong(100, 300));
				System.out.println(ThreadLocalContext.get(""myname""));
				ThreadLocalContext.reset();
				System.out.println(
						""shoud null for "" + Thread.currentThread().getName() + "":"" + ThreadLocalContext.get(""myname""));
				countdown.countDown();
			}"
org.springside.modules.utils.concurrent.BasicFutureTest.MyFuture,void onCompleted(T result),,,"@Override
		protected void onCompleted(T result) {
			System.out.println(""onCompleted:"" + result);
		}"
org.springside.modules.utils.concurrent.BasicFutureTest.MyFuture,void onFailed(Exception ex),,,"@Override
		protected void onFailed(Exception ex) {
			System.out.println(""onFailed:"" + ex.getMessage());
		}"
org.springside.modules.utils.concurrent.BasicFutureTest.MyFuture,void onCancelled(),,,"@Override
		protected void onCancelled() {
			System.out.println(""onCancelled"");
		}"
org.springside.modules.utils.concurrent.BasicFutureTest.Tasks,void success(MyFuture<String> future),,,"public static void success(MyFuture<String> future) {
			future.completed(""haha"");
		}"
org.springside.modules.utils.concurrent.BasicFutureTest.Tasks,void fail(MyFuture<String> future),,,"public static void fail(MyFuture<String> future) {
			future.failed(new RuntimeException(""wuwu""));
		}"
org.springside.modules.utils.concurrent.BasicFutureTest.Tasks,void cancel(MyFuture<String> future),,,"public static void cancel(MyFuture<String> future) {
			future.cancel(true);
		}"
org.springside.modules.utils.concurrent.BasicFutureTest,void test(),,,"@Test
	public void test() throws InterruptedException, ExecutionException {
		MyFuture<String> future = new MyFuture<String>();
		Tasks.success(future);
		String result = future.get();
		assertThat(result).isEqualTo(""haha"");

		// 无人设置返回值
		try {
			MyFuture<String> future2 = new MyFuture<String>();
			future2.get(10, TimeUnit.MILLISECONDS);
			fail(""should fail before"");
		} catch (TimeoutException e) {
			assertThat(e).isInstanceOf(TimeoutException.class);
		}

		// 失败
		try {
			MyFuture<String> future3 = new MyFuture<String>();
			Tasks.fail(future3);
			future3.get();
			fail(""should fail before"");
		} catch (Throwable t) {
			assertThat(ExceptionUtil.unwrap(t)).hasMessage(""wuwu"");
		}

		// 取消
		MyFuture<String> future4 = new MyFuture<String>();
		Tasks.cancel(future4);
		String result4 = future4.get();
		assertThat(result4).isNull();
		assertThat(future4.isCancelled()).isTrue();
	}"
org.springside.modules.utils.concurrent.ThreadDumpperTest.LongRunTask,void run(),,,"@Override
		public void run() {
			countDownLatch.countDown();
			ThreadUtil.sleep(5, TimeUnit.SECONDS);
		}"
org.springside.modules.utils.concurrent.ThreadDumpperTest,void test(),,,"@Test
	public void test() throws InterruptedException {
		ExecutorService executor = ThreadPoolBuilder.fixedPool().setPoolSize(10).build();
		CountDownLatch countDownLatch= ConcurrentTools.countDownLatch(10);
		for(int i=0;i<10;i++){
			executor.execute(new LongRunTask(countDownLatch));
		}
		countDownLatch.await();
		
		ThreadDumpper dumpper = new ThreadDumpper();
		dumpper.threadDumpIfNeed();

		LogbackListAppender appender = new LogbackListAppender();
		appender.addToLogger(ThreadDumpper.class);

		// disable,不输出
		dumpper.setEnable(false);
		dumpper.threadDumpIfNeed();
		assertThat(appender.getAllLogs()).hasSize(0);

		// 设置最少间隔,不输出
		dumpper.setEnable(true);
		dumpper.setLeastInterval(1800);
		dumpper.threadDumpIfNeed();
		assertThat(appender.getAllLogs()).hasSize(0);
		
		executor.shutdownNow();

	}"
org.springside.modules.utils.concurrent.ThreadUtilTest,void testCaller(),,,"@Test
	public void testCaller(){
		hello();
		new MyClass().hello();
		assertThat(ThreadUtil.getCurrentClass()).isEqualTo(""org.springside.modules.utils.concurrent.ThreadUtilTest"");
		assertThat(ThreadUtil.getCurrentMethod()).isEqualTo(""org.springside.modules.utils.concurrent.ThreadUtilTest.testCaller()"");
		
	}"
org.springside.modules.utils.concurrent.ThreadUtilTest,void hello(),,,"private void hello(){
		assertThat(ThreadUtil.getCallerClass()).isEqualTo(""org.springside.modules.utils.concurrent.ThreadUtilTest"");
		assertThat(ThreadUtil.getCallerMethod()).isEqualTo(""org.springside.modules.utils.concurrent.ThreadUtilTest.testCaller()"");
		StackTraceElement[] stacktrace = Thread.currentThread().getStackTrace();
		System.out.println(ObjectUtil.toPrettyString(stacktrace));
	}"
org.springside.modules.utils.concurrent.ThreadUtilTest.MyClass,void hello(),,,"public void hello(){
			assertThat(ThreadUtil.getCallerClass()).isEqualTo(""org.springside.modules.utils.concurrent.ThreadUtilTest"");
			assertThat(ThreadUtil.getCallerMethod()).isEqualTo(""org.springside.modules.utils.concurrent.ThreadUtilTest.testCaller()"");
			StackTraceElement[] stacktrace = Thread.currentThread().getStackTrace();
			System.out.println(ObjectUtil.toPrettyString(stacktrace));
		}"
org.springside.modules.utils.concurrent.ConcurrentToolsTest,void longAdder(),,,"@Test
	public void longAdder() {
		LongAdder counter = ConcurrentTools.longAdder();
		counter.increment();
		counter.add(2);
		assertThat(counter.longValue()).isEqualTo(3L);
	}"
org.springside.modules.utils.io.FileUtilTest,void readWrite(),,,"@Test
	public void readWrite() throws IOException {
		File file = FileUtil.createTempFile(""abc"", "".tmp"");
		try {
			String content = ""haha\nhehe"";
			FileUtil.write(content, file);

			String result = FileUtil.toString(file);
			assertThat(result).isEqualTo(content);
			List<String> lines = FileUtil.toLines(file);
			assertThat(lines).containsExactly(""haha"", ""hehe"");

			FileUtil.append(""kaka"", file);
			assertThat(new String(FileUtil.toByteArray(file), Charsets.UTF_8)).isEqualTo(""haha\nhehekaka"");
		} finally {
			FileUtil.deleteFile(file);
		}
	}"
org.springside.modules.utils.io.FileUtilTest,void opFiles(),,,"@Test
	public void opFiles() throws IOException {
		File file = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testFile"" + RandomUtil.nextInt()));
		FileUtil.touch(file);
		assertThat(FileUtil.isFileExists(file)).isTrue();
		FileUtil.touch(file);

		String content = ""haha\nhehe"";
		FileUtil.write(content, file);
		assertThat(FileUtil.toString(file)).isEqualTo(content);
		
		File newFile = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testFile"" + RandomUtil.nextInt()));
		File newFile2 = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testFile"" + RandomUtil.nextInt()));

		FileUtil.copyFile(file, newFile);
		assertThat(FileUtil.isFileExists(newFile)).isTrue();
		assertThat(FileUtil.toString(newFile)).isEqualTo(content);

		FileUtil.moveFile(newFile, newFile2);
		assertThat(FileUtil.toString(newFile2)).isEqualTo(""haha\nhehe"");

	
	}"
org.springside.modules.utils.io.FileUtilTest,void opDir(),,,"@Test
	public void opDir() throws IOException {
		String fileName = ""testFile"" + RandomUtil.nextInt();
		File dir = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testDir""));

		File file = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testDir"", fileName));
		String content = ""haha\nhehe"";
		FileUtil.makesureDirExists(dir);
		FileUtil.write(content, file);

		File dir2 = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testDir2""));
		FileUtil.copyDir(dir, dir2);
		File file2 = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testDir2"", fileName));
		assertThat(FileUtil.toString(file2)).isEqualTo(""haha\nhehe"");

		File dir3 = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testDir3""));
		FileUtil.moveDir(dir, dir3);
		File file3 = new File(FilePathUtil.contact(Platforms.TMP_DIR, ""testDir3"", fileName));
		assertThat(FileUtil.toString(file3)).isEqualTo(""haha\nhehe"");
		assertThat(FileUtil.isDirExists(dir)).isFalse();

	}"
org.springside.modules.utils.io.FileUtilTest,void fileExist(),,,"@Test
	public void fileExist() throws IOException {
		assertThat(FileUtil.isDirExists(Platforms.TMP_DIR)).isTrue();
		assertThat(FileUtil.isDirExists(Platforms.TMP_DIR + RandomUtil.nextInt())).isFalse();

		File tmpFile = null;
		try {
			tmpFile = FileUtil.createTempFile();
			assertThat(FileUtil.isFileExists(tmpFile)).isTrue();

			assertThat(FileUtil.isFileExists(tmpFile.getAbsolutePath() + RandomUtil.nextInt())).isFalse();

		} finally {
			FileUtil.deleteFile(tmpFile);
		}
	}"
org.springside.modules.utils.io.FileUtilTest,void getName(),,,"@Test
	public void getName() {

		assertThat(FileUtil.getFileName(FilePathUtil.normalizePath(""/a/d/b/abc.txt""))).isEqualTo(""abc.txt"");
		assertThat(FileUtil.getFileName(""abc.txt"")).isEqualTo(""abc.txt"");

		assertThat(FileUtil.getFileExtension(FilePathUtil.normalizePath(""a/d/b/abc.txt""))).isEqualTo(""txt"");
		assertThat(FileUtil.getFileExtension(FilePathUtil.normalizePath(""/a/d/b/abc""))).isEqualTo("""");
		assertThat(FileUtil.getFileExtension(FilePathUtil.normalizePath(""/a/d/b/abc.""))).isEqualTo("""");

	}"
org.springside.modules.utils.io.URLResourceTest,void resource(),,,"@Test
	public void resource() throws IOException {
		File file = URLResourceUtil.asFile(""classpath://application.properties"");
		assertThat(FileUtil.toString(file)).isEqualTo(""springside.min=1\nspringside.max=10"");

		InputStream is = URLResourceUtil.asStream(""classpath://application.properties"");
		assertThat(IOUtil.toString(is)).isEqualTo(""springside.min=1\nspringside.max=10"");
		IOUtil.closeQuietly(is);

		try {
			URLResourceUtil.asFile(""classpath://notexist.properties"");
			fail(""should fail"");
		} catch (Throwable t) {
			assertThat(t).isInstanceOf(IllegalArgumentException.class);
		}

		try {
			URLResourceUtil.asStream(""classpath://notexist.properties"");
			fail(""should fail"");
		} catch (Throwable t) {
			assertThat(t).isInstanceOf(IllegalArgumentException.class);
		}

	}"
org.springside.modules.utils.io.URLResourceTest,void file(),,,"@Test
	public void file() throws IOException {
		File file = FileUtil.createTempFile();
		FileUtil.write(""haha"", file);
		try {
			File file2 = URLResourceUtil.asFile(""file://"" + file.getAbsolutePath());
			assertThat(FileUtil.toString(file2)).isEqualTo(""haha"");

			File file2NotExist = URLResourceUtil.asFile(""file://"" + file.getAbsolutePath() + "".noexist"");

			File file3 = URLResourceUtil.asFile(file.getAbsolutePath());
			assertThat(FileUtil.toString(file3)).isEqualTo(""haha"");
			File file3NotExist = URLResourceUtil.asFile(file.getAbsolutePath() + "".noexist"");

		} finally {
			FileUtil.deleteFile(file);
		}

	}"
org.springside.modules.utils.io.FilePathUtilTest,void pathName(),,,"@Test
	public void pathName() {
		String filePath = FilePathUtil.contact(sep + ""abc"", ""ef"");
		assertThat(filePath).isEqualTo(FilePathUtil.normalizePath(""/abc/ef""));

		String filePath2 = FilePathUtil.contact(sep + ""stuv"" + sep, ""xy"");
		assertThat(filePath2).isEqualTo(FilePathUtil.normalizePath(""/stuv/xy""));

		assertThat(FilePathUtil.simplifyPath(""../dd/../abc"")).isEqualTo(""../abc"");
		assertThat(FilePathUtil.simplifyPath(""../../dd/../abc"")).isEqualTo(""../../abc"");
		assertThat(FilePathUtil.simplifyPath(""./abc"")).isEqualTo(""abc"");

		assertThat(FilePathUtil.getParentPath(FilePathUtil.normalizePath(""/abc/dd/efg/""))).isEqualTo(FilePathUtil.normalizePath(""/abc/dd/""));

		assertThat(FilePathUtil.getParentPath(FilePathUtil.normalizePath(""/abc/dd/efg.txt""))).isEqualTo(FilePathUtil.normalizePath(""/abc/dd/""));
	}"
org.springside.modules.utils.io.FilePathUtilTest,void getJarPath(),,,"@Test
	public void getJarPath() {
		System.out.println(""the jar file contains Files.class"" + FilePathUtil.getJarPath(Files.class));
		assertThat(FilePathUtil.getJarPath(Files.class)).endsWith(""guava-20.0.jar"");
	}"
org.springside.modules.utils.io.FileTreeWalkerTest,void listFile(),,,"@Test
	public void listFile() throws IOException {
		File tmpDir = FileUtil.createTempDir();

		List<File> all = FileTreeWalker.listAll(tmpDir);
		assertThat(all).hasSize(1);

		List<File> files = FileTreeWalker.listFile(tmpDir);
		assertThat(files).hasSize(0);

		FileUtil.touch(FilePathUtil.contact(tmpDir.getAbsolutePath(), ""tmp-"" + RandomUtil.nextInt()) + "".tmp"");
		FileUtil.touch(FilePathUtil.contact(tmpDir.getAbsolutePath(), ""tmp-"" + RandomUtil.nextInt()) + "".abc"");

		String childDir = FilePathUtil.contact(tmpDir.getAbsolutePath(), ""tmp-"" + RandomUtil.nextInt());
		FileUtil.makesureDirExists(childDir);

		FileUtil.touch(FilePathUtil.contact(childDir, ""tmp-"" + RandomUtil.nextInt()) + "".tmp"");

		all = FileTreeWalker.listAll(tmpDir);
		assertThat(all).hasSize(5);

		files = FileTreeWalker.listFile(tmpDir);
		assertThat(files).hasSize(3);

		//extension
		files = FileTreeWalker.listFileWithExtension(tmpDir, ""tmp"");
		assertThat(files).hasSize(2);

		files = FileTreeWalker.listFileWithExtension(tmpDir, ""tp"");
		assertThat(files).hasSize(0);

		//wildcard
		files = FileTreeWalker.listFileWithWildcardFileName(tmpDir, ""*.tmp"");
		assertThat(files).hasSize(2);
		files = FileTreeWalker.listFileWithWildcardFileName(tmpDir, ""*.tp"");
		assertThat(files).hasSize(0);

		//regex
		files = FileTreeWalker.listFileWithRegexFileName(tmpDir, "".*\\.tmp"");
		assertThat(files).hasSize(2);
		files = FileTreeWalker.listFileWithRegexFileName(tmpDir, "".*\\.tp"");
		assertThat(files).hasSize(0);
		
		
		//antpath
		files = FileTreeWalker.listFileWithAntPath(tmpDir, ""**/*.tmp"");
		assertThat(files).hasSize(2);
		
		files = FileTreeWalker.listFileWithAntPath(tmpDir, ""*/*.tmp"");
		assertThat(files).hasSize(1);
		
		files = FileTreeWalker.listFileWithAntPath(tmpDir, ""*.tp"");
		assertThat(files).hasSize(0);

		FileUtil.deleteDir(tmpDir);

		assertThat(FileUtil.isDirExists(tmpDir)).isFalse();

	}"
org.springside.modules.utils.io.ResourceUtilTest,void test(),,,"@Test
	public void test() throws IOException {
		// getResoruce
		assertThat(ResourceUtil.toString(""test.txt"")).contains(""ABCDEFG"");
		assertThat(ResourceUtil.toString(ResourceUtilTest.class, ""/test.txt"")).contains(""ABCDEFG"");
		assertThat(ResourceUtil.toLines(""test.txt"")).containsExactly(""ABCDEFG"", ""ABC"");
		assertThat(ResourceUtil.toLines(ResourceUtilTest.class, ""/test.txt"")).containsExactly(""ABCDEFG"", ""ABC"");

		// getResoruce 处理重复的资源
		System.out.println(ResourceUtil.asUrl(""META-INF/MANIFEST.MF""));
		assertThat(ResourceUtil.toString(""META-INF/MANIFEST.MF"")).contains(""Manifest"");

		// getResources
		assertThat(ResourceUtil.getResources(""META-INF/MANIFEST.MF"").size()).isGreaterThan(1);

		System.out.println(ResourceUtil.getResources(""META-INF/MANIFEST.MF""));

		assertThat(ResourceUtil.getResources(""META-INF/MANIFEST.MF"",ResourceUtilTest.class.getClassLoader()).size()).isGreaterThan(1);

	}"
org.springside.modules.utils.io.ResourceUtilTest,void resourceNameTest(),,,"@Test
	public void resourceNameTest() throws IOException{
		JarFile guavaFile = new JarFile(FilePathUtil.getJarPath(Files.class));
		assertThat(guavaFile.getEntry(""META-INF/MANIFEST.MF"")).isNotNull();
		assertThat(guavaFile.getEntry(""/META-INF/MANIFEST.MF"")).isNull();
		guavaFile.close();
	}"
org.springside.modules.utils.io.IOUtilTest,void read(),,,"@Test
	public void read() throws IOException {
		assertThat(IOUtil.toString(ResourceUtil.asStream(""test.txt""))).isEqualTo(""ABCDEFG\nABC"");
		assertThat(IOUtil.toLines(ResourceUtil.asStream(""test.txt""))).hasSize(2).containsExactly(""ABCDEFG"", ""ABC"");
	}"
org.springside.modules.utils.io.IOUtilTest,void write(),,,"@Test
	public void write() throws IOException {
		StringBuilderWriter sw = new StringBuilderWriter();
		IOUtil.write(""hahahaha"", sw);
		assertThat(sw.toString()).isEqualTo(""hahahaha"");

		ByteArrayOutputStream out = new ByteArrayOutputStream();
		IOUtil.write(""hahahaha"", out);
		assertThat(new String(out.toByteArray(), Charsets.UTF_8)).isEqualTo(""hahahaha"");

		IOUtil.closeQuietly(out);
		IOUtil.closeQuietly((Closeable) null);
	}"
org.springside.modules.utils.collection.ListUtilTest,void guavaBuildList(),,,"@Test
	public void guavaBuildList() {
		List<String> list1 = ListUtil.newArrayList();

		List<String> list2 = ListUtil.newArrayList(""a"", ""b"");
		assertThat(list2).hasSize(2).containsExactly(""a"", ""b"");

		List<String> list3 = ListUtil.newArrayList(SetUtil.newHashSet(""a"", ""b""));
		assertThat(list2).hasSize(2).containsExactly(""a"", ""b"");

		List<String> list4 = ListUtil.newArrayListWithCapacity(10);

		List<String> list5 = ListUtil.newCopyOnWriteArrayList();

		List<String> list6 = ListUtil.newCopyOnWriteArrayList(""a"", ""b"");
		assertThat(list6).hasSize(2).containsExactly(""a"", ""b"");

		List<String> list7 = ListUtil.newLinkedList();
	}"
