focal_method,test_prefix,docstring
"    public boolean hasProperty(final String name) {
        return descriptors.containsKey(name);
    }","  public void test12()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor propertyDescriptor0 = new PropertyDescriptor(""y%"", class0, (String) null, (String) null);
      defaultIntrospectionContext0.addPropertyDescriptor(propertyDescriptor0);
      boolean boolean0 = defaultIntrospectionContext0.hasProperty(""y%"");
      assertTrue(boolean0);
}",
"    public void addPropertyDescriptors(final PropertyDescriptor[] descs) {
        if (descs == null) {
            throw new IllegalArgumentException(
                    ""Array with descriptors must not be null!"");
        }

        for (PropertyDescriptor desc : descs) {
            addPropertyDescriptor(desc);
        }
    }","  public void test13()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor[] propertyDescriptorArray0 = defaultIntrospectionContext0.getPropertyDescriptors();
      defaultIntrospectionContext0.addPropertyDescriptors(propertyDescriptorArray0);
      assertEquals(0, propertyDescriptorArray0.length);
}",
"    public Set<String> propertyNames() {
        return descriptors.keySet();
    }","  public void test14()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      Set<String> set0 = defaultIntrospectionContext0.propertyNames();
      assertTrue(set0.isEmpty());
}",
"    public PropertyDescriptor getPropertyDescriptor(final String name) {
        return descriptors.get(name);
    }","  public void test15()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      PropertyDescriptor propertyDescriptor0 = defaultIntrospectionContext0.getPropertyDescriptor((String) null);
      assertNull(propertyDescriptor0);
}",
"    public Class<?> getTargetClass() {
        return currentClass;
    }","  public void test16()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      Class<?> class1 = defaultIntrospectionContext0.getTargetClass();
      assertFalse(class1.isPrimitive());
}",
"    public void removePropertyDescriptor(final String name) {
        descriptors.remove(name);
    }","  public void test17()  throws Throwable  {
      Class<Object> class0 = Object.class;
      DefaultIntrospectionContext defaultIntrospectionContext0 = new DefaultIntrospectionContext(class0);
      defaultIntrospectionContext0.removePropertyDescriptor((String) null);
  }",
"    public NestedNullException() {
        super();
    }","  public void test0()  throws Throwable  {
      NestedNullException nestedNullException0 = new NestedNullException(""Tx97nEP7t_@/1"");
  }","/**
     * Constructs a <code>NestedNullException</code> without a detail message.
     */"
"    public NestedNullException() {
        super();
    }","  public void test1()  throws Throwable  {
      NestedNullException nestedNullException0 = new NestedNullException();
  }","/**
     * Constructs a <code>NestedNullException</code> without a detail message.
     */"
"    public static void copyProperty(final Object bean, final String name, final Object value)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().copyProperty(bean, name, value);
    }","  public void test0()  throws Throwable  {
      WeakFastHashMap<Object, String> weakFastHashMap0 = new WeakFastHashMap<Object, String>();
      BeanUtils.copyProperty(""+xN;AD'wb=sVZ*o3"", ""+xN;AD'wb=sVZ*o3"", weakFastHashMap0);
      assertEquals(0, weakFastHashMap0.size());
}","/**
     * <p>Copy the specified property value to the specified destination bean,
     * performing any type conversion that is required.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean on which setting is to be performed
     * @param name Property name (can be nested/indexed/mapped/combo)
     * @param value Value to be set
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @see BeanUtilsBean#copyProperty
     */"
"    public static boolean initCause(final Throwable throwable, final Throwable cause) {
        return BeanUtilsBean.getInstance().initCause(throwable, cause);
    }","  public void test1()  throws Throwable  {
      MockThrowable mockThrowable0 = new MockThrowable();
      MockThrowable mockThrowable1 = new MockThrowable(""Exception during introspection"");
      boolean boolean0 = BeanUtils.initCause(mockThrowable0, mockThrowable1);
      assertTrue(boolean0);
}","/**
     * If we're running on JDK 1.4 or later, initialize the cause for the given throwable.
     *
     * @param  throwable The throwable.
     * @param  cause     The cause of the throwable.
     * @return  true if the cause was initialized, otherwise false.
     * @since 1.8.0
     */"
"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test2()  throws Throwable  {
      Map<Integer, Object> map0 = BeanUtils.createCache();
      String string0 = BeanUtils.getProperty(map0, """");
      assertNull(string0);
}","/**
     * <p>Return the value of the specified property of the specified bean,
     * no matter which property reference format is used, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly indexed and/or nested name of the property
     *  to be extracted
     * @return The property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getProperty
     */"
"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test3()  throws Throwable  {
      WeakFastHashMap<String, String> weakFastHashMap0 = new WeakFastHashMap<String, String>();
      weakFastHashMap0.put(""<NULL>"", """");
      String string0 = BeanUtils.getProperty(weakFastHashMap0, ""<NULL>"");
      assertNotNull(string0);
}","/**
     * <p>Return the value of the specified property of the specified bean,
     * no matter which property reference format is used, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly indexed and/or nested name of the property
     *  to be extracted
     * @return The property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getProperty
     */"
"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test4()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>();
      Integer integer0 = new Integer(0);
      weakFastHashMap0.put("""", integer0);
      String string0 = BeanUtils.getNestedProperty(weakFastHashMap0, """");
      assertNotNull(string0);
}","/**
     * <p>Return the value of the (possibly nested) property of the specified
     * name, for the specified bean, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly nested name of the property to be extracted
     * @return The nested property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws IllegalArgumentException if a nested reference to a
     *  property returns null
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getNestedProperty
     */"
"    public static int getDebug() {
        return (debug);
    }","  public void test5()  throws Throwable  {
      BeanUtils.setDebug(1);
      int int0 = BeanUtils.getDebug();
      assertEquals(1, int0);
}","/**
     * The <code>debug</code> static property is no longer used
     * @return debug property
     * @deprecated BeanUtils now uses commons-logging for all log messages.
     *             Use your favorite logging tool to configure logging for
     *             this class.
     */"
"    public static int getDebug() {
        return (debug);
    }","  public void test6()  throws Throwable  {
      BeanUtils.setDebug((-434));
      int int0 = BeanUtils.getDebug();
      assertEquals((-434), int0);
}","/**
     * The <code>debug</code> static property is no longer used
     * @return debug property
     * @deprecated BeanUtils now uses commons-logging for all log messages.
     *             Use your favorite logging tool to configure logging for
     *             this class.
     */"
"    public static boolean getCacheFast(final Map<?, ?> map) {
        if (map instanceof WeakFastHashMap) {
            return ((WeakFastHashMap<?, ?>) map).getFast();
        } else {
            return false;
        }
    }","  public void test7()  throws Throwable  {
      WeakFastHashMap<Object, Integer> weakFastHashMap0 = new WeakFastHashMap<Object, Integer>();
      weakFastHashMap0.setFast(true);
      boolean boolean0 = BeanUtils.getCacheFast(weakFastHashMap0);
      assertTrue(boolean0);
}","/**
     * Return whether a Map is fast
     * @param map The map
     * @return Whether it is fast or not.
     * @since 1.8.0
     */"
"    public static String[] getArrayProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getArrayProperty(bean, name);
    }","  public void test8()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(0);
      weakFastHashMap0.put(""Bv]l]X:o1bP136L^K-"", ""Bv]l]X:o1bP136L^K-"");
      String[] stringArray0 = BeanUtils.getArrayProperty(weakFastHashMap0, ""Bv]l]X:o1bP136L^K-"");
      assertEquals(1, stringArray0.length);
}","/**
     * <p>Return the value of the specified array property of the specified
     * bean, as a String array.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Name of the property to be extracted
     * @return The array property value
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getArrayProperty
     */"
"    public static Map<String, String> describe(final Object bean)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().describe(bean);
    }","  public void test9()  throws Throwable  {
      Map<String, String> map0 = BeanUtils.describe(""Bv]l]X:o1bP136L^K-"");
      assertEquals(2, map0.size());
}","/**
     * <p>Return the entire set of properties for which the specified bean
     * provides a read method.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose properties are to be extracted
     * @return Map of property descriptors
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#describe
     */"
"    public static void setProperty(final Object bean, final String name, final Object value)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().setProperty(bean, name, value);
    }","  public void test10()  throws Throwable  {
      WeakFastHashMap<Object, String> weakFastHashMap0 = new WeakFastHashMap<Object, String>();
      Integer integer0 = new Integer(0);
      // Undeclared exception!
      try { 
        BeanUtils.setProperty(weakFastHashMap0, (String) null, integer0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // No name specified for bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }","/**
     * <p>Set the specified property value, performing type conversions as
     * required to conform to the type of the destination property.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean on which setting is to be performed
     * @param name Property name (can be nested/indexed/mapped/combo)
     * @param value Value to be set
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @see BeanUtilsBean#setProperty
     */"
"    public static void populate(final Object bean, final Map<String, ? extends Object> properties)
        throws IllegalAccessException, InvocationTargetException {

        BeanUtilsBean.getInstance().populate(bean, properties);
    }","  public void test11()  throws Throwable  {
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(3195, 3195);
      weakFastHashMap0.put(""|Vmi;6_wO=0QS(Psl3A"", ""|Vmi;6_wO=0QS(Psl3A"");
      // Undeclared exception!
      try { 
        BeanUtils.populate(""org.apache.commons.beanutils.BeanUtils"", weakFastHashMap0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Missing End Delimiter
         //
         verifyException(""org.apache.commons.beanutils.expression.DefaultResolver"", e);
      }
  }","/**
     * <p>Populate the JavaBeans properties of the specified bean, based on
     * the specified name/value pairs.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean JavaBean whose properties are being populated
     * @param properties Map keyed by property name, with the
     *  corresponding (String or String[]) value(s) to be set
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @see BeanUtilsBean#populate
     */"
"    public static String getSimpleProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getSimpleProperty(bean, name);

    }","  public void test12()  throws Throwable  {
      Integer integer0 = new Integer(0);
      // Undeclared exception!
      try { 
        BeanUtils.getSimpleProperty(integer0, ""org.apache.commons.beanutils.BeanUtils"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Nested property names are not allowed: Property 'org.apache.commons.beanutils.BeanUtils' on bean class 'class java.lang.Integer'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }","/**
     * <p>Return the value of the specified simple property of the specified
     * bean, converted to a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Name of the property to be extracted
     * @return The property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getSimpleProperty
     */"
"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test13()  throws Throwable  {
      Map<String, String> map0 = BeanUtils.createCache();
      WeakFastHashMap<String, Object> weakFastHashMap0 = new WeakFastHashMap<String, Object>(map0);
      Object object0 = BeanUtils.cloneBean(weakFastHashMap0);
      // Undeclared exception!
      try { 
        BeanUtils.getProperty(object0, ""Yfq y; =.w"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for 'Yfq y; =.w' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }","/**
     * <p>Return the value of the specified property of the specified bean,
     * no matter which property reference format is used, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly indexed and/or nested name of the property
     *  to be extracted
     * @return The property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getProperty
     */"
"    public static String getProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getProperty(bean, name);

    }","  public void test14()  throws Throwable  {
      Object object0 = new Object();
      try { 
        BeanUtils.getProperty(object0, ""Zr"");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property 'Zr' on class 'class java.lang.Object'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }","/**
     * <p>Return the value of the specified property of the specified bean,
     * no matter which property reference format is used, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly indexed and/or nested name of the property
     *  to be extracted
     * @return The property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getProperty
     */"
"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test15()  throws Throwable  {
      Map<Object, String> map0 = BeanUtils.createCache();
      // Undeclared exception!
      try { 
        BeanUtils.getNestedProperty(map0, ""q.^`ArOO"");
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Null property value for 'q.^`ArOO' on bean class 'class org.apache.commons.beanutils.WeakFastHashMap'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }","/**
     * <p>Return the value of the (possibly nested) property of the specified
     * name, for the specified bean, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly nested name of the property to be extracted
     * @return The nested property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws IllegalArgumentException if a nested reference to a
     *  property returns null
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getNestedProperty
     */"
"    public static String getNestedProperty(final Object bean, final String name)
            throws IllegalAccessException, InvocationTargetException,
            NoSuchMethodException {

        return BeanUtilsBean.getInstance().getNestedProperty(bean, name);

    }","  public void test16()  throws Throwable  {
      MockThrowable mockThrowable0 = new MockThrowable();
      try { 
        BeanUtils.getNestedProperty(mockThrowable0, ""6PD|M$SUADLX^sM<MO="");
        fail(""Expecting exception: NoSuchMethodException"");
      } catch(NoSuchMethodException e) {
         //
         // Unknown property '6PD|M$SUADLX^sM<MO=' on class 'class org.evosuite.runtime.mock.java.lang.MockThrowable'
         //
         verifyException(""org.apache.commons.beanutils.PropertyUtilsBean"", e);
      }
  }","/**
     * <p>Return the value of the (possibly nested) property of the specified
     * name, for the specified bean, as a String.</p>
     *
     * <p>For more details see <code>BeanUtilsBean</code>.</p>
     *
     * @param bean Bean whose property is to be extracted
     * @param name Possibly nested name of the property to be extracted
     * @return The nested property's value, converted to a String
     *
     * @throws IllegalAccessException if the caller does not have
     *  access to the property accessor method
     * @throws IllegalArgumentException if a nested reference to a
     *  property returns null
     * @throws InvocationTargetException if the property accessor method
     *  throws an exception
     * @throws NoSuchMethodException if an accessor method for this
     *  property cannot be found
     * @see BeanUtilsBean#getNestedProperty
     */"
