classname,method,docstring,method_definition
spark.Service,ipAddress(String ipAddress),"/**
     * Set the IP address that Spark should listen on. If not called the default
     * address is '0.0.0.0'. This has to be called before any route mapping is
     * done.
     *
     * @param ipAddress The ipAddress
     * @return the object with IP address set
     */","public synchronized Service ipAddress(String ipAddress) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }
        this.ipAddress = ipAddress;

        return this;
    }"
spark.Service,port(int port),"/**
     * Set the port that Spark should listen on. If not called the default port
     * is 4567. This has to be called before any route mapping is done.
     * If provided port = 0 then the an arbitrary available port will be used.
     *
     * @param port The port number
     * @return the object with port set
     */","public synchronized Service port(int port) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }
        this.port = port;
        return this;
    }"
spark.Service,port(),"/**
     * Retrieves the port that Spark is listening on.
     *
     * @return The port Spark server is listening on.
     * @throws IllegalStateException when the server is not started
     */","public synchronized int port() {
        if (initialized) {
            return port;
        } else {
            throw new IllegalStateException(""This must be done after route mapping has begun"");
        }
    }"
spark.Service,"secure(String keystoreFile,
                                       String keystorePassword,
                                       String truststoreFile,
                                       String truststorePassword)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused). By default, client certificates are not checked.
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param truststorePassword the trust store password
     * @return the object with connection set to be secure
     */","public synchronized Service secure(String keystoreFile,
                                       String keystorePassword,
                                       String truststoreFile,
                                       String truststorePassword) {
        return secure(keystoreFile, keystorePassword, null, truststoreFile, truststorePassword, false);
    }"
spark.Service,"secure(String keystoreFile,
                                       String keystorePassword,
                                       String certAlias,
                                       String truststoreFile,
                                       String truststorePassword)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused). By default, client certificates are not checked.
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param certAlias          the default certificate Alias
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param truststorePassword the trust store password
     * @return the object with connection set to be secure
     */","public synchronized Service secure(String keystoreFile,
                                       String keystorePassword,
                                       String certAlias,
                                       String truststoreFile,
                                       String truststorePassword) {
        return secure(keystoreFile, keystorePassword, certAlias, truststoreFile, truststorePassword, false);
    }"
spark.Service,"secure(String keystoreFile,
                                       String keystorePassword,
                                       String truststoreFile,
                                       String truststorePassword,
                                       boolean needsClientCert)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param needsClientCert    Whether to require client certificate to be supplied in
     *                           request
     * @param truststorePassword the trust store password
     * @return the object with connection set to be secure
     */","public synchronized Service secure(String keystoreFile,
                                       String keystorePassword,
                                       String truststoreFile,
                                       String truststorePassword,
                                       boolean needsClientCert) {
        return secure(keystoreFile, keystorePassword, null, truststoreFile, truststorePassword, needsClientCert);
    }"
spark.Service,"secure(String keystoreFile,
                                       String keystorePassword,
                                       String certAlias,
                                       String truststoreFile,
                                       String truststorePassword,
                                       boolean needsClientCert)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param certAlias          the default certificate Alias
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param needsClientCert    Whether to require client certificate to be supplied in
     *                           request
     * @param truststorePassword the trust store password
     * @return the object with connection set to be secure
     */","public synchronized Service secure(String keystoreFile,
                                       String keystorePassword,
                                       String certAlias,
                                       String truststoreFile,
                                       String truststorePassword,
                                       boolean needsClientCert) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }

        if (keystoreFile == null) {
            throw new IllegalArgumentException(
                    ""Must provide a keystore file to run secured"");
        }

        sslStores = SslStores.create(keystoreFile, keystorePassword, certAlias, truststoreFile, truststorePassword, needsClientCert);
        return this;
    }"
spark.Service,threadPool(int maxThreads),"/**
     * Configures the embedded web server's thread pool.
     *
     * @param maxThreads max nbr of threads.
     * @return the object with the embedded web server's thread pool configured
     */","public synchronized Service threadPool(int maxThreads) {
        return threadPool(maxThreads, -1, -1);
    }"
spark.Service,"threadPool(int maxThreads, int minThreads, int idleTimeoutMillis)","/**
     * Configures the embedded web server's thread pool.
     *
     * @param maxThreads        max nbr of threads.
     * @param minThreads        min nbr of threads.
     * @param idleTimeoutMillis thread idle timeout (ms).
     * @return the object with the embedded web server's thread pool configured
     */","public synchronized Service threadPool(int maxThreads, int minThreads, int idleTimeoutMillis) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }

        this.maxThreads = maxThreads;
        this.minThreads = minThreads;
        this.threadIdleTimeoutMillis = idleTimeoutMillis;

        return this;
    }"
spark.Service,staticFileLocation(String folder),"/**
     * Sets the folder in classpath serving static files. Observe: this method
     * must be called before all other methods.
     *
     * @param folder the folder in classpath.
     * @return the object with folder set
     */","public synchronized Service staticFileLocation(String folder) {
        if (initialized && !isRunningFromServlet()) {
            throwBeforeRouteMappingException();
        }

        if (!staticFilesConfiguration.isStaticResourcesSet()) {
            staticFilesConfiguration.configure(folder);
        } else {
            LOG.warn(""Static file location has already been set"");
        }
        return this;
    }"
spark.Service,externalStaticFileLocation(String externalFolder),"/**
     * Sets the external folder serving static files. <b>Observe: this method
     * must be called before all other methods.</b>
     *
     * @param externalFolder the external folder serving static files.
     * @return the object with external folder set
     */","public synchronized Service externalStaticFileLocation(String externalFolder) {
        if (initialized && !isRunningFromServlet()) {
            throwBeforeRouteMappingException();
        }

        if (!staticFilesConfiguration.isExternalStaticResourcesSet()) {
            staticFilesConfiguration.configureExternal(externalFolder);
        } else {
            LOG.warn(""External static file location has already been set"");
        }
        return this;
    }"
spark.Service,unmap(String path),"/**
     * Unmaps a particular route from the collection of those that have been previously routed.
     * Search for previously established routes using the given path and unmaps any matches that are found.
     *
     * @param path the route path
     * @return <tt>true</tt> if this is a matching route which has been previously routed
     * @throws IllegalArgumentException if <tt>path</tt> is null or blank
     */","public boolean unmap(String path) {
        return routes.remove(path);
    }"
spark.Service,"unmap(String path, String httpMethod)","/**
     * Unmaps a particular route from the collection of those that have been previously routed.
     * Search for previously established routes using the given path and HTTP method, unmaps any
     * matches that are found.
     *
     * @param path       the route path
     * @param httpMethod the http method
     * @return <tt>true</tt> if this is a matching route that has been previously routed
     * @throws IllegalArgumentException if <tt>path</tt> is null or blank or if <tt>httpMethod</tt> is null, blank,
     *                                  or an invalid HTTP method
     */","public boolean unmap(String path, String httpMethod) {
        return routes.remove(path, httpMethod);
    }"
spark.Service,"void webSocket(String path, Class<?> handlerClass)","/**
     * Maps the given path to the given WebSocket handler class.
     * <p>
     * This is currently only available in the embedded server mode.
     *
     * @param path         the WebSocket path.
     * @param handlerClass the handler class that will manage the WebSocket connection to the given path.
     */","public void webSocket(String path, Class<?> handlerClass) {
        addWebSocketHandler(path, new WebSocketHandlerClassWrapper(handlerClass));
    }"
spark.Service,"void webSocket(String path, Object handler)","/**
     * Maps the given path to the given WebSocket handler instance.
     * <p>
     * This is currently only available in the embedded server mode.
     *
     * @param path    the WebSocket path.
     * @param handler the handler instance that will manage the WebSocket connection to the given path.
     */","public void webSocket(String path, Object handler) {
        addWebSocketHandler(path, new WebSocketHandlerInstanceWrapper(handler));
    }"
spark.Service,"void addWebSocketHandler(String path, WebSocketHandlerWrapper handlerWrapper)",,"private synchronized void addWebSocketHandler(String path, WebSocketHandlerWrapper handlerWrapper) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }
        if (isRunningFromServlet()) {
            throw new IllegalStateException(""WebSockets are only supported in the embedded server"");
        }
        requireNonNull(path, ""WebSocket path cannot be null"");
        if (webSocketHandlers == null) {
            webSocketHandlers = new HashMap<>();
        }

        webSocketHandlers.put(path, handlerWrapper);
    }"
spark.Service,webSocketIdleTimeoutMillis(int timeoutMillis),"/**
     * Sets the max idle timeout in milliseconds for WebSocket connections.
     *
     * @param timeoutMillis The max idle timeout in milliseconds.
     * @return the object with max idle timeout set for WebSocket connections
     */","public synchronized Service webSocketIdleTimeoutMillis(int timeoutMillis) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }
        if (isRunningFromServlet()) {
            throw new IllegalStateException(""WebSockets are only supported in the embedded server"");
        }
        webSocketIdleTimeoutMillis = Optional.of(timeoutMillis);
        return this;
    }"
spark.Service,void notFound(String page),"/**
     * Maps 404 errors to the provided custom page
     *
     * @param page the custom 404 error page.
     */","public synchronized void notFound(String page) {
        CustomErrorPages.add(404, page);
    }"
spark.Service,void internalServerError(String page),"/**
     * Maps 500 internal server errors to the provided custom page
     *
     * @param page the custom 500 internal server error page.
     */","public synchronized void internalServerError(String page) {
        CustomErrorPages.add(500, page);
    }"
spark.Service,void notFound(Route route),"/**
     * Maps 404 errors to the provided route.
     */","public synchronized void notFound(Route route) {
        CustomErrorPages.add(404, route);
    }"
spark.Service,void internalServerError(Route route),"/**
     * Maps 500 internal server errors to the provided route.
     */","public synchronized void internalServerError(Route route) {
        CustomErrorPages.add(500, route);
    }"
spark.Service,void awaitInitialization(),"/**
     * Waits for the spark server to be initialized.
     * If it's already initialized will return immediately
     */","public void awaitInitialization() {
        if (!initialized) {
    	        throw new IllegalStateException(""Server has not been properly initialized"");
        }

        try {
            initLatch.await();
        } catch (InterruptedException e) {
            LOG.info(""Interrupted by another thread"");
            Thread.currentThread().interrupt();
        }
    }"
spark.Service,void throwBeforeRouteMappingException(),,"private void throwBeforeRouteMappingException() {
        throw new IllegalStateException(
                ""This must be done before route mapping has begun"");
    }"
spark.Service,hasMultipleHandlers(),,"private boolean hasMultipleHandlers() {
        return webSocketHandlers != null;
    }"
spark.Service,void stop(),"/**
     * Stops the Spark server and clears all routes.
     */","public synchronized void stop() {
    	if (!initialized) {
    		return;
    	}
        initiateStop();
    }"
spark.Service,void awaitStop(),"/**
     * Waits for the Spark server to stop.
     * <b>Warning:</b> this method should not be called from a request handler.
     */","public void awaitStop() {
        try {
            stopLatch.await();
        } catch (InterruptedException e) {
            LOG.warn(""Interrupted by another thread"");
            Thread.currentThread().interrupt();
        }
    }"
spark.Service,void initiateStop(),,"private void initiateStop() {
    	stopLatch = new CountDownLatch(1);
        Thread stopThread = new Thread(() -> {
            if (server != null) {
                server.extinguish();
                initLatch = new CountDownLatch(1);
            }

            routes.clear();
            exceptionMapper.clear();
            staticFilesConfiguration.clear();
            initialized = false;
            stopLatch.countDown();
        });
        stopThread.start();
    }"
spark.Service,"void path(String path, RouteGroup routeGroup)","/**
     * Add a path-prefix to the routes declared in the routeGroup
     * The path() method adds a path-fragment to a path-stack, adds
     * routes from the routeGroup, then pops the path-fragment again.
     * It's used for separating routes into groups, for example:
     * path(""/api/email"", () -> {
     * ....post(""/add"",       EmailApi::addEmail);
     * ....put(""/change"",     EmailApi::changeEmail);
     * ....etc
     * });
     * Multiple path() calls can be nested.
     *
     * @param path       the path to prefix routes with
     * @param routeGroup group of routes (can also contain path() calls)
     */","public void path(String path, RouteGroup routeGroup) {
        pathDeque.addLast(path);
        routeGroup.addRoutes();
        pathDeque.removeLast();
    }"
spark.Service,getPaths(),,"public String getPaths() {
        return pathDeque.stream().collect(Collectors.joining(""""));
    }"
spark.Service,routes(),"/**
     * @return all routes information from this service
     */","public List<RouteMatch> routes() {
        return routes.findAll();
    }"
spark.Service,"void addRoute(HttpMethod httpMethod, RouteImpl route)",,"@Override
    public void addRoute(HttpMethod httpMethod, RouteImpl route) {
        init();
        routes.add(httpMethod, route.withPrefix(getPaths()));
    }"
spark.Service,"void addFilter(HttpMethod httpMethod, FilterImpl filter)",,"@Override
    public void addFilter(HttpMethod httpMethod, FilterImpl filter) {
        init();
        routes.add(httpMethod, filter.withPrefix(getPaths()));
    }"
spark.Service,"void addRoute(String httpMethod, RouteImpl route)",,"@Override
    @Deprecated
    public void addRoute(String httpMethod, RouteImpl route) {
        init();
        routes.add(httpMethod + "" '"" + getPaths() + route.getPath() + ""'"", route.getAcceptType(), route);
    }"
spark.Service,"void addFilter(String httpMethod, FilterImpl filter)",,"@Override
    @Deprecated
    public void addFilter(String httpMethod, FilterImpl filter) {
        init();
        routes.add(httpMethod + "" '"" + getPaths() + filter.getPath() + ""'"", filter.getAcceptType(), filter);
    }"
spark.Service,void init(),,"public synchronized void init() {
        if (!initialized) {

            initializeRouteMatcher();

            if (!isRunningFromServlet()) {
                new Thread(() -> {
                  try {
                    EmbeddedServers.initialize();

                    if (embeddedServerIdentifier == null) {
                        embeddedServerIdentifier = EmbeddedServers.defaultIdentifier();
                    }

                    server = EmbeddedServers.create(embeddedServerIdentifier,
                                                    routes,
                                                    exceptionMapper,
                                                    staticFilesConfiguration,
                                                    hasMultipleHandlers());

                    server.configureWebSockets(webSocketHandlers, webSocketIdleTimeoutMillis);

                    port = server.ignite(
                            ipAddress,
                            port,
                            sslStores,
                            maxThreads,
                            minThreads,
                            threadIdleTimeoutMillis);
                  } catch (Exception e) {
                    initExceptionHandler.accept(e);
                  }
                    try {
                        initLatch.countDown();
                        server.join();
                    } catch (InterruptedException e) {
                        LOG.error(""server interrupted"", e);
                        Thread.currentThread().interrupt();
                    }
                }).start();
            }
            initialized = true;
        }
    }"
spark.Service,void initializeRouteMatcher(),,"private void initializeRouteMatcher() {
        if (isRunningFromServlet()) {
            routes = ServletRoutes.get();
        } else {
            routes = Routes.create();
        }
    }"
spark.Service,activeThreadCount(),"/**
     * @return The approximate number of currently active threads in the embedded Jetty server
     */","public synchronized int activeThreadCount() {
        if (server != null) {
            return server.activeThreadCount();
        }
        return 0;
    }"
spark.Service,"void exception(Class<T> exceptionClass, ExceptionHandler<? super T> handler)","/**
     * Maps an exception handler to be executed when an exception occurs during routing
     *
     * @param exceptionClass the exception class
     * @param handler        The handler
     */","public synchronized <T extends Exception> void exception(Class<T> exceptionClass, ExceptionHandler<? super T> handler) {
        // wrap
        ExceptionHandlerImpl wrapper = new ExceptionHandlerImpl<T>(exceptionClass) {
            @Override
            public void handle(T exception, Request request, Response response) {
                handler.handle(exception, request, response);
            }
        };

        exceptionMapper.map(exceptionClass, wrapper);
    }"
spark.Service,"void handle(T exception, Request request, Response response)",,"@Override
            public void handle(T exception, Request request, Response response) {
                handler.handle(exception, request, response);
            }"
spark.Service,halt(),"/**
     * Immediately stops a request within a filter or route
     * NOTE: When using this don't catch exceptions of type HaltException, or if catched, re-throw otherwise
     * halt will not work
     *
     * @return HaltException object
     */","public HaltException halt() {
        throw new HaltException();
    }"
spark.Service,halt(int status),"/**
     * Immediately stops a request within a filter or route with specified status code
     * NOTE: When using this don't catch exceptions of type HaltException, or if catched, re-throw otherwise
     * halt will not work
     *
     * @param status the status code
     * @return HaltException object with status code set
     */","public HaltException halt(int status) {
        throw new HaltException(status);
    }"
spark.Service,halt(String body),"/**
     * Immediately stops a request within a filter or route with specified body content
     * NOTE: When using this don't catch exceptions of type HaltException, or if catched, re-throw otherwise
     * halt will not work
     *
     * @param body The body content
     * @return HaltException object with body set
     */","public HaltException halt(String body) {
        throw new HaltException(body);
    }"
spark.Service,"halt(int status, String body)","/**
     * Immediately stops a request within a filter or route with specified status code and body content
     * NOTE: When using this don't catch exceptions of type HaltException, or if catched, re-throw otherwise
     * halt will not work
     *
     * @param status The status code
     * @param body   The body content
     * @return HaltException object with status and body set
     */","public HaltException halt(int status, String body) {
        throw new HaltException(status, body);
    }"
spark.Service,void initExceptionHandler(Consumer<Exception> initExceptionHandler),"/**
     * Overrides default exception handler during initialization phase
     *
     * @param initExceptionHandler The custom init exception handler
     */","public void initExceptionHandler(Consumer<Exception> initExceptionHandler) {
        if (initialized) {
            throwBeforeRouteMappingException();
        }
        this.initExceptionHandler = initExceptionHandler;
    }"
spark.Service.StaticFiles,void location(String folder),"/**
         * Sets the folder in classpath serving static files. Observe: this method
         * must be called before all other methods.
         *
         * @param folder the folder in classpath.
         */","public void location(String folder) {
            staticFileLocation(folder);
        }"
spark.Service.StaticFiles,void externalLocation(String externalFolder),"/**
         * Sets the external folder serving static files. <b>Observe: this method
         * must be called before all other methods.</b>
         *
         * @param externalFolder the external folder serving static files.
         */","public void externalLocation(String externalFolder) {
            externalStaticFileLocation(externalFolder);
        }"
spark.Service.StaticFiles,"void headers(Map<String, String> headers)","/**
         * Puts custom headers for static resources. If the headers previously contained mapping for
         * a specific key in the provided headers map, the old value is replaced by the specified value.
         *
         * @param headers the headers to set on static resources
         */","public void headers(Map<String, String> headers) {
            staticFilesConfiguration.putCustomHeaders(headers);
        }"
spark.Service.StaticFiles,"void header(String key, String value)","/**
         * Puts custom header for static resources. If the headers previously contained a mapping for
         * the key, the old value is replaced by the specified value.
         *
         * @param key   the key
         * @param value the value
         */","public void header(String key, String value) {
            staticFilesConfiguration.putCustomHeader(key, value);
        }"
spark.Service.StaticFiles,void expireTime(long seconds),"/**
         * Sets the expire-time for static resources
         *
         * @param seconds the expire time in seconds
         */","@Experimental(""Functionality will not be removed. The API might change"")
        public void expireTime(long seconds) {
            staticFilesConfiguration.setExpireTimeSeconds(seconds);
        }"
spark.Service.StaticFiles,"void registerMimeType(String extension, String mimeType)","/**
         * Maps an extension to a mime-type. This will overwrite any previous mappings.
         *
         * @param extension the extension to be mapped
         * @param mimeType  the mime-type for the extension
         */","public void registerMimeType(String extension, String mimeType) {
            MimeType.register(extension, mimeType);
        }"
spark.Service.StaticFiles,void disableMimeTypeGuessing(),"/**
         * Disables the automatic setting of Content-Type header made from a guess based on extension.
         */","public void disableMimeTypeGuessing() {
            MimeType.disableGuessing();
        }"
spark.Filter,"void handle(Request request, Response response)","/**
     * Invoked when a request is made on this filter's corresponding path e.g. '/hello'
     *
     * @param request  The request object providing information about the HTTP request
     * @param response The response object providing functionality for modifying the response
     * @throws java.lang.Exception when handle fails
     */","void handle(Request request, Response response) throws Exception;"
spark.RouteImpl,withPrefix(String prefix),"/**
     * Prefix the path (used for {@link Service#path})
     *
     * @param prefix the prefix
     * @return itself for easy chaining
     */","public RouteImpl withPrefix(String prefix) {
        this.path = prefix + this.path;
        return this;
    }"
spark.RouteImpl,"create(final String path, final Route route)","/**
     * Wraps the route in RouteImpl
     *
     * @param path  the path
     * @param route the route
     * @return the wrapped route
     */","public static RouteImpl create(final String path, final Route route) {
        return create(path, DEFAULT_ACCEPT_TYPE, route);
    }"
spark.RouteImpl,"create(final String path, String acceptType, final Route route)","/**
     * Wraps the route in RouteImpl
     *
     * @param path       the path
     * @param acceptType the accept type
     * @param route      the route
     * @return the wrapped route
     */","public static RouteImpl create(final String path, String acceptType, final Route route) {
        if (acceptType == null) {
            acceptType = DEFAULT_ACCEPT_TYPE;
        }
        return new RouteImpl(path, acceptType, route) {
            @Override
            public Object handle(Request request, Response response) throws Exception {
                return route.handle(request, response);
            }
        };
    }"
spark.RouteImpl,"handle(Request request, Response response)",,"@Override
            public Object handle(Request request, Response response) throws Exception {
                return route.handle(request, response);
            }"
spark.RouteImpl,"handle(Request request, Response response)","/**
     * Invoked when a request is made on this route's corresponding path e.g. '/hello'
     *
     * @param request  The request object providing information about the HTTP request
     * @param response The response object providing functionality for modifying the response
     * @return The content to be set in the response
     * @throws java.lang.Exception when handle fails
     */","public abstract Object handle(Request request, Response response) throws Exception;"
spark.RouteImpl,render(Object element),"/**
     * This method should render the given element into something that can be send through Response element.
     * By default this method returns the result of calling toString method in given element, but can be overridden.
     *
     * @param element to be rendered.
     * @return body content.
     * @throws java.lang.Exception when render fails
     */","public Object render(Object element) throws Exception {
        return element;
    }"
spark.RouteImpl,getAcceptType(),"/**
     * @return the accept type
     */","public String getAcceptType() {
        return acceptType;
    }"
spark.RouteImpl,getPath(),"/**
     * @return the path
     */","public String getPath() {
        return this.path;
    }"
spark.RouteImpl,delegate(),"/**
     * @return the route used to create the route implementation
     */","@Override
    public Object delegate() {
        return this.delegate;
    }"
spark.Session,raw(),"/**
     * @return the raw <code>HttpSession</code> object handed in by the servlet container.
     */","public HttpSession raw() {
        return session;
    }"
spark.Session,attribute(String name),"/**
     * Returns the object bound with the specified name in this session, or null if no object is bound under the name.
     *
     * @param name a string specifying the name of the object
     * @param <T>  The type parameter
     * @return the object with the specified name
     */","@SuppressWarnings(""unchecked"")
    public <T> T attribute(String name) {
        return (T) session.getAttribute(name);
    }"
spark.Session,"void attribute(String name, Object value)","/**
     * Binds an object to this session, using the name specified.
     *
     * @param name  the name to which the object is bound; cannot be null
     * @param value the object to be bound
     */","public void attribute(String name, Object value) {
        session.setAttribute(name, value);
    }"
spark.Session,attributes(),"/**
     * @return an <code>Enumeration</code> of <code>String</code> objects
     * containing the names of all the objects bound to this session.
     */","public Set<String> attributes() {
        TreeSet<String> attributes = new TreeSet<>();
        Enumeration<String> enumeration = session.getAttributeNames();
        while (enumeration.hasMoreElements()) {
            attributes.add(enumeration.nextElement());
        }
        return attributes;
    }"
spark.Session,creationTime(),"/**
     * @return the time when this session was created, measured in milliseconds since midnight January 1, 1970 GMT.
     */","public long creationTime() {
        return session.getCreationTime();
    }"
spark.Session,id(),"/**
     * @return a string containing the unique identifier assigned to this session.
     */","public String id() {
        return session.getId();
    }"
spark.Session,lastAccessedTime(),"/**
     * @return the last time the client sent a request associated with this session,
     * as the number of milliseconds since midnight January 1, 1970 GMT, and marked
     * by the time the container received the request.
     */","public long lastAccessedTime() {
        return session.getLastAccessedTime();
    }"
spark.Session,maxInactiveInterval(),"/**
     * @return the maximum time interval, in seconds, that the container
     * will keep this session open between client accesses.
     */","public int maxInactiveInterval() {
        return session.getMaxInactiveInterval();
    }"
spark.Session,void maxInactiveInterval(int interval),"/**
     * Specifies the time, in seconds, between client requests the web container will invalidate this session.
     *
     * @param interval the interval
     */","public void maxInactiveInterval(int interval) {
        session.setMaxInactiveInterval(interval);
    }"
spark.Session,void invalidate(),"/**
     * Invalidates this session then unbinds any objects bound to it.
     */","public void invalidate() {
        request.validSession(false);
        session.invalidate();
    }"
spark.Session,isNew(),"/**
     * @return true if the client does not yet know about the session or if the client chooses not to join the session.
     */","public boolean isNew() {
        return session.isNew();
    }"
spark.Session,void removeAttribute(String name),"/**
     * Removes the object bound with the specified name from this session.
     *
     * @param name the name of the object to remove from this session
     */","public void removeAttribute(String name) {
        session.removeAttribute(name);
    }"
spark.Base64,encode(String toEncodeContent),"/**
     * @param toEncodeContent the String to be encode
     * @return String after encode
     */","public static String encode(String toEncodeContent) {
        if (toEncodeContent == null) {
            return null;
        }
        return urlEncoder.encodeToString(toEncodeContent.getBytes());
    }"
spark.Base64,decode(String toDecodeContent),"/**
     * @param toDecodeContent the String to be decode
     * @return String after decode
     */","public static String decode(String toDecodeContent) {
        if (toDecodeContent == null) {
            return null;
        }
        byte[] buf = null;
        try {
            buf = decoder.decode(toDecodeContent);
        } catch (Exception e) {
            e.printStackTrace();
        }
        return new String(buf);
    }"
spark.ModelAndView,getModel(),"/**
     * @return the model object
     */","public Object getModel() {
        return model;
    }"
spark.ModelAndView,getViewName(),"/**
     * @return the view name
     */","public String getViewName() {
        return viewName;
    }"
spark.ExceptionMapper,getInstance(),,"@Deprecated
    public static ExceptionMapper getInstance() {
        return getServletInstance();
    }"
spark.ExceptionMapper,getServletInstance(),"/**
     * Returns exception mapper instance used in servlet mode
     *
     * @return servlet instance
     */","public synchronized static ExceptionMapper getServletInstance() {
        if (servletInstance == null) {
            servletInstance = new ExceptionMapper();
        }
        return servletInstance;
    }"
spark.ExceptionMapper,"void map(Class<? extends Exception> exceptionClass, ExceptionHandlerImpl handler)","/**
     * Maps the given handler to the provided exception type. If a handler was already registered to the same type, the
     * handler is overwritten.
     *
     * @param exceptionClass Type of exception
     * @param handler        Handler to map to exception
     */","public void map(Class<? extends Exception> exceptionClass, ExceptionHandlerImpl handler) {
        this.exceptionMap.put(exceptionClass, handler);
    }"
