focal_method,test_prefix,docstring
"    public void get(String path, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, route));
    }","  public void test12()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create("""", """", (TemplateViewRoute) null, (TemplateEngine) null);
      service0.get("""", """", (Route) templateViewRouteImpl0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP GET requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void options(String path, Route route) {
        addRoute(HttpMethod.options, createRouteImpl(path, route));
    }","  public void test13()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      service0.options("""", templateViewRoute0, templateEngine0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP OPTIONS requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void delete(String path, Route route) {
        addRoute(HttpMethod.delete, createRouteImpl(path, route));
    }","  public void test14()  throws Throwable  {
      Service service0 = Service.ignite();
      ResponseTransformer responseTransformer0 = mock(ResponseTransformer.class, new ViolatedAssumptionAnswer());
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create("""", (Route) null, responseTransformer0);
      service0.delete(""spark.Routable"", ""TcX@![@TNw:BoK"", (Route) responseTransformerRouteImpl0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP DELETE requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void connect(String path, Route route) {
        addRoute(HttpMethod.connect, createRouteImpl(path, route));
    }","  public void test15()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""L$ "", templateViewRoute0, templateEngine0);
      ResponseTransformer responseTransformer0 = mock(ResponseTransformer.class, new ViolatedAssumptionAnswer());
      service0.connect(""L$ "", """", (Route) templateViewRouteImpl0, responseTransformer0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP CONNECT requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void head(String path, Route route) {
        addRoute(HttpMethod.head, createRouteImpl(path, route));
    }","  public void test16()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      service0.head(""<ESCAPED_CHAR>"", "")R{t"", templateViewRoute0, templateEngine0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP HEAD requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void head(String path, Route route) {
        addRoute(HttpMethod.head, createRouteImpl(path, route));
    }","  public void test17()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      service0.head(""EIp?zw"", templateViewRoute0, templateEngine0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP HEAD requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void options(String path, Route route) {
        addRoute(HttpMethod.options, createRouteImpl(path, route));
    }","  public void test18()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""+/*paths"", ""!-/!&@%"", templateViewRoute0, templateEngine0);
      ResponseTransformer responseTransformer0 = mock(ResponseTransformer.class, new ViolatedAssumptionAnswer());
      service0.options(""OCak?RJ=X2{86{~9"", (Route) templateViewRouteImpl0, responseTransformer0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP OPTIONS requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void afterAfter(Filter filter) {
        addFilter(HttpMethod.afterafter, FilterImpl.create(SparkUtils.ALL_PATHS, filter));
    }","  public void test19()  throws Throwable  {
      Service service0 = Service.ignite();
      Filter filter0 = mock(Filter.class, new ViolatedAssumptionAnswer());
      service0.afterAfter((String) null, filter0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Maps a filter to be executed after any matching routes even if the route throws any exception
     *
     * @param filter The filter
     */"
"    public void put(String path, Route route) {
        addRoute(HttpMethod.put, createRouteImpl(path, route));
    }","  public void test20()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""^727Ro"", templateViewRoute0, templateEngine0);
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create(""9D"", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      service0.put(""^727Ro"", (Route) responseTransformerRouteImpl0, (ResponseTransformer) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP PUT requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void afterAfter(Filter filter) {
        addFilter(HttpMethod.afterafter, FilterImpl.create(SparkUtils.ALL_PATHS, filter));
    }","  public void test21()  throws Throwable  {
      Service service0 = Service.ignite();
      Filter filter0 = mock(Filter.class, new ViolatedAssumptionAnswer());
      service0.afterAfter(filter0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Maps a filter to be executed after any matching routes even if the route throws any exception
     *
     * @param filter The filter
     */"
"    public void get(String path, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, route));
    }","  public void test22()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""^727Ro"", templateViewRoute0, templateEngine0);
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create(""9D"", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      service0.get("""", ""'folder' must not be null"", (Route) responseTransformerRouteImpl0, (ResponseTransformer) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP GET requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void get(String path, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, route));
    }","  public void test23()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      service0.get(""org.eclipse.jetty.servlet.SessionIdPathParameterName"", templateViewRoute0, (TemplateEngine) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP GET requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void post(String path, Route route) {
        addRoute(HttpMethod.post, createRouteImpl(path, route));
    }","  public void test24()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      service0.post("""", ""#BDRC_#um"", templateViewRoute0, templateEngine0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP POST requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void post(String path, Route route) {
        addRoute(HttpMethod.post, createRouteImpl(path, route));
    }","  public void test25()  throws Throwable  {
      Service service0 = Service.ignite();
      RouteImpl routeImpl0 = RouteImpl.create("""", (Route) null);
      service0.post("""", (Route) routeImpl0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP POST requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void patch(String path, Route route) {
        addRoute(HttpMethod.patch, createRouteImpl(path, route));
    }","  public void test26()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create("" of "", "";$Path="", templateViewRoute0, templateEngine0);
      ResponseTransformer responseTransformer0 = mock(ResponseTransformer.class, new ViolatedAssumptionAnswer());
      service0.patch("""", ""spark.Routable"", (Route) templateViewRouteImpl0, responseTransformer0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP PATCH requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void get(String path, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, route));
    }","  public void test27()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      service0.get(""spark.Routable"", ""{} exited for {}"", templateViewRoute0, templateEngine0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP GET requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void get(String path, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, route));
    }","  public void test28()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""^727Ro"", templateViewRoute0, templateEngine0);
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create(""9D"", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      service0.get(""z@=B*hZEfQDz=e]u*%"", (Route) responseTransformerRouteImpl0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP GET requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void head(String path, Route route) {
        addRoute(HttpMethod.head, createRouteImpl(path, route));
    }","  public void test29()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create("""", """", templateViewRoute0, templateEngine0);
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create(""htC5W[/}acgAt&?"", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      service0.head(""d"", (Route) responseTransformerRouteImpl0, (ResponseTransformer) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP HEAD requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void post(String path, Route route) {
        addRoute(HttpMethod.post, createRouteImpl(path, route));
    }","  public void test30()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create("" of "", "";$Path="", templateViewRoute0, templateEngine0);
      ResponseTransformer responseTransformer0 = mock(ResponseTransformer.class, new ViolatedAssumptionAnswer());
      service0.post(""spark.Routable"", """", (Route) templateViewRouteImpl0, responseTransformer0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP POST requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void patch(String path, Route route) {
        addRoute(HttpMethod.patch, createRouteImpl(path, route));
    }","  public void test31()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create("""", templateViewRoute0, templateEngine0);
      service0.patch("""", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP PATCH requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void before(String path, Filter filter) {
        addFilter(HttpMethod.before, FilterImpl.create(path, filter));
    }","  public void test32()  throws Throwable  {
      Service service0 = Service.ignite();
      Filter filter0 = mock(Filter.class, new ViolatedAssumptionAnswer());
      service0.before(""L$ "", filter0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Maps a filter to be executed before any matching routes
     *
     * @param path   the path
     * @param filter The filter
     */"
"    public void post(String path, Route route) {
        addRoute(HttpMethod.post, createRouteImpl(path, route));
    }","  public void test33()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""http://java.sun.com/xml/ns/javaee/web-common_3_0.xsd"", """", templateViewRoute0, templateEngine0);
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create(""spark.Routable"", ""K@`11.T)n&_]P,P{"", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      service0.post(""9'U>q!FLD="", (Route) responseTransformerRouteImpl0, (ResponseTransformer) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP POST requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void trace(String path, Route route) {
        addRoute(HttpMethod.trace, createRouteImpl(path, route));
    }","  public void test34()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      service0.trace(""+/*paths"", ""C_TG52#"", templateViewRoute0, templateEngine0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP TRACE requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void options(String path, Route route) {
        addRoute(HttpMethod.options, createRouteImpl(path, route));
    }","  public void test35()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""^727Ro"", templateViewRoute0, templateEngine0);
      service0.options("""", (Route) templateViewRouteImpl0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP OPTIONS requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void connect(String path, Route route) {
        addRoute(HttpMethod.connect, createRouteImpl(path, route));
    }","  public void test36()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create("" of "", "";$Path="", templateViewRoute0, templateEngine0);
      ResponseTransformer responseTransformer0 = mock(ResponseTransformer.class, new ViolatedAssumptionAnswer());
      service0.connect(""t)w4li6jy-m"", (Route) templateViewRouteImpl0, responseTransformer0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP CONNECT requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void trace(String path, Route route) {
        addRoute(HttpMethod.trace, createRouteImpl(path, route));
    }","  public void test37()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      service0.trace("""", templateViewRoute0, (TemplateEngine) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP TRACE requests
     *
     * @param path  the path
     * @param route The route
     */"
"    public void after(String path, Filter filter) {
        addFilter(HttpMethod.after, FilterImpl.create(path, filter));
    }","  public void test38()  throws Throwable  {
      Service service0 = Service.ignite();
      service0.after((Filter) null);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Maps a filter to be executed after any matching routes
     *
     * @param path   the path
     * @param filter The filter
     */"
"    public void head(String path, Route route) {
        addRoute(HttpMethod.head, createRouteImpl(path, route));
    }","  public void test39()  throws Throwable  {
      Service service0 = Service.ignite();
      TemplateViewRoute templateViewRoute0 = mock(TemplateViewRoute.class, new ViolatedAssumptionAnswer());
      TemplateEngine templateEngine0 = mock(TemplateEngine.class, new ViolatedAssumptionAnswer());
      TemplateViewRouteImpl templateViewRouteImpl0 = TemplateViewRouteImpl.create(""http://java.sun.com/xml/ns/javaee/web-common_3_0.xsd"", """", templateViewRoute0, templateEngine0);
      ResponseTransformerRouteImpl responseTransformerRouteImpl0 = ResponseTransformerRouteImpl.create(""spark.Routable"", ""K@`11.T)n&_]P,P{"", (Route) templateViewRouteImpl0, (ResponseTransformer) null);
      service0.head(""spark.Routable"", (Route) responseTransformerRouteImpl0);
      assertEquals(4567, Service.SPARK_DEFAULT_PORT);
}","/**
     * Map the route for HTTP HEAD requests
     *
     * @param path  the path
     * @param route The route
     */"
