classname,method,docstring,annotations,method_definition
org.apache.commons.vfs2.UriTests,void testReservedCharacterSpace(),,,"@Test
    public void testReservedCharacterSpace() throws FileSystemException {
        try (final FileObject fileObject = getReadFolder().resolveFile(""file with spaces.txt"")) {
            final URI url = fileObject.getURI();
            final String string = url.toString();
            assertTrue(string, string.contains(""file%20with%20spaces.txt""));
        }
        try (final FileObject fileObject = getReadFolder().resolveFile(""file%20with%20spaces.txt"")) {
            final URI url = fileObject.getURI();
            final String string = url.toString();
            assertTrue(string, string.contains(""file%20with%20spaces.txt""));
        }
    }"
org.apache.commons.vfs2.UriTests,void testURIContentProvider(),"/**
     * Tests content.
     */",,"@Test
    public void testURIContentProvider() throws Exception {
        // Test non-empty file
        final FileObject fileObject = getReadFolder().resolveFile(""file1.txt"");
        assertTrue(fileObject.exists());

        final URI uri = fileObject.getURI();
        final String uriStr = uri.toString();
        final FileSystemOptions options = getReadFolder().getFileSystem().getFileSystemOptions();

        final FileObject f1 = getManager().resolveFile(uriStr, options);
        final FileObject f2 = getManager().resolveFile(uriStr, options);

        assertEquals(""Two files resolved by URI must be equals on "" + uriStr, f1, f2);
        assertSame(""Resolving two times should not produce new filesystem on "" + uriStr,f1.getFileSystem(),f2.getFileSystem());
    }"
org.apache.commons.vfs2.FileSystemExceptionTest,void testDoesNotModifyUrlsWithoutPassword(),"/**
     * Tests a {@link FileSystemException} containing info with a URL containing only the user information.
     */",,"@Test
    public void testDoesNotModifyUrlsWithoutPassword() {
        final FileSystemException fse = new FileSystemException(""vfs.provider/delete.error"",
                ""http://foo@junit.org/test.bin"");
        assertEquals(""http://foo@junit.org/test.bin"", fse.getInfo()[0]);
    }"
org.apache.commons.vfs2.FileSystemExceptionTest,void testMasksPasswordOfUrlsWithBasicAuthentication(),"/**
     * Tests a {@link FileSystemException} containing info with a URL containing a complete basic authentication.
     */",,"@Test
    public void testMasksPasswordOfUrlsWithBasicAuthentication() {
        final FileSystemException fse = new FileSystemException(""vfs.provider/rename.error"", ""file://test.bin"",
                ""http://foo:bar@junit.org/test.bin"");

        assertEquals(""file://test.bin"", fse.getInfo()[0]);
        assertEquals(""http://foo:***@junit.org/test.bin"", fse.getInfo()[1]);
    }"
org.apache.commons.vfs2.FileSystemExceptionTest,void testProperDetectionOfUrl(),"/**
     * Tests a {@link FileSystemException} containing info with a nested URL containing a complete basic authentication.
     */",,"@Test
    public void testProperDetectionOfUrl() {
        final FileSystemException fse = new FileSystemException(""vfs.provider/delete.error"",
                ""zip:http://foo:bar@junit.org/test.bin"");
        assertEquals(""zip:http://foo:***@junit.org/test.bin"", fse.getInfo()[0]);
    }"
org.apache.commons.vfs2.ProviderTestConfig,getBaseTestFolder(FileSystemManager manager),"/**
     * Returns the base folder for tests. This folder must exist, and contain the following structure:
     * <ul>
     * <li>""/read-tests""</li>
     * <li>""/write-tests""</li>
     * </ul>
     */",,FileObject getBaseTestFolder(FileSystemManager manager) throws Exception;
org.apache.commons.vfs2.ProviderTestConfig,getDefaultFileSystemManager(),"/**
     * Returns a DefaultFileSystemManager instance (or subclass instance).
     */",,DefaultFileSystemManager getDefaultFileSystemManager();
org.apache.commons.vfs2.ProviderTestConfig,getFilesCache(),"/**
     * Returns the filesCache implementation used for tests.
     */",,FilesCache getFilesCache();
org.apache.commons.vfs2.ProviderTestConfig,isFileSystemRootAccessible(),"/**
     * Whether or not the root of test file system is accessible.
     *
     * For example, with the default Jackrabbit (WebDAV) server, the root is not accessible, but deeper paths are OK.
     *
     * @return Whether or not the root of test file system is accessible.
     */",,boolean isFileSystemRootAccessible();
org.apache.commons.vfs2.ProviderTestConfig,void prepare(DefaultFileSystemManager manager),"/**
     * Prepares the file system manager.
     */",,void prepare(DefaultFileSystemManager manager) throws Exception;
org.apache.commons.vfs2.ProviderWriteAppendTests,createScratchFolder(),"/**
     * Sets up a scratch folder for the test to use.
     */",,"protected FileObject createScratchFolder() throws Exception {
        final FileObject scratchFolder = getWriteFolder();

        // Make sure the test folder is empty
        scratchFolder.delete(Selectors.EXCLUDE_SELF);
        scratchFolder.createFolder();

        return scratchFolder;
    }"
org.apache.commons.vfs2.ProviderWriteAppendTests,getRequiredCapabilities(),"/**
     * Returns the capabilities required by the tests of this test case.
     */",,"@Override
    protected Capability[] getRequiredCapabilities() {
        return new Capability[] { Capability.CREATE, Capability.DELETE, Capability.GET_TYPE, Capability.LIST_CHILDREN,
                Capability.READ_CONTENT, Capability.WRITE_CONTENT, Capability.APPEND_CONTENT };
    }"
org.apache.commons.vfs2.ProviderWriteAppendTests,void testAppendContent(),"/**
     * Tests create-delete-create-a-file sequence on the same file system.
     */",,"@Test
    public void testAppendContent() throws Exception {
        final FileObject scratchFolder = createScratchFolder();

        // Create direct child of the test folder
        final FileObject file = scratchFolder.resolveFile(""file1.txt"");
        assertFalse(file.exists());

        // Create the source file
        final String content = ""Here is some sample content for the file.  Blah Blah Blah."";
        final String contentAppend = content + content;

        try (OutputStream os = file.getContent().getOutputStream()) {
            os.write(content.getBytes(StandardCharsets.UTF_8));
        }
        assertSameContent(content, file);

        // Append to the new file
        try (OutputStream os2 = file.getContent().getOutputStream(true)) {
            os2.write(content.getBytes(StandardCharsets.UTF_8));
        }
        assertSameContent(contentAppend, file);

        // Make sure we can copy the new file to another file on the same filesystem
        final FileObject fileCopy = scratchFolder.resolveFile(""file1copy.txt"");
        assertFalse(fileCopy.exists());
        fileCopy.copyFrom(file, Selectors.SELECT_SELF);

        assertSameContent(contentAppend, fileCopy);

        // Delete the file.
        assertTrue(fileCopy.exists());
        assertTrue(fileCopy.delete());
    }"
org.apache.commons.vfs2.UrlStructureTests,getRequiredCapabilities(),"/**
     * Returns the capabilities required by the tests of this test case.
     */",,"@Override
    protected Capability[] getRequiredCapabilities() {
        return new Capability[] {Capability.GET_TYPE, Capability.URI};
    }"
org.apache.commons.vfs2.UrlStructureTests,void testFolderURL(),"/**
     * Tests that folders have no content.
     */",,"@Test
    public void testFolderURL() throws Exception {
        final FileObject folder = getReadFolder().resolveFile(""dir1"");
        if (folder.getFileSystem().hasCapability(Capability.DIRECTORY_READ_CONTENT)) {
            // test might not fail on e.g. HttpFileSystem as there are no directories.
            // A Directory do have a content on http. e.g a generated directory listing or the index.html page.
            return;
        }

        assertTrue(folder.exists());

        // Try getting the content of a folder
        try (final InputStream inputStream = folder.getURL().openConnection().getInputStream()) {
            fail();
        } catch (final IOException e) {
            assertSameMessage(""vfs.provider/read-not-file.error"", folder, e);
        }
    }"
org.apache.commons.vfs2.RunTest,void main(final String[] args),,,"public static void main(final String[] args) throws Exception {
        final String ip = ""192.168.0.128"";

        final Properties props = System.getProperties();
        props.setProperty(""test.data.src"", ""src/test-data"");
        props.setProperty(""test.basedir"", ""core/target/test-classes/test-data"");
        props.setProperty(""test.basedir.res"", ""test-data"");
        props.setProperty(""test.policy"", ""src/test-data/test.policy"");
        props.setProperty(""test.secure"", ""false"");
        props.setProperty(""test.smb.uri"", ""smb://HOME\\vfsusr:vfs%2f%25\\te:st@"" + ip + ""/vfsusr/vfstest"");
        props.setProperty(""test.ftp.uri"", ""ftp://vfsusr:vfs%2f%25\\te:st@"" + ip + ""/vfstest"");
        props.setProperty(""test.ftps.uri"", ""ftps://vfsusr:vfs%2f%25\\te:st@"" + ip + ""/vfstest"");

        props.setProperty(""test.http.uri"", ""http://"" + ip + ""/vfstest"");
        //props.setProperty(""test.webdav.uri"", ""webdav://vfsusr:vfs%2f%25\\te:st@"" + ip + ""/vfstest"");
        props.setProperty(""test.sftp.uri"", ""sftp://vfsusr:vfs%2f%25\\te:st@"" + ip + ""/vfstest"");

        final Test[] tests = new Test[] {
                // LocalProviderTestCase.suite(),
                // FtpProviderTestCase.suite(),
                // UrlProviderHttpTestCase.suite(),
                // VirtualProviderTestCase.suite(),
                // TemporaryProviderTestCase.suite(),
                // UrlProviderTestCase.suite(),
                // ResourceProviderTestCase.suite(),
                // HttpProviderTestCase.suite(),
                // AbstractSftpProviderTestCase.suite(),
                // JarProviderTestCase.suite(),
                // NestedJarTestCase.suite(),
                // ZipProviderTestCase.suite(),
                // NestedZipTestCase.suite(),
                // TarProviderTestCase.suite(),
                // TgzProviderTestCase.suite(),
                // Tbz2ProviderTestCase.suite(),
                // NestedTarTestCase.suite(),
                // NestedTgzTestCase.suite(),
                // NestedTbz2TestCase.suite(),
                // RamProviderTestCase.suite(),

                // SmbProviderTestCase.suite(),
                // WebdavProviderTestCase.suite(),
        };

        final TestResult result = new TestResult() {
            @Override
            public synchronized void addError(final Test test, final Throwable throwable) {
                // throw new RuntimeException(throwable.getMessage());
                throwable.printStackTrace();
            }

            @Override
            public synchronized void addFailure(final Test test, final AssertionFailedError assertionFailedError) {
                // throw new RuntimeException(assertionFailedError.getMessage());
                assertionFailedError.printStackTrace();
            }

            @Override
            public void endTest(final Test test) {
                // System.err.println(""end "" + test);
            }

            @Override
            public void startTest(final Test test) {
                System.out.println(""start "" + test);
                System.out.flush();
            }
        };

        for (int i = 0; i < tests.length; i++) {
            System.out.println(""start test#"" + i);
            System.out.flush();

            final Test test = tests[i];
            test.run(result);

            // break;
        }
    }"
org.apache.commons.vfs2.RunTest,"void addError(final Test test, final Throwable throwable)",,,"@Override
            public synchronized void addError(final Test test, final Throwable throwable) {
                // throw new RuntimeException(throwable.getMessage());
                throwable.printStackTrace();
            }"
org.apache.commons.vfs2.RunTest,"void addFailure(final Test test, final AssertionFailedError assertionFailedError)",,,"@Override
            public synchronized void addFailure(final Test test, final AssertionFailedError assertionFailedError) {
                // throw new RuntimeException(assertionFailedError.getMessage());
                assertionFailedError.printStackTrace();
            }"
org.apache.commons.vfs2.RunTest,void endTest(final Test test),,,"@Override
            public void endTest(final Test test) {
                // System.err.println(""end "" + test);
            }"
org.apache.commons.vfs2.RunTest,void startTest(final Test test),,,"@Override
            public void startTest(final Test test) {
                System.out.println(""start "" + test);
                System.out.flush();
            }"
org.apache.commons.vfs2.ProviderTestSuite,void addBaseTests(),"/**
     * Adds base tests - excludes the nested test cases.
     */",,"@Override
    protected void addBaseTests() throws Exception {
        addTests(UrlTests.class);
        addTests(ProviderCacheStrategyTests.class);
        addTests(UriTests.class);
        addTests(NamingTests.class);
        addTests(ContentTests.class);
        addTests(ProviderReadTests.class);
        addTests(ProviderWriteTests.class);
        addTests(ProviderWriteAppendTests.class);
        addTests(ProviderRandomReadTests.class);
        addTests(ProviderRandomReadWriteTests.class);
        addTests(ProviderRandomSetLengthTests.class);
        addTests(ProviderRenameTests.class);
        addTests(ProviderDeleteTests.class);
        addTests(LastModifiedTests.class);
        addTests(UrlStructureTests.class);
        addTests(VfsClassLoaderTests.class);
    }"
org.apache.commons.vfs2.ProviderRandomSetLengthTests,createScratchFolder(),"/**
     * Sets up a scratch folder for the test to use.
     */",,"protected FileObject createScratchFolder() throws Exception {
        final FileObject scratchFolder = this.getWriteFolder();

        // Make sure the test folder is empty
        scratchFolder.delete(Selectors.EXCLUDE_SELF);
        scratchFolder.createFolder();

        return scratchFolder;
    }"
org.apache.commons.vfs2.ProviderRandomSetLengthTests,getRequiredCapabilities(),"/**
     * Returns the capabilities required by the tests of this test case.
     */",,"@Override
    protected Capability[] getRequiredCapabilities() {
        return new Capability[] { Capability.GET_TYPE, Capability.RANDOM_ACCESS_READ, Capability.RANDOM_ACCESS_WRITE,
                Capability.RANDOM_ACCESS_SET_LENGTH };
    }"
org.apache.commons.vfs2.ProviderRandomSetLengthTests,void testRandomSetLength(),"/**
     * Writes a file
     */",,"@Test
    public void testRandomSetLength() throws Exception {
        try (FileObject file = this.createScratchFolder().resolveFile(""random_write.txt"")) {
            file.createFile();
            final String fileString = file.toString();
            final RandomAccessContent ra = file.getContent().getRandomAccessContent(RandomAccessMode.READWRITE);

            // Write long string
            ra.writeBytes(TEST_DATA);
            Assert.assertEquals(fileString, TEST_DATA.length(), ra.length());

            // Shrink to length 1
            ra.setLength(1);
            Assert.assertEquals(fileString, 1, ra.length());
            // now read 1
            ra.seek(0);
            Assert.assertEquals(fileString, TEST_DATA.charAt(0), ra.readByte());

            try {
                ra.readByte();
                Assert.fail(""Expected "" + Exception.class.getName());
            } catch (final IOException e) {
                // Expected
            }

            // Grow to length 2
            ra.setLength(2);
            Assert.assertEquals(fileString, 2, ra.length());
            // We have an undefined extra byte
            ra.seek(1);
            ra.readByte();

        }
    }"
org.apache.commons.vfs2.ProviderReadTests,"void assertSameStructure(final FileObject folder, final FileInfo expected)","/**
     * Walks a folder structure, asserting it contains exactly the expected files and folders.
     */",,"protected void assertSameStructure(final FileObject folder, final FileInfo expected) throws Exception {
        // Setup the structure
        final List<FileInfo> queueExpected = new ArrayList<>();
        queueExpected.add(expected);

        final List<FileObject> queueActual = new ArrayList<>();
        queueActual.add(folder);

        while (!queueActual.isEmpty()) {
            final FileObject file = queueActual.remove(0);
            final FileInfo info = queueExpected.remove(0);

            // Check the type is correct
            assertSame(info.type, file.getType());

            if (info.type == FileType.FILE) {
                continue;
            }

            // Check children
            final FileObject[] children = file.getChildren();

            // Make sure all children were found
            assertNotNull(children);
            int length = children.length;
            if (info.children.size() != children.length) {
                for (final FileObject element : children) {
                    if (element.getName().getBaseName().startsWith(""."")) {
                        --length;
                        continue;
                    }
                    System.out.println(element.getName());
                }
            }

            assertEquals(""count children of \"""" + file.getName() + ""\"""", info.children.size(), length);

            // Recursively check each child
            for (final FileObject child : children) {
                final String childName = child.getName().getBaseName();
                if (childName.startsWith(""."")) {
                    continue;
                }
                final FileInfo childInfo = info.children.get(childName);

                // Make sure the child is expected
                assertNotNull(childInfo);

                // Add to the queue of files to check
                queueExpected.add(childInfo);
                queueActual.add(child);
            }
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,getReadFolderDir1(),"/**
     * Returns the read folder named ""dir1"".
     *
     * @return the read folder named ""dir1"".
     * @throws FileSystemException
     */",,"protected FileObject getReadFolderDir1() throws FileSystemException {
        return getReadFolder().resolveFile(""dir1"");
    }"
org.apache.commons.vfs2.ProviderReadTests,getRequiredCapabilities(),"/**
     * Returns the capabilities required by the tests of this test case.
     */",,"@Override
    protected Capability[] getRequiredCapabilities() {
        return new Capability[] { Capability.GET_TYPE, Capability.LIST_CHILDREN, Capability.READ_CONTENT };
    }"
org.apache.commons.vfs2.ProviderReadTests,resolveFile1Txt(),,,"private FileObject resolveFile1Txt() throws FileSystemException {
        return getReadFolder().resolveFile(""file1.txt"");
    }"
org.apache.commons.vfs2.ProviderReadTests,void testConcurrentReadFolder(),"/**
     * Tests can perform operations on a folder while reading from a different files.
     */",,"@Test
    public void testConcurrentReadFolder() throws Exception {
        final FileObject file = resolveFile1Txt();
        assertTrue(file.exists());
        final FileObject folder = getReadFolderDir1();
        assertTrue(folder.exists());

        // Start reading from the file
        try (InputStream instr = file.getContent().getInputStream()) {
            // Do some operations
            folder.exists();
            folder.getType();
            folder.getChildren();
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testDotJarFolderName(),"/**
     * Tests that we can traverse a folder that has JAR name.
     */",,"@Test
    public void testDotJarFolderName() throws Exception {
        final FileObject folder = getReadFolderDir1().resolveFile(""subdir4.jar"");
        Assert.assertTrue(folder.exists());
        final FileObject file = folder.resolveFile(""file1.txt"");
        Assert.assertTrue(file.exists());
    }"
org.apache.commons.vfs2.ProviderReadTests,void testDotJarFolderNameLayer(),"/**
     * Tests that a folder can't be layered.
     */",,"@Test
    public void testDotJarFolderNameLayer() throws Exception {
        final FileObject folder = getReadFolderDir1().resolveFile(""subdir4.jar"");
        Assert.assertTrue(""subdir4.jar/ must exist as folder, check test setup."", folder.isFolder());
        Assert.assertFalse(""subdir4.jar/ must not be layerable"", getManager().canCreateFileSystem(folder));
        try {
            final FileObject ignored = getManager().createFileSystem(folder);
            fail(""Should not be able to create a layered filesystem on a directory. "" + ignored);
        } catch (final FileSystemException e) {
            assertSame(""Creation of layered filesystem should fail"" + e,""vfs.impl/no-provider-for-file.error"",e.getCode());
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testFindFiles(),"/**
     * Tests that findFiles() works.
     */",,"@Test
    public void testFindFiles() throws Exception {
        final FileInfo fileInfo = buildExpectedStructure();
        final VerifyingFileSelector selector = new VerifyingFileSelector(fileInfo);

        // Find the files
        final FileObject[] actualFiles = getReadFolder().findFiles(selector);

        // Compare actual and expected list of files
        final List<FileObject> expectedFiles = selector.finish();
        assertEquals(expectedFiles.size(), actualFiles.length);
        final int count = expectedFiles.size();
        for (int i = 0; i < count; i++) {
            final FileObject expected = expectedFiles.get(i);
            final FileObject actual = actualFiles[i];
            assertEquals(expected, actual);
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testFolderContent(),"/**
     * Tests that folders have no content.
     */",,"@Test
    public void testFolderContent() throws Exception {
        if (getFileSystem().hasCapability(Capability.DIRECTORY_READ_CONTENT)) {
            // test wont fail
            return;
        }

        // Try getting the content of a folder
        final FileObject folder = getReadFolderDir1();
        try {
            folder.getContent().getInputStream();
            fail();
        } catch (final FileSystemException e) {
            assertSameMessage(""vfs.provider/read-not-file.error"", folder, e);
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testFolderIsHidden(),"/**
     * Tests that test read folder is not hidden.
     */",,"@Test
    public void testFolderIsHidden() throws Exception {
        final FileObject folder = getReadFolderDir1();
        Assert.assertFalse(folder.isHidden());
    }"
org.apache.commons.vfs2.ProviderReadTests,void testFolderIsReadable(),"/**
     * Tests that test read folder is readable.
     */",,"@Test
    public void testFolderIsReadable() throws Exception {
        final FileObject folder = getReadFolderDir1();
        Assert.assertTrue(folder.isReadable());
    }"
org.apache.commons.vfs2.ProviderReadTests,void testFolderIsSymbolicLink(),"/**
     * Tests that test read folder is not a symbolic link.
     */",,"@Test
    public void testFolderIsSymbolicLink() throws Exception {
        final FileObject folder = getReadFolderDir1();
        Assert.assertFalse(folder.isSymbolicLink());
    }"
org.apache.commons.vfs2.ProviderReadTests,void testGetContent(),,,"@Test
    public void testGetContent() throws Exception {
        final FileObject file = resolveFile1Txt();
        assertTrue(file.exists());
        final FileContent content = file.getContent();
        assertNotNull(content);
    }"
org.apache.commons.vfs2.ProviderReadTests,void testGetContentInfo(),,,"@Test
    public void testGetContentInfo() throws Exception {
        final FileObject file = resolveFile1Txt();
        assertTrue(file.exists());
        final FileContent content = file.getContent();
        assertNotNull(content);
        final FileContentInfo contentInfo = content.getContentInfo();
        assertNotNull(contentInfo);
    }"
org.apache.commons.vfs2.ProviderReadTests,void testReadEmptyMultipleEOF(),"/**
     * Tests can read multiple time end of stream of empty file
     */",,"@Test
    public void testReadEmptyMultipleEOF() throws Exception {
        final FileObject file = getReadFolder().resolveFile(""empty.txt"");
        assertTrue(file.exists());

        // Start reading from the file
        try (InputStream instr = file.getContent().getInputStream()) {
            assertEquals(""read() from empty file should return EOF"", -1, instr.read());

            for (int i = 0; i < 5; i++) {
                assertEquals(""multiple read() at EOF should return EOF"", -1, instr.read());
            }
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testReadFileEOFMultiple(),"/**
     * Tests can read multiple time end of stream
     */",,"@Test
    public void testReadFileEOFMultiple() throws Exception {
        final FileObject file = getReadFolder().resolveFile(""file1.txt"");
        assertTrue(file.exists());
        assertEquals(""Expecting 20 bytes test-data file1.txt"", 20, file.getContent().getSize());

        // Start reading from the file
        try (InputStream instr = file.getContent().getInputStream()) {
            final byte[] buf = new byte[25];
            assertEquals(20, instr.read(buf));

            for (int i = 0; i < 5; i++) {
                assertEquals(""multiple read(byte[]) at EOF should return EOF"", -1, instr.read(buf));
            }
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testRoot(),"/**
     * Tests the contents of root of file system can be listed.
     */",,"@Test
    public void testRoot() throws FileSystemException {
        if (!this.getProviderConfig().isFileSystemRootAccessible()) {
            return;
        }
        final FileSystem fs = getFileSystem();
        final String uri = fs.getRootURI();
        final FileObject file = getManager().resolveFile(uri, fs.getFileSystemOptions());
        file.getChildren();
    }"
org.apache.commons.vfs2.ProviderReadTests,void testSort(),"/**
     * Tests that FileObjects can be sorted.
     */",,"@Test
    public void testSort() throws FileSystemException {
        final FileInfo fileInfo = buildExpectedStructure();
        final VerifyingFileSelector selector = new VerifyingFileSelector(fileInfo);

        // Find the files
        final FileObject[] actualFiles = getReadFolder().findFiles(selector);
        Arrays.sort(actualFiles);
        FileObject prevActualFile = actualFiles[0];
        for (final FileObject actualFile : actualFiles) {
            assertTrue(prevActualFile.toString().compareTo(actualFile.toString()) <= 0);
            prevActualFile = actualFile;
        }

        // Compare actual and expected list of files
        final List<FileObject> expectedFiles = selector.finish();
        Collections.sort(expectedFiles);
        assertEquals(expectedFiles.size(), actualFiles.length);
        final int count = expectedFiles.size();
        for (int i = 0; i < count; i++) {
            final FileObject expected = expectedFiles.get(i);
            final FileObject actual = actualFiles[i];
            assertEquals(expected, actual);
        }
    }"
org.apache.commons.vfs2.ProviderReadTests,void testStructure(),"/**
     * Walks the base folder structure, asserting it contains exactly the expected files and folders.
     */",,"@Test
    public void testStructure() throws Exception {
        final FileInfo baseInfo = buildExpectedStructure();
        assertSameStructure(getReadFolder(), baseInfo);
    }"
org.apache.commons.vfs2.ProviderReadTests,void testType(),"/**
     * Tests type determination.
     */",,"@Test
    public void testType() throws Exception {
        // Test a file
        FileObject file = resolveFile1Txt();
        assertSame(FileType.FILE, file.getType());
        assertTrue(file.isFile());

        // Test a folder
        file = getReadFolderDir1();
        assertSame(FileType.FOLDER, file.getType());
        assertTrue(file.isFolder());

        // Test an unknown file
        file = getReadFolder().resolveFile(""unknown-child"");
        assertSame(FileType.IMAGINARY, file.getType());
    }"
org.apache.commons.vfs2.PermissionsTests,createTestFile(),,,"private FileObject createTestFile() throws Exception {
        // Get the scratch folder
        final FileObject scratchFolder = getWriteFolder();
        assertNotNull(scratchFolder);

        // Make sure the test folder is empty
        scratchFolder.delete(Selectors.EXCLUDE_SELF);
        scratchFolder.createFolder();

        // Create direct child of the test folder
        final FileObject file = scratchFolder.resolveFile(FILENAME);
        assertFalse(file.exists());

        // Create the source file
        final String content = ""Here is some sample content for the file.  Blah Blah Blah."";

        try (OutputStream os = file.getContent().getOutputStream()) {
            os.write(content.getBytes(StandardCharsets.UTF_8));
        }
        return file;
    }"
org.apache.commons.vfs2.PermissionsTests,getRequiredCapabilities(),"/**
     * Returns the capabilities required by the tests of this test case.
     */",,"@Override
    protected Capability[] getRequiredCapabilities() {
        return new Capability[] { Capability.CREATE, Capability.DELETE, Capability.READ_CONTENT,
                Capability.WRITE_CONTENT, };
    }"
