id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition,focal_method,docstring
dbut_31_1,"    public void testCreateCallableStatement_1_oe() {
        assertNotNull(ProxyFactory.instance().createCallableStatement(stub));
    }
",ProxyFactoryTest::testCreateCallableStatement_1_oe,org.apache.commons.dbutils.ProxyFactory,createCallableStatement(InvocationHandler handler),"/**
     * Creates a new proxy <code>CallableStatement</code> object.
     * @param handler The handler that intercepts/overrides method calls.
     * @return proxied CallableStatement
     */","public CallableStatement createCallableStatement(InvocationHandler handler) {
        return newProxyInstance(CallableStatement.class, handler);
    }","public static ProxyFactory instance() {
        return instance;
    }","/**
     * Returns the Singleton instance of this class.
     *
     * @return singleton instance
     */"
dbut_37_1,"    public void testToMap_1_oe() throws SQLException {

        assertTrue(this.rs.next());
    }
",BasicRowProcessorTest::testToMap_1_oe,org.apache.commons.dbutils.ResultSetIterator,next(),"/**
     * Returns the next row as an <code>Object[]</code>.
     * @return An <code>Object[]</code> with the same number of elements as
     * columns in the <code>ResultSet</code>.
     * @see java.util.Iterator#next()
     * @throws RuntimeException if an SQLException occurs.
     */","@Override
    public Object[] next() {
        try {
            rs.next();
            return this.convert.toArray(rs);
        } catch (SQLException e) {
            rethrow(e);
            return null;
        }
    }","@Override
    public Object[] next() {
        try {
            rs.next();
            return this.convert.toArray(rs);
        } catch (SQLException e) {
            rethrow(e);
            return null;
        }
    }","/**
     * Returns the next row as an <code>Object[]</code>.
     * @return An <code>Object[]</code> with the same number of elements as
     * columns in the <code>ResultSet</code>.
     * @see java.util.Iterator#next()
     * @throws RuntimeException if an SQLException occurs.
     */"
dbut_38_1,"    public void testToMapOrdering_1_oe() throws SQLException {

        assertTrue(this.rs.next());
    }
",BasicRowProcessorTest::testToMapOrdering_1_oe,org.apache.commons.dbutils.ResultSetIterator,next(),"/**
     * Returns the next row as an <code>Object[]</code>.
     * @return An <code>Object[]</code> with the same number of elements as
     * columns in the <code>ResultSet</code>.
     * @see java.util.Iterator#next()
     * @throws RuntimeException if an SQLException occurs.
     */","@Override
    public Object[] next() {
        try {
            rs.next();
            return this.convert.toArray(rs);
        } catch (SQLException e) {
            rethrow(e);
            return null;
        }
    }","@Override
    public Object[] next() {
        try {
            rs.next();
            return this.convert.toArray(rs);
        } catch (SQLException e) {
            rethrow(e);
            return null;
        }
    }","/**
     * Returns the next row as an <code>Object[]</code>.
     * @return An <code>Object[]</code> with the same number of elements as
     * columns in the <code>ResultSet</code>.
     * @see java.util.Iterator#next()
     * @throws RuntimeException if an SQLException occurs.
     */"
dbut_45_1,"    public void testGetAsciiStream_1_oe() throws SQLException {

        assertNull(rs.getAsciiStream(1));
    }
",SqlNullCheckedResultSetTest::testGetAsciiStream_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getAsciiStream(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getAsciiStream(int)
     */","protected final InputStream getAsciiStream(int columnIndex) throws SQLException {
        return rs.getAsciiStream(columnIndex);
    }","protected final InputStream getAsciiStream(int columnIndex) throws SQLException {
        return rs.getAsciiStream(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getAsciiStream(int)
     */"
dbut_45_2,"    public void testGetAsciiStream_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetAsciiStream_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_45_3,"    public void testGetAsciiStream_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getAsciiStream(""column""));
    }
",SqlNullCheckedResultSetTest::testGetAsciiStream_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getAsciiStream(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getAsciiStream(int)
     */","protected final InputStream getAsciiStream(int columnIndex) throws SQLException {
        return rs.getAsciiStream(columnIndex);
    }","protected final InputStream getAsciiStream(int columnIndex) throws SQLException {
        return rs.getAsciiStream(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getAsciiStream(int)
     */"
dbut_45_4,"    public void testGetAsciiStream_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetAsciiStream_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_46_1,"    public void testGetBigDecimal_1_oe() throws SQLException {

        assertNull(rs.getBigDecimal(1));
    }
",SqlNullCheckedResultSetTest::testGetBigDecimal_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getBigDecimal(int columnIndex, int scale)","/**
     * @param columnIndex
     * @param scale
     * @return
     * @throws SQLException
     * @deprecated
     * @see java.sql.ResultSet#getBigDecimal(int, int)
     */","@Deprecated
    protected final BigDecimal getBigDecimal(int columnIndex, int scale) throws SQLException {
        return rs.getBigDecimal(columnIndex, scale);
    }","@Deprecated
    protected final BigDecimal getBigDecimal(int columnIndex, int scale) throws SQLException {
        return rs.getBigDecimal(columnIndex, scale);
    }","/**
     * @param columnIndex
     * @param scale
     * @return
     * @throws SQLException
     * @deprecated
     * @see java.sql.ResultSet#getBigDecimal(int, int)
     */"
dbut_46_2,"    public void testGetBigDecimal_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBigDecimal_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_46_3,"    public void testGetBigDecimal_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getBigDecimal(""column""));
    }
",SqlNullCheckedResultSetTest::testGetBigDecimal_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getBigDecimal(int columnIndex, int scale)","/**
     * @param columnIndex
     * @param scale
     * @return
     * @throws SQLException
     * @deprecated
     * @see java.sql.ResultSet#getBigDecimal(int, int)
     */","@Deprecated
    protected final BigDecimal getBigDecimal(int columnIndex, int scale) throws SQLException {
        return rs.getBigDecimal(columnIndex, scale);
    }","@Deprecated
    protected final BigDecimal getBigDecimal(int columnIndex, int scale) throws SQLException {
        return rs.getBigDecimal(columnIndex, scale);
    }","/**
     * @param columnIndex
     * @param scale
     * @return
     * @throws SQLException
     * @deprecated
     * @see java.sql.ResultSet#getBigDecimal(int, int)
     */"
dbut_46_4,"    public void testGetBigDecimal_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBigDecimal_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_47_1,"    public void testGetBinaryStream_1_oe() throws SQLException {

        assertNull(rs.getBinaryStream(1));
    }
",SqlNullCheckedResultSetTest::testGetBinaryStream_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBinaryStream(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBinaryStream(int)
     */","protected final InputStream getBinaryStream(int columnIndex) throws SQLException {
        return rs.getBinaryStream(columnIndex);
    }","protected final InputStream getBinaryStream(int columnIndex) throws SQLException {
        return rs.getBinaryStream(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBinaryStream(int)
     */"
dbut_47_2,"    public void testGetBinaryStream_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBinaryStream_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_47_3,"    public void testGetBinaryStream_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getBinaryStream(""column""));
    }
",SqlNullCheckedResultSetTest::testGetBinaryStream_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBinaryStream(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBinaryStream(int)
     */","protected final InputStream getBinaryStream(int columnIndex) throws SQLException {
        return rs.getBinaryStream(columnIndex);
    }","protected final InputStream getBinaryStream(int columnIndex) throws SQLException {
        return rs.getBinaryStream(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBinaryStream(int)
     */"
dbut_47_4,"    public void testGetBinaryStream_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBinaryStream_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_48_1,"    public void testGetBlob_1_oe() throws SQLException {

        assertNull(rs.getBlob(1));
    }
",SqlNullCheckedResultSetTest::testGetBlob_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBlob(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBlob(int)
     */","protected final Blob getBlob(int columnIndex) throws SQLException {
        return rs.getBlob(columnIndex);
    }","protected final Blob getBlob(int columnIndex) throws SQLException {
        return rs.getBlob(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBlob(int)
     */"
dbut_48_2,"    public void testGetBlob_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBlob_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_48_3,"    public void testGetBlob_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getBlob(""column""));
    }
",SqlNullCheckedResultSetTest::testGetBlob_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBlob(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBlob(int)
     */","protected final Blob getBlob(int columnIndex) throws SQLException {
        return rs.getBlob(columnIndex);
    }","protected final Blob getBlob(int columnIndex) throws SQLException {
        return rs.getBlob(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBlob(int)
     */"
dbut_48_4,"    public void testGetBlob_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBlob_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_49_1,"    public void testGetBoolean_1_oe() throws SQLException {

        assertEquals(false, rs.getBoolean(1));
    }
",SqlNullCheckedResultSetTest::testGetBoolean_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBoolean(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBoolean(int)
     */","protected final boolean getBoolean(int columnIndex) throws SQLException {
        return rs.getBoolean(columnIndex);
    }","protected final boolean getBoolean(int columnIndex) throws SQLException {
        return rs.getBoolean(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBoolean(int)
     */"
dbut_49_2,"    public void testGetBoolean_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBoolean_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_49_3,"    public void testGetBoolean_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertEquals(false, rs.getBoolean(""column""));
    }
",SqlNullCheckedResultSetTest::testGetBoolean_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBoolean(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBoolean(int)
     */","protected final boolean getBoolean(int columnIndex) throws SQLException {
        return rs.getBoolean(columnIndex);
    }","protected final boolean getBoolean(int columnIndex) throws SQLException {
        return rs.getBoolean(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBoolean(int)
     */"
dbut_49_4,"    public void testGetBoolean_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBoolean_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_50_1,"    public void testGetByte_1_oe() throws SQLException {

        assertEquals((byte) 0, rs.getByte(1));
    }
",SqlNullCheckedResultSetTest::testGetByte_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getByte(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getByte(int)
     */","protected final byte getByte(int columnIndex) throws SQLException {
        return rs.getByte(columnIndex);
    }","protected final byte getByte(int columnIndex) throws SQLException {
        return rs.getByte(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getByte(int)
     */"
dbut_50_2,"    public void testGetByte_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetByte_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_50_3,"    public void testGetByte_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertEquals((byte) 0, rs.getByte(""column""));
    }
",SqlNullCheckedResultSetTest::testGetByte_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getByte(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getByte(int)
     */","protected final byte getByte(int columnIndex) throws SQLException {
        return rs.getByte(columnIndex);
    }","protected final byte getByte(int columnIndex) throws SQLException {
        return rs.getByte(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getByte(int)
     */"
dbut_50_4,"    public void testGetByte_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetByte_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_51_1,"    public void testGetBytes_1_oe() throws SQLException {

        assertNull(rs.getBytes(1));
    }
",SqlNullCheckedResultSetTest::testGetBytes_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBytes(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBytes(int)
     */","protected final byte[] getBytes(int columnIndex) throws SQLException {
        return rs.getBytes(columnIndex);
    }","protected final byte[] getBytes(int columnIndex) throws SQLException {
        return rs.getBytes(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBytes(int)
     */"
dbut_51_2,"    public void testGetBytes_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBytes_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_51_3,"    public void testGetBytes_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getBytes(""column""));
    }
",SqlNullCheckedResultSetTest::testGetBytes_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getBytes(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBytes(int)
     */","protected final byte[] getBytes(int columnIndex) throws SQLException {
        return rs.getBytes(columnIndex);
    }","protected final byte[] getBytes(int columnIndex) throws SQLException {
        return rs.getBytes(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getBytes(int)
     */"
dbut_51_4,"    public void testGetBytes_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetBytes_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_52_1,"    public void testGetCharacterStream_1_oe() throws SQLException {

        assertNull(rs.getCharacterStream(1));
    }
",SqlNullCheckedResultSetTest::testGetCharacterStream_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getCharacterStream(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getCharacterStream(int)
     */","protected final Reader getCharacterStream(int columnIndex) throws SQLException {
        return rs.getCharacterStream(columnIndex);
    }","protected final Reader getCharacterStream(int columnIndex) throws SQLException {
        return rs.getCharacterStream(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getCharacterStream(int)
     */"
dbut_52_2,"    public void testGetCharacterStream_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetCharacterStream_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
