id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file
coll_769_1,"    @Test
    public void testLoadInputStream_1_oe() throws Exception {
        try (final FileInputStream inputStream = new FileInputStream(PATH_STRING)) {
            assertContents(factory.load(inputStream));
    }
    }
",AbstractPropertiesFactoryTest::testLoadInputStream_1_oe,assertContents,"    private void assertContents(final T properties) {
        Assert.assertEquals(""value1"", properties.getProperty(""key1""));
        Assert.assertEquals(""value2"", properties.getProperty(""key2""));
    }
",src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java
coll_770_1,"    @Test
    public void testLoadPath_1_oe() throws Exception {
        assertContents(factory.load(Paths.get(PATH_STRING)));
    }
",AbstractPropertiesFactoryTest::testLoadPath_1_oe,assertContents,"    private void assertContents(final T properties) {
        Assert.assertEquals(""value1"", properties.getProperty(""key1""));
        Assert.assertEquals(""value2"", properties.getProperty(""key2""));
    }
",src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java
coll_771_1,"    @Test
    public void testLoadReader_1_oe() throws Exception {
        try (final BufferedReader inputStream = Files.newBufferedReader(Paths.get(PATH_STRING))) {
            assertContents(factory.load(inputStream));
    }
    }
",AbstractPropertiesFactoryTest::testLoadReader_1_oe,assertContents,"    private void assertContents(final T properties) {
        Assert.assertEquals(""value1"", properties.getProperty(""key1""));
        Assert.assertEquals(""value2"", properties.getProperty(""key2""));
    }
",src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java
coll_772_1,"    @Test
    public void testLoadUri_1_oe() throws Exception {
        assertContents(factory.load(Paths.get(PATH_STRING).toUri()));
    }
",AbstractPropertiesFactoryTest::testLoadUri_1_oe,assertContents,"    private void assertContents(final T properties) {
        Assert.assertEquals(""value1"", properties.getProperty(""key1""));
        Assert.assertEquals(""value2"", properties.getProperty(""key2""));
    }
",src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java
coll_773_1,"    @Test
    public void testLoadUrl_1_oe() throws Exception {
        assertContents(factory.load(Paths.get(PATH_STRING).toUri().toURL()));
    }
",AbstractPropertiesFactoryTest::testLoadUrl_1_oe,assertContents,"    private void assertContents(final T properties) {
        Assert.assertEquals(""value1"", properties.getProperty(""key1""));
        Assert.assertEquals(""value2"", properties.getProperty(""key2""));
    }
",src/test/java/org/apache/commons/collections4/properties/AbstractPropertiesFactoryTest.java
coll_848_1,"    @Test
    public void testConstructorPlusAdd_1_oe() {
        final FixedOrderComparator<String> comparator = new FixedOrderComparator<>();
        for (final String topCitie : topCities) {
            comparator.add(topCitie);
        }
        final String[] keys = topCities.clone();
        assertComparatorYieldsOrder(keys, comparator);
    }
",FixedOrderComparatorTest::testConstructorPlusAdd_1_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
coll_849_1,"    @Test
    public void testArrayConstructor_1_oe() {
        final String[] keys = topCities.clone();
        final String[] topCitiesForTest = topCities.clone();
        final FixedOrderComparator<String> comparator = new FixedOrderComparator<>(topCitiesForTest);
        assertComparatorYieldsOrder(keys, comparator);
    }
",FixedOrderComparatorTest::testArrayConstructor_1_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
coll_849_2,"    @Test
    public void testArrayConstructor_2_oe() {
        final String[] keys = topCities.clone();
        final String[] topCitiesForTest = topCities.clone();
        final FixedOrderComparator<String> comparator = new FixedOrderComparator<>(topCitiesForTest);
        // removed other assertion
        // test that changing input after constructor has no effect
        topCitiesForTest[0] = ""Brighton"";
        assertComparatorYieldsOrder(keys, comparator);
    }
",FixedOrderComparatorTest::testArrayConstructor_2_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
coll_850_1,"    @Test
    public void testListConstructor_1_oe() {
        final String[] keys = topCities.clone();
        final List<String> topCitiesForTest = new LinkedList<>(Arrays.asList(topCities));
        final FixedOrderComparator<String> comparator = new FixedOrderComparator<>(topCitiesForTest);
        assertComparatorYieldsOrder(keys, comparator);
    }
",FixedOrderComparatorTest::testListConstructor_1_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
coll_850_2,"    @Test
    public void testListConstructor_2_oe() {
        final String[] keys = topCities.clone();
        final List<String> topCitiesForTest = new LinkedList<>(Arrays.asList(topCities));
        final FixedOrderComparator<String> comparator = new FixedOrderComparator<>(topCitiesForTest);
        // removed other assertion
        // test that changing input after constructor has no effect
        topCitiesForTest.set(0, ""Brighton"");
        assertComparatorYieldsOrder(keys, comparator);
    }
",FixedOrderComparatorTest::testListConstructor_2_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
coll_853_5,"    @Test
    public void testUnknownObjectBehavior_5_oe() {
        FixedOrderComparator<String> comparator = new FixedOrderComparator<>(topCities);
        try {
            comparator.compare(""New York"", ""Minneapolis"");
            // removed other assertion
        } catch (final IllegalArgumentException e) {
            // success-- ignore
        }
        try {
            comparator.compare(""Minneapolis"", ""New York"");
            // removed other assertion
        } catch (final IllegalArgumentException e) {
            // success-- ignore
        }
        // removed other assertion

        comparator = new FixedOrderComparator<>(topCities);
        comparator.setUnknownObjectBehavior(FixedOrderComparator.UnknownObjectBehavior.BEFORE);
        // removed other assertion
        LinkedList<String> keys = new LinkedList<>(Arrays.asList(topCities));
        keys.addFirst(""Minneapolis"");
        assertComparatorYieldsOrder(keys.toArray(new String[0]), comparator);
    }
",FixedOrderComparatorTest::testUnknownObjectBehavior_5_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
coll_853_9,"    @Test
    public void testUnknownObjectBehavior_9_oe() {
        FixedOrderComparator<String> comparator = new FixedOrderComparator<>(topCities);
        try {
            comparator.compare(""New York"", ""Minneapolis"");
            // removed other assertion
        } catch (final IllegalArgumentException e) {
            // success-- ignore
        }
        try {
            comparator.compare(""Minneapolis"", ""New York"");
            // removed other assertion
        } catch (final IllegalArgumentException e) {
            // success-- ignore
        }
        // removed other assertion

        comparator = new FixedOrderComparator<>(topCities);
        comparator.setUnknownObjectBehavior(FixedOrderComparator.UnknownObjectBehavior.BEFORE);
        // removed other assertion
        LinkedList<String> keys = new LinkedList<>(Arrays.asList(topCities));
        keys.addFirst(""Minneapolis"");
        // removed other assertion

        // removed other assertion
        // removed other assertion
        // removed other assertion

        comparator = new FixedOrderComparator<>(topCities);
        comparator.setUnknownObjectBehavior(FixedOrderComparator.UnknownObjectBehavior.AFTER);
        keys = new LinkedList<>(Arrays.asList(topCities));
        keys.add(""Minneapolis"");
        assertComparatorYieldsOrder(keys.toArray(new String[0]), comparator);
    }
",FixedOrderComparatorTest::testUnknownObjectBehavior_9_oe,assertComparatorYieldsOrder,"    private void assertComparatorYieldsOrder(final String[] orderedObjects,
                                             final Comparator<String> comparator) {
        final String[] keys = orderedObjects.clone();

        // shuffle until the order changes.  It's extremely rare that
        // this requires more than one shuffle.

        boolean isInNewOrder = false;
        final Random rand = new Random();
        while (keys.length > 1 && !isInNewOrder) {
            // shuffle:
            for (int i = keys.length-1; i > 0; i--) {
                final String swap = keys[i];
                final int j = rand.nextInt(i+1);
                keys[i] = keys[j];
                keys[j] = swap;
            }

            // testShuffle
            for (int i = 0; i < keys.length && !isInNewOrder; i++) {
                if( !orderedObjects[i].equals(keys[i])) {
                    isInNewOrder = true;
                }
            }
        }

        // The real test:  sort and make sure they come out right.

        Arrays.sort(keys, comparator);

        for (int i = 0; i < orderedObjects.length; i++) {
            assertEquals(orderedObjects[i], keys[i]);
        }
    }
",src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java
