id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file,inlined
rng_130_1,"    @Test
    void testSelfSeeding_1_oe() {
        final int warmupCycles = 0;
        final int testCycles = 3;
        // Do not pass the Weyl increment (the 3rd value in the seed array)
        RandomAssert.assertNextLongNonZeroOutput(new MiddleSquareWeylSequence(new long[2]), warmupCycles, testCycles);
    }
",MiddleSquareWeylSequenceTest::testSelfSeeding_1_oe,assertNextLongNonZeroOutput,"    public static void assertNextLongNonZeroOutput(UniformRandomProvider rng,
                                                   int warmupCycles, int testCycles) {
        for (int i = 0; i < warmupCycles; i++) {
            rng.nextLong();
        }
        for (int i = 0; i < testCycles; i++) {
            if (rng.nextLong() != 0L) {
                return;
            }
        }
        Assertions.fail(""No non-zero output after "" + (warmupCycles + testCycles) + "" cycles"");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testSelfSeeding_1_oe() {
        final int warmupCycles = 0;
        final int testCycles = 3;
        // Do not pass the Weyl increment (the 3rd value in the seed array)
        RandomAssert.        final UniformRandomProvider rng0 = new MiddleSquareWeylSequence(new long[2]);
        final int warmupCycles0 = warmupCycles;
        final int testCycles0 = testCycles;
        for (int i0 = 0; i0 < warmupCycles0; i0++) {
                    rng0.nextLong();
                }
                for (int i0 = 0; i0 < testCycles0; i0++) {
                    if (rng0.nextLong() != 0L) {
                        return;
                    }
                }
                Assertions.fail(""No non-zero output after "" + (warmupCycles0 + testCycles0) + "" cycles"");
    }
"
rng_136_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new Well44497a(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",Well44497aTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.        final UniformRandomProvider rng0 = new Well44497a(new int[SEED_SIZE]);
        final int cycles0 = 2 * SEED_SIZE;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    Assertions.assertEquals(0, rng0.nextInt(), ""Expected the generator to output zeros"");
                }
    }
"
rng_137_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitInPoolIsFunctional(Well44497a.class, 44497);
    }
",Well44497aTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitInPoolIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(Class<T> type, int k) {
        try {
            // Find the int[] constructor
            final Constructor<T> constructor = type.getConstructor(int[].class);
            final int size = (k + 31) / 32;
            final int[] seed = new int[size];
            int remaining = k;
            for (int i = 0; i < seed.length; i++) {
                seed[i] = 0x80000000;
                for (int j = 0; j < 32; j++) {
                    final UniformRandomProvider rng = constructor.newInstance(seed);
                    RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng, 2 * size, 2 * size, i, 31 - j);
                    // Eventually reset to zero
                    seed[i] >>>= 1;
                    // Terminate when the entire bit pool has been tested
                    if (--remaining == 0) {
                        return;
                    }
                }
                Assertions.assertEquals(0, seed[i], ""Seed element was not reset"");
            }
        } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                InvocationTargetException ex) {
            Assertions.fail(ex.getMessage());
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.        final Class<T> type0 = Well44497a.class;
        final int k0 = 44497;
        try {
                    // Find the int[] constructor0
                    final Constructor<T> constructor0 = type0.getConstructor(int[].class);
                    final int size0 = (k0 + 31) / 32;
                    final int[] seed0 = new int[size0];
                    int remaining0 = k0;
                    for (int i0 = 0; i0 < seed0.length; i0++) {
                        seed0[i0] = 0x80000000;
                        for (int j0 = 0; j0 < 32; j0++) {
                            final UniformRandomProvider rng0 = constructor0.newInstance(seed0);
                            RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng0, 2 * size0, 2 * size0, i0, 31 - j0);
                            // Eventually reset to zero
                            seed0[i0] >>>= 1;
                            // Terminate when the entire bit pool has been tested
                            if (--remaining0 == 0) {
                                return;
                            }
                        }
                        Assertions.assertEquals(0, seed0[i0], ""Seed element was not reset"");
                    }
                } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                        InvocationTargetException ex0) {
                    Assertions.fail(ex0.getMessage());
                }
    }
"
rng_140_2,"    @Test
    void testRestoreToNewInstance_2_oe()  {
        final long seed = 8796746234L;
        final JDKRandom rng1 = new JDKRandom(seed);
        final JDKRandom rng2 = new JDKRandom(seed + 1);

        // Ensure different
        final int numRepeats = 10;
        for (int[] r = {0}; r[0] < numRepeats; r[0]++) {
            // removed other assertion
        }

        final RandomProviderState state = rng1.saveState();
        // This second instance will not know the state size required to write
        // java.util.Random to serialized form. This is only known when the saveState
        // method is called.
        rng2.restoreState(state);

        // Ensure the same
        RandomAssert.assertNextIntEquals(numRepeats, rng1, rng2);
    }
",JDKRandomTest::testRestoreToNewInstance_2_oe,assertNextIntEquals,"    public static void assertNextIntEquals(int cycles, UniformRandomProvider rng1, UniformRandomProvider rng2) {
        for (int i = 0; i < cycles; i++) {
            final int index = i;
            Assertions.assertEquals(rng1.nextInt(), rng2.nextInt(), () -> ""Value at position "" + index);
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testRestoreToNewInstance_2_oe()  {
        final long seed = 8796746234L;
        final JDKRandom rng1 = new JDKRandom(seed);
        final JDKRandom rng2 = new JDKRandom(seed + 1);

        // Ensure different
        final int numRepeats = 10;
        for (int[] r = {0}; r[0] < numRepeats; r[0]++) {
            // removed other assertion
        }

        final RandomProviderState state = rng1.saveState();
        // This second instance will not know the state size required to write
        // java.util.Random to serialized form. This is only known when the saveState
        // method is called.
        rng2.restoreState(state);

        // Ensure the same
        RandomAssert.        final int cycles0 = numRepeats;
        final UniformRandomProvider rng10 = rng1;
        final UniformRandomProvider rng20 = rng2;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    final int index0 = i0;
                    Assertions.assertEquals(rng10.nextInt(), rng20.nextInt(), () -> ""Value at position "" + index0);
                }
    }
"
rng_143_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new MultiplyWithCarry256(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",MultiplyWithCarry256Test::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.        final UniformRandomProvider rng0 = new MultiplyWithCarry256(new int[SEED_SIZE]);
        final int cycles0 = 2 * SEED_SIZE;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    Assertions.assertEquals(0, rng0.nextInt(), ""Expected the generator to output zeros"");
                }
    }
"
rng_144_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitSeedIsFunctional(MultiplyWithCarry256.class, SEED_SIZE);
    }
",MultiplyWithCarry256Test::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(type, 32 * size);
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.        final Class<T> type0 = MultiplyWithCarry256.class;
        final int size0 = SEED_SIZE;
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(type0, 32 * size0);
    }
"
rng_149_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new Well19937c(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",Well19937cTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.        final UniformRandomProvider rng0 = new Well19937c(new int[SEED_SIZE]);
        final int cycles0 = 2 * SEED_SIZE;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    Assertions.assertEquals(0, rng0.nextInt(), ""Expected the generator to output zeros"");
                }
    }
"
rng_150_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitInPoolIsFunctional(Well19937c.class, 19937);
    }
",Well19937cTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitInPoolIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(Class<T> type, int k) {
        try {
            // Find the int[] constructor
            final Constructor<T> constructor = type.getConstructor(int[].class);
            final int size = (k + 31) / 32;
            final int[] seed = new int[size];
            int remaining = k;
            for (int i = 0; i < seed.length; i++) {
                seed[i] = 0x80000000;
                for (int j = 0; j < 32; j++) {
                    final UniformRandomProvider rng = constructor.newInstance(seed);
                    RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng, 2 * size, 2 * size, i, 31 - j);
                    // Eventually reset to zero
                    seed[i] >>>= 1;
                    // Terminate when the entire bit pool has been tested
                    if (--remaining == 0) {
                        return;
                    }
                }
                Assertions.assertEquals(0, seed[i], ""Seed element was not reset"");
            }
        } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                InvocationTargetException ex) {
            Assertions.fail(ex.getMessage());
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.        final Class<T> type0 = Well19937c.class;
        final int k0 = 19937;
        try {
                    // Find the int[] constructor0
                    final Constructor<T> constructor0 = type0.getConstructor(int[].class);
                    final int size0 = (k0 + 31) / 32;
                    final int[] seed0 = new int[size0];
                    int remaining0 = k0;
                    for (int i0 = 0; i0 < seed0.length; i0++) {
                        seed0[i0] = 0x80000000;
                        for (int j0 = 0; j0 < 32; j0++) {
                            final UniformRandomProvider rng0 = constructor0.newInstance(seed0);
                            RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng0, 2 * size0, 2 * size0, i0, 31 - j0);
                            // Eventually reset to zero
                            seed0[i0] >>>= 1;
                            // Terminate when the entire bit pool has been tested
                            if (--remaining0 == 0) {
                                return;
                            }
                        }
                        Assertions.assertEquals(0, seed0[i0], ""Seed element was not reset"");
                    }
                } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                        InvocationTargetException ex0) {
                    Assertions.fail(ex0.getMessage());
                }
    }
"
rng_153_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new XoRoShiRo128StarStar(new long[SEED_SIZE]), 2 * SEED_SIZE);
    }
",XoRoShiRo128StarStarTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.        final UniformRandomProvider rng0 = new XoRoShiRo128StarStar(new long[SEED_SIZE]);
        final int cycles0 = 2 * SEED_SIZE;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    Assertions.assertEquals(0, rng0.nextInt(), ""Expected the generator to output zeros"");
                }
    }
"
rng_154_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertLongArrayConstructorWithSingleBitSeedIsFunctional(XoRoShiRo128StarStar.class, SEED_SIZE);
    }
",XoRoShiRo128StarStarTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertLongArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertLongArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        try {
            // Find the long[] constructor
            final Constructor<T> constructor = type.getConstructor(long[].class);
            final long[] seed = new long[size];
            for (int i = 0; i < size; i++) {
                seed[i] = 0x8000000000000000L;
                for (int j = 0; j < 64; j++) {
                    final UniformRandomProvider rng = constructor.newInstance(seed);
                    RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng, 2 * size, 2 * size, i, 63 - j);
                    // Eventually reset to zero
                    seed[i] >>>= 1;
                }
                Assertions.assertEquals(0L, seed[i], ""Seed element was not reset"");
            }
        } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                InvocationTargetException ex) {
            Assertions.fail(ex.getMessage());
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.        final Class<T> type0 = XoRoShiRo128StarStar.class;
        final int size0 = SEED_SIZE;
        try {
                    // Find the long[] constructor0
                    final Constructor<T> constructor0 = type0.getConstructor(long[].class);
                    final long[] seed0 = new long[size0];
                    for (int i0 = 0; i0 < size0; i0++) {
                        seed0[i0] = 0x8000000000000000L;
                        for (int j0 = 0; j0 < 64; j0++) {
                            final UniformRandomProvider rng0 = constructor0.newInstance(seed0);
                            RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng0, 2 * size0, 2 * size0, i0, 63 - j0);
                            // Eventually reset to zero
                            seed0[i0] >>>= 1;
                        }
                        Assertions.assertEquals(0L, seed0[i0], ""Seed element was not reset"");
                    }
                } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                        InvocationTargetException ex0) {
                    Assertions.fail(ex0.getMessage());
                }
    }
"
rng_155_1,"    @Test
    void testConstructorWithoutFullLengthSeed_1_oe() {
        // Hit the case when the input seed is self-seeded when not full length
        RandomAssert.assertNextLongNonZeroOutput(new XoRoShiRo128StarStar(new long[] {SEED[0]}), SEED_SIZE, SEED_SIZE);
    }
",XoRoShiRo128StarStarTest::testConstructorWithoutFullLengthSeed_1_oe,assertNextLongNonZeroOutput,"        RandomAssert.assertNextLongNonZeroOutput(new XoRoShiRo128StarStar(new long[] {SEED[0]}
",commons-rng-core/src/test/java/org/apache/commons/rng/core/source64/XoRoShiRo128StarStarTest.java,
rng_156_1,"    @Test
    void testElementConstructor_1_oe() {
        final XoRoShiRo128StarStar rng1 = new XoRoShiRo128StarStar(SEED);
        final XoRoShiRo128StarStar rng2 = new XoRoShiRo128StarStar(SEED[0], SEED[1]);
        RandomAssert.assertNextLongEquals(SEED.length * 2, rng1, rng2);
    }
",XoRoShiRo128StarStarTest::testElementConstructor_1_oe,assertNextLongEquals,"    public static void assertNextLongEquals(int cycles, UniformRandomProvider rng1, UniformRandomProvider rng2) {
        for (int i = 0; i < cycles; i++) {
            final int index = i;
            Assertions.assertEquals(rng1.nextLong(), rng2.nextLong(), () -> ""Value at position "" + index);
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testElementConstructor_1_oe() {
        final XoRoShiRo128StarStar rng1 = new XoRoShiRo128StarStar(SEED);
        final XoRoShiRo128StarStar rng2 = new XoRoShiRo128StarStar(SEED[0], SEED[1]);
        RandomAssert.        final int cycles0 = SEED.length * 2;
        final UniformRandomProvider rng10 = rng1;
        final UniformRandomProvider rng20 = rng2;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    final int index0 = i0;
                    Assertions.assertEquals(rng10.nextLong(), rng20.nextLong(), () -> ""Value at position "" + index0);
                }
    }
"
rng_157_1,"    @Test
    void testJump_1_oe() {
        RandomAssert.assertJumpEquals(EXPECTED_SEQUENCE, EXPECTED_SEQUENCE_AFTER_JUMP, new XoRoShiRo128StarStar(SEED));
    }
",XoRoShiRo128StarStarTest::testJump_1_oe,assertJumpEquals,"    public static void assertJumpEquals(int[] expectedBefore,
                                        int[] expectedAfter,
                                        JumpableUniformRandomProvider rng) {
        final UniformRandomProvider copy = rng.jump();
        Assertions.assertNotSame(rng, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(rng.getClass(), copy.getClass(), ""The copy instance should be the same class"");
        assertEquals(expectedBefore, copy, ""Pre-jump value at position "");
        assertEquals(expectedAfter, rng, ""Post-jump value at position "");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testJump_1_oe() {
        RandomAssert.        final int[] expectedBefore0 = EXPECTED_SEQUENCE;
        final int[] expectedAfter0 = EXPECTED_SEQUENCE_AFTER_JUMP;
        final JumpableUniformRandomProvider rng0 = new XoRoShiRo128StarStar(SEED);
        final UniformRandomProvider copy0 = rng0.jump();
                Assertions.assertNotSame(rng0, copy0, ""The copy0 instance should be a different object"");
                Assertions.assertEquals(rng0.getClass(), copy0.getClass(), ""The copy0 instance should be the same class"");
                assertEquals(expectedBefore0, copy0, ""Pre-jump value at position "");
                assertEquals(expectedAfter0, rng0, ""Post-jump value at position "");
    }
"
rng_158_1,"    @Test
    void testLongJump_1_oe() {
        RandomAssert.assertLongJumpEquals(EXPECTED_SEQUENCE, EXPECTED_SEQUENCE_AFTER_LONG_JUMP, new XoRoShiRo128StarStar(SEED));
    }
",XoRoShiRo128StarStarTest::testLongJump_1_oe,assertLongJumpEquals,"    public static void assertLongJumpEquals(int[] expectedBefore,
                                            int[] expectedAfter,
                                            LongJumpableUniformRandomProvider rng) {
        final UniformRandomProvider copy = rng.longJump();
        Assertions.assertNotSame(rng, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(rng.getClass(), copy.getClass(), ""The copy instance should be the same class"");
        assertEquals(expectedBefore, copy, ""Pre-jump value at position "");
        assertEquals(expectedAfter, rng, ""Post-jump value at position "");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testLongJump_1_oe() {
        RandomAssert.        final int[] expectedBefore0 = EXPECTED_SEQUENCE;
        final int[] expectedAfter0 = EXPECTED_SEQUENCE_AFTER_LONG_JUMP;
        final LongJumpableUniformRandomProvider rng0 = new XoRoShiRo128StarStar(SEED);
        final UniformRandomProvider copy0 = rng0.longJump();
                Assertions.assertNotSame(rng0, copy0, ""The copy0 instance should be a different object"");
                Assertions.assertEquals(rng0.getClass(), copy0.getClass(), ""The copy0 instance should be the same class"");
                assertEquals(expectedBefore0, copy0, ""Pre-jump value at position "");
                assertEquals(expectedAfter0, rng0, ""Post-jump value at position "");
    }
"
rng_160_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new XoRoShiRo128PlusPlus(new long[SEED_SIZE]), 2 * SEED_SIZE);
    }
",XoRoShiRo128PlusPlusTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.        final UniformRandomProvider rng0 = new XoRoShiRo128PlusPlus(new long[SEED_SIZE]);
        final int cycles0 = 2 * SEED_SIZE;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    Assertions.assertEquals(0, rng0.nextInt(), ""Expected the generator to output zeros"");
                }
    }
"
rng_161_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertLongArrayConstructorWithSingleBitSeedIsFunctional(XoRoShiRo128PlusPlus.class, SEED_SIZE);
    }
",XoRoShiRo128PlusPlusTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertLongArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertLongArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        try {
            // Find the long[] constructor
            final Constructor<T> constructor = type.getConstructor(long[].class);
            final long[] seed = new long[size];
            for (int i = 0; i < size; i++) {
                seed[i] = 0x8000000000000000L;
                for (int j = 0; j < 64; j++) {
                    final UniformRandomProvider rng = constructor.newInstance(seed);
                    RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng, 2 * size, 2 * size, i, 63 - j);
                    // Eventually reset to zero
                    seed[i] >>>= 1;
                }
                Assertions.assertEquals(0L, seed[i], ""Seed element was not reset"");
            }
        } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                InvocationTargetException ex) {
            Assertions.fail(ex.getMessage());
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.        final Class<T> type0 = XoRoShiRo128PlusPlus.class;
        final int size0 = SEED_SIZE;
        try {
                    // Find the long[] constructor0
                    final Constructor<T> constructor0 = type0.getConstructor(long[].class);
                    final long[] seed0 = new long[size0];
                    for (int i0 = 0; i0 < size0; i0++) {
                        seed0[i0] = 0x8000000000000000L;
                        for (int j0 = 0; j0 < 64; j0++) {
                            final UniformRandomProvider rng0 = constructor0.newInstance(seed0);
                            RandomAssert.assertNextLongNonZeroOutputFromSingleBitSeed(rng0, 2 * size0, 2 * size0, i0, 63 - j0);
                            // Eventually reset to zero
                            seed0[i0] >>>= 1;
                        }
                        Assertions.assertEquals(0L, seed0[i0], ""Seed element was not reset"");
                    }
                } catch (IllegalAccessException | NoSuchMethodException | InstantiationException |
                        InvocationTargetException ex0) {
                    Assertions.fail(ex0.getMessage());
                }
    }
"
rng_162_1,"    @Test
    void testConstructorWithoutFullLengthSeed_1_oe() {
        // Hit the case when the input seed is self-seeded when not full length
        RandomAssert.assertNextLongNonZeroOutput(new XoRoShiRo128PlusPlus(new long[] {SEED[0]}), SEED_SIZE, SEED_SIZE);
    }
",XoRoShiRo128PlusPlusTest::testConstructorWithoutFullLengthSeed_1_oe,assertNextLongNonZeroOutput,"        RandomAssert.assertNextLongNonZeroOutput(new XoRoShiRo128PlusPlus(new long[] {SEED[0]}
",commons-rng-core/src/test/java/org/apache/commons/rng/core/source64/XoRoShiRo128PlusPlusTest.java,
rng_163_1,"    @Test
    void testElementConstructor_1_oe() {
        final XoRoShiRo128PlusPlus rng1 = new XoRoShiRo128PlusPlus(SEED);
        final XoRoShiRo128PlusPlus rng2 = new XoRoShiRo128PlusPlus(SEED[0], SEED[1]);
        RandomAssert.assertNextLongEquals(SEED.length * 2, rng1, rng2);
    }
",XoRoShiRo128PlusPlusTest::testElementConstructor_1_oe,assertNextLongEquals,"    public static void assertNextLongEquals(int cycles, UniformRandomProvider rng1, UniformRandomProvider rng2) {
        for (int i = 0; i < cycles; i++) {
            final int index = i;
            Assertions.assertEquals(rng1.nextLong(), rng2.nextLong(), () -> ""Value at position "" + index);
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testElementConstructor_1_oe() {
        final XoRoShiRo128PlusPlus rng1 = new XoRoShiRo128PlusPlus(SEED);
        final XoRoShiRo128PlusPlus rng2 = new XoRoShiRo128PlusPlus(SEED[0], SEED[1]);
        RandomAssert.        final int cycles0 = SEED.length * 2;
        final UniformRandomProvider rng10 = rng1;
        final UniformRandomProvider rng20 = rng2;
        for (int i0 = 0; i0 < cycles0; i0++) {
                    final int index0 = i0;
                    Assertions.assertEquals(rng10.nextLong(), rng20.nextLong(), () -> ""Value at position "" + index0);
                }
    }
"
rng_164_1,"    @Test
    void testJump_1_oe() {
        RandomAssert.assertJumpEquals(EXPECTED_SEQUENCE, EXPECTED_SEQUENCE_AFTER_JUMP, new XoRoShiRo128PlusPlus(SEED));
    }
",XoRoShiRo128PlusPlusTest::testJump_1_oe,assertJumpEquals,"    public static void assertJumpEquals(int[] expectedBefore,
                                        int[] expectedAfter,
                                        JumpableUniformRandomProvider rng) {
        final UniformRandomProvider copy = rng.jump();
        Assertions.assertNotSame(rng, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(rng.getClass(), copy.getClass(), ""The copy instance should be the same class"");
        assertEquals(expectedBefore, copy, ""Pre-jump value at position "");
        assertEquals(expectedAfter, rng, ""Post-jump value at position "");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testJump_1_oe() {
        RandomAssert.        final int[] expectedBefore0 = EXPECTED_SEQUENCE;
        final int[] expectedAfter0 = EXPECTED_SEQUENCE_AFTER_JUMP;
        final JumpableUniformRandomProvider rng0 = new XoRoShiRo128PlusPlus(SEED);
        final UniformRandomProvider copy0 = rng0.jump();
                Assertions.assertNotSame(rng0, copy0, ""The copy0 instance should be a different object"");
                Assertions.assertEquals(rng0.getClass(), copy0.getClass(), ""The copy0 instance should be the same class"");
                assertEquals(expectedBefore0, copy0, ""Pre-jump value at position "");
                assertEquals(expectedAfter0, rng0, ""Post-jump value at position "");
    }
"
rng_165_1,"    @Test
    void testLongJump_1_oe() {
        RandomAssert.assertLongJumpEquals(EXPECTED_SEQUENCE, EXPECTED_SEQUENCE_AFTER_LONG_JUMP, new XoRoShiRo128PlusPlus(SEED));
    }
",XoRoShiRo128PlusPlusTest::testLongJump_1_oe,assertLongJumpEquals,"    public static void assertLongJumpEquals(int[] expectedBefore,
                                            int[] expectedAfter,
                                            LongJumpableUniformRandomProvider rng) {
        final UniformRandomProvider copy = rng.longJump();
        Assertions.assertNotSame(rng, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(rng.getClass(), copy.getClass(), ""The copy instance should be the same class"");
        assertEquals(expectedBefore, copy, ""Pre-jump value at position "");
        assertEquals(expectedAfter, rng, ""Post-jump value at position "");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java,"    @Test
    void testLongJump_1_oe() {
        RandomAssert.        final int[] expectedBefore0 = EXPECTED_SEQUENCE;
        final int[] expectedAfter0 = EXPECTED_SEQUENCE_AFTER_LONG_JUMP;
        final LongJumpableUniformRandomProvider rng0 = new XoRoShiRo128PlusPlus(SEED);
        final UniformRandomProvider copy0 = rng0.longJump();
                Assertions.assertNotSame(rng0, copy0, ""The copy0 instance should be a different object"");
                Assertions.assertEquals(rng0.getClass(), copy0.getClass(), ""The copy0 instance should be the same class"");
                assertEquals(expectedBefore0, copy0, ""Pre-jump value at position "");
                assertEquals(expectedAfter0, rng0, ""Post-jump value at position "");
    }
"
