id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file
rng_61_1,"    @ParameterizedTest
    @MethodSource(""getJumpableProviders"")
    void testJumpReturnsACopy_1_oe(JumpableUniformRandomProvider generator) {
        assertJumpReturnsACopy(generator::jump, generator);
    }
",JumpableProvidersParametricTest::testJumpReturnsACopy_1_oe,assertJumpReturnsACopy,"    private static void assertJumpReturnsACopy(TestJumpFunction jumpFunction,
                                               JumpableUniformRandomProvider generator) {
        final UniformRandomProvider copy = jumpFunction.jump();
        Assertions.assertNotSame(generator, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(generator.getClass(), copy.getClass(), ""The copy instance should be the same class"");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java
rng_62_1,"    @ParameterizedTest
    @MethodSource(""getJumpableProviders"")
    void testLongJumpReturnsACopy_1_oe(JumpableUniformRandomProvider generator) {
        assertJumpReturnsACopy(getLongJumpFunction(generator), generator);
    }
",JumpableProvidersParametricTest::testLongJumpReturnsACopy_1_oe,assertJumpReturnsACopy,"    private static void assertJumpReturnsACopy(TestJumpFunction jumpFunction,
                                               JumpableUniformRandomProvider generator) {
        final UniformRandomProvider copy = jumpFunction.jump();
        Assertions.assertNotSame(generator, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(generator.getClass(), copy.getClass(), ""The copy instance should be the same class"");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java
rng_63_1,"    @ParameterizedTest
    @MethodSource(""getJumpableProviders"")
    void testJumpCopyMatchesPreJumpState_1_oe(JumpableUniformRandomProvider generator) {
        assertCopyMatchesPreJumpState(generator::jump, generator);
    }
",JumpableProvidersParametricTest::testJumpCopyMatchesPreJumpState_1_oe,assertCopyMatchesPreJumpState,"    private static void assertCopyMatchesPreJumpState(TestJumpFunction jumpFunction,
                                                      JumpableUniformRandomProvider generator) {
        Assumptions.assumeTrue(generator instanceof RestorableUniformRandomProvider, ""Not a restorable RNG"");

        for (int repeats = 0; repeats < 2; repeats++) {
            // Exercise the generator.
            // This calls nextInt() once so the default implementation of LongProvider
            // should have cached a state for nextInt() in one of the two repeats.
            // Calls nextBoolean() to ensure a cached state in one of the two repeats.
            generator.nextInt();
            generator.nextBoolean();

            final RandomProviderState preJumpState = ((RestorableUniformRandomProvider) generator).saveState();
            Assumptions.assumeTrue(preJumpState instanceof RandomProviderDefaultState, ""Not a recognised state"");

            final UniformRandomProvider copy = jumpFunction.jump();

            final RandomProviderState copyState = ((RestorableUniformRandomProvider) copy).saveState();
            final RandomProviderDefaultState expected = (RandomProviderDefaultState) preJumpState;
            final RandomProviderDefaultState actual = (RandomProviderDefaultState) copyState;
            Assertions.assertArrayEquals(expected.getState(),actual.getState(),""The copy instance state should match the state of the original"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java
rng_64_1,"    @ParameterizedTest
    @MethodSource(""getJumpableProviders"")
    void testLongJumpCopyMatchesPreJumpState_1_oe(JumpableUniformRandomProvider generator) {
        assertCopyMatchesPreJumpState(getLongJumpFunction(generator), generator);
    }
",JumpableProvidersParametricTest::testLongJumpCopyMatchesPreJumpState_1_oe,assertCopyMatchesPreJumpState,"    private static void assertCopyMatchesPreJumpState(TestJumpFunction jumpFunction,
                                                      JumpableUniformRandomProvider generator) {
        Assumptions.assumeTrue(generator instanceof RestorableUniformRandomProvider, ""Not a restorable RNG"");

        for (int repeats = 0; repeats < 2; repeats++) {
            // Exercise the generator.
            // This calls nextInt() once so the default implementation of LongProvider
            // should have cached a state for nextInt() in one of the two repeats.
            // Calls nextBoolean() to ensure a cached state in one of the two repeats.
            generator.nextInt();
            generator.nextBoolean();

            final RandomProviderState preJumpState = ((RestorableUniformRandomProvider) generator).saveState();
            Assumptions.assumeTrue(preJumpState instanceof RandomProviderDefaultState, ""Not a recognised state"");

            final UniformRandomProvider copy = jumpFunction.jump();

            final RandomProviderState copyState = ((RestorableUniformRandomProvider) copy).saveState();
            final RandomProviderDefaultState expected = (RandomProviderDefaultState) preJumpState;
            final RandomProviderDefaultState actual = (RandomProviderDefaultState) copyState;
            Assertions.assertArrayEquals(expected.getState(),actual.getState(),""The copy instance state should match the state of the original"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java
rng_65_1,"    @ParameterizedTest
    @MethodSource(""getJumpableProviders"")
    void testJumpResetsDefaultState_1_oe(JumpableUniformRandomProvider generator) {
        assertJumpResetsDefaultState(generator::jump, generator);
    }
",JumpableProvidersParametricTest::testJumpResetsDefaultState_1_oe,assertJumpResetsDefaultState,"    private static void assertJumpResetsDefaultState(TestJumpFunction jumpFunction,
                                                     JumpableUniformRandomProvider generator) {
        int stateSize;
        if (generator instanceof IntProvider) {
            stateSize = INT_PROVIDER_STATE_SIZE;
        } else if (generator instanceof LongProvider) {
            stateSize = LONG_PROVIDER_STATE_SIZE;
        } else {
            throw new AssertionError(""Unsupported RNG"");
        }
        final byte[] expected = new byte[stateSize];
        for (int repeats = 0; repeats < 2; repeats++) {
            // Exercise the generator.
            // This calls nextInt() once so the default implementation of LongProvider
            // should have cached a state for nextInt() in one of the two repeats.
            // Calls nextBoolean() to ensure a cached state in one of the two repeats.
            generator.nextInt();
            generator.nextBoolean();

            jumpFunction.jump();

            // An Int/LongProvider so must be a RestorableUniformRandomProvider
            final RandomProviderState postJumpState = ((RestorableUniformRandomProvider) generator).saveState();
            final byte[] actual = ((RandomProviderDefaultState) postJumpState).getState();

            Assumptions.assumeTrue(actual.length >= stateSize, ""Implementation has removed default state"");

            // The implementation requires that any sub-class state is prepended to the
            // state thus the default state is at the end.
            final byte[] defaultState = Arrays.copyOfRange(actual, actual.length - stateSize, actual.length);
            Assertions.assertArrayEquals(expected,defaultState,""The jump should reset the default state to zero"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java
rng_66_1,"    @ParameterizedTest
    @MethodSource(""getJumpableProviders"")
    void testLongJumpResetsDefaultState_1_oe(JumpableUniformRandomProvider generator) {
        assertJumpResetsDefaultState(getLongJumpFunction(generator), generator);
    }
",JumpableProvidersParametricTest::testLongJumpResetsDefaultState_1_oe,assertJumpResetsDefaultState,"    private static void assertJumpResetsDefaultState(TestJumpFunction jumpFunction,
                                                     JumpableUniformRandomProvider generator) {
        int stateSize;
        if (generator instanceof IntProvider) {
            stateSize = INT_PROVIDER_STATE_SIZE;
        } else if (generator instanceof LongProvider) {
            stateSize = LONG_PROVIDER_STATE_SIZE;
        } else {
            throw new AssertionError(""Unsupported RNG"");
        }
        final byte[] expected = new byte[stateSize];
        for (int repeats = 0; repeats < 2; repeats++) {
            // Exercise the generator.
            // This calls nextInt() once so the default implementation of LongProvider
            // should have cached a state for nextInt() in one of the two repeats.
            // Calls nextBoolean() to ensure a cached state in one of the two repeats.
            generator.nextInt();
            generator.nextBoolean();

            jumpFunction.jump();

            // An Int/LongProvider so must be a RestorableUniformRandomProvider
            final RandomProviderState postJumpState = ((RestorableUniformRandomProvider) generator).saveState();
            final byte[] actual = ((RandomProviderDefaultState) postJumpState).getState();

            Assumptions.assumeTrue(actual.length >= stateSize, ""Implementation has removed default state"");

            // The implementation requires that any sub-class state is prepended to the
            // state thus the default state is at the end.
            final byte[] defaultState = Arrays.copyOfRange(actual, actual.length - stateSize, actual.length);
            Assertions.assertArrayEquals(expected,defaultState,""The jump should reset the default state to zero"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/JumpableProvidersParametricTest.java
rng_81_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new Well1024a(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",Well1024aTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_82_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitSeedIsFunctional(Well1024a.class, SEED_SIZE);
    }
",Well1024aTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(type, 32 * size);
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_84_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new XoRoShiRo64StarStar(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",XoRoShiRo64StarStarTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_85_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitSeedIsFunctional(XoRoShiRo64StarStar.class, SEED_SIZE);
    }
",XoRoShiRo64StarStarTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(type, 32 * size);
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_86_1,"    @Test
    void testConstructorWithoutFullLengthSeed_1_oe() {
        // Hit the case when the input seed is self-seeded when not full length
        RandomAssert.assertNextLongNonZeroOutput(new XoRoShiRo64StarStar(new int[] {0x012de1ba}), SEED_SIZE, SEED_SIZE);
    }
",XoRoShiRo64StarStarTest::testConstructorWithoutFullLengthSeed_1_oe,assertNextLongNonZeroOutput,"        RandomAssert.assertNextLongNonZeroOutput(new XoRoShiRo64StarStar(new int[] {0x012de1ba}
",commons-rng-core/src/test/java/org/apache/commons/rng/core/source32/XoRoShiRo64StarStarTest.java
rng_87_1,"    @Test
    void testElementConstructor_1_oe() {
        final int[] seed = {
            0x012de1ba, 0xa5a818b8,
        };
        final XoRoShiRo64StarStar rng1 = new XoRoShiRo64StarStar(seed);
        final XoRoShiRo64StarStar rng2 = new XoRoShiRo64StarStar(seed[0], seed[1]);
        RandomAssert.assertNextIntEquals(seed.length * 2, rng1, rng2);
    }
",XoRoShiRo64StarStarTest::testElementConstructor_1_oe,assertNextIntEquals,"    public static void assertNextIntEquals(int cycles, UniformRandomProvider rng1, UniformRandomProvider rng2) {
        for (int i = 0; i < cycles; i++) {
            final int index = i;
            Assertions.assertEquals(rng1.nextInt(), rng2.nextInt(), () -> ""Value at position "" + index);
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_89_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new XoShiRo128StarStar(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",XoShiRo128StarStarTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_90_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitSeedIsFunctional(XoShiRo128StarStar.class, SEED_SIZE);
    }
",XoShiRo128StarStarTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(type, 32 * size);
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_91_1,"    @Test
    void testConstructorWithoutFullLengthSeed_1_oe() {
        // Hit the case when the input seed is self-seeded when not full length
        RandomAssert.assertNextLongNonZeroOutput(new XoShiRo128StarStar(new int[] {SEED[0]}), SEED_SIZE, SEED_SIZE);
    }
",XoShiRo128StarStarTest::testConstructorWithoutFullLengthSeed_1_oe,assertNextLongNonZeroOutput,"        RandomAssert.assertNextLongNonZeroOutput(new XoShiRo128StarStar(new int[] {SEED[0]}
",commons-rng-core/src/test/java/org/apache/commons/rng/core/source32/XoShiRo128StarStarTest.java
rng_92_1,"    @Test
    void testElementConstructor_1_oe() {
        final XoShiRo128StarStar rng1 = new XoShiRo128StarStar(SEED);
        final XoShiRo128StarStar rng2 = new XoShiRo128StarStar(SEED[0], SEED[1], SEED[2], SEED[3]);
        RandomAssert.assertNextIntEquals(SEED.length * 2, rng1, rng2);
    }
",XoShiRo128StarStarTest::testElementConstructor_1_oe,assertNextIntEquals,"    public static void assertNextIntEquals(int cycles, UniformRandomProvider rng1, UniformRandomProvider rng2) {
        for (int i = 0; i < cycles; i++) {
            final int index = i;
            Assertions.assertEquals(rng1.nextInt(), rng2.nextInt(), () -> ""Value at position "" + index);
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_93_1,"    @Test
    void testJump_1_oe() {
        RandomAssert.assertJumpEquals(EXPECTED_SEQUENCE, EXPECTED_SEQUENCE_AFTER_JUMP, new XoShiRo128StarStar(SEED));
    }
",XoShiRo128StarStarTest::testJump_1_oe,assertJumpEquals,"    public static void assertJumpEquals(int[] expectedBefore,
                                        int[] expectedAfter,
                                        JumpableUniformRandomProvider rng) {
        final UniformRandomProvider copy = rng.jump();
        Assertions.assertNotSame(rng, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(rng.getClass(), copy.getClass(), ""The copy instance should be the same class"");
        assertEquals(expectedBefore, copy, ""Pre-jump value at position "");
        assertEquals(expectedAfter, rng, ""Post-jump value at position "");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_94_1,"    @Test
    void testLongJump_1_oe() {
        RandomAssert.assertLongJumpEquals(EXPECTED_SEQUENCE, EXPECTED_SEQUENCE_AFTER_LONG_JUMP, new XoShiRo128StarStar(SEED));
    }
",XoShiRo128StarStarTest::testLongJump_1_oe,assertLongJumpEquals,"    public static void assertLongJumpEquals(int[] expectedBefore,
                                            int[] expectedAfter,
                                            LongJumpableUniformRandomProvider rng) {
        final UniformRandomProvider copy = rng.longJump();
        Assertions.assertNotSame(rng, copy, ""The copy instance should be a different object"");
        Assertions.assertEquals(rng.getClass(), copy.getClass(), ""The copy instance should be the same class"");
        assertEquals(expectedBefore, copy, ""Pre-jump value at position "");
        assertEquals(expectedAfter, rng, ""Post-jump value at position "");
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_96_1,"    @Test
    void testConstructorWithZeroSeedIsNonFunctional_1_oe() {
        RandomAssert.assertNextIntZeroOutput(new XoShiRo128Plus(new int[SEED_SIZE]), 2 * SEED_SIZE);
    }
",XoShiRo128PlusTest::testConstructorWithZeroSeedIsNonFunctional_1_oe,assertNextIntZeroOutput,"    public static void assertNextIntZeroOutput(UniformRandomProvider rng, int cycles) {
        for (int i = 0; i < cycles; i++) {
            Assertions.assertEquals(0, rng.nextInt(), ""Expected the generator to output zeros"");
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_97_1,"    @Test
    void testConstructorWithSingleBitSeedIsFunctional_1_oe() {
        RandomAssert.assertIntArrayConstructorWithSingleBitSeedIsFunctional(XoShiRo128Plus.class, SEED_SIZE);
    }
",XoShiRo128PlusTest::testConstructorWithSingleBitSeedIsFunctional_1_oe,assertIntArrayConstructorWithSingleBitSeedIsFunctional,"    public static <T extends UniformRandomProvider> void
        assertIntArrayConstructorWithSingleBitSeedIsFunctional(Class<T> type, int size) {
        assertIntArrayConstructorWithSingleBitInPoolIsFunctional(type, 32 * size);
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
rng_98_1,"    @Test
    void testConstructorWithoutFullLengthSeed_1_oe() {
        // Hit the case when the input seed is self-seeded when not full length
        RandomAssert.assertNextLongNonZeroOutput(new XoShiRo128Plus(new int[] {SEED[0]}), SEED_SIZE, SEED_SIZE);
    }
",XoShiRo128PlusTest::testConstructorWithoutFullLengthSeed_1_oe,assertNextLongNonZeroOutput,"        RandomAssert.assertNextLongNonZeroOutput(new XoShiRo128Plus(new int[] {SEED[0]}
",commons-rng-core/src/test/java/org/apache/commons/rng/core/source32/XoShiRo128PlusTest.java
rng_99_1,"    @Test
    void testElementConstructor_1_oe() {
        final XoShiRo128Plus rng1 = new XoShiRo128Plus(SEED);
        final XoShiRo128Plus rng2 = new XoShiRo128Plus(SEED[0], SEED[1], SEED[2], SEED[3]);
        RandomAssert.assertNextIntEquals(SEED.length * 2, rng1, rng2);
    }
",XoShiRo128PlusTest::testElementConstructor_1_oe,assertNextIntEquals,"    public static void assertNextIntEquals(int cycles, UniformRandomProvider rng1, UniformRandomProvider rng2) {
        for (int i = 0; i < cycles; i++) {
            final int index = i;
            Assertions.assertEquals(rng1.nextInt(), rng2.nextInt(), () -> ""Value at position "" + index);
        }
    }
",commons-rng-core/src/test/java/org/apache/commons/rng/core/RandomAssert.java
