classname,method,docstring,method_definition
org.apache.commons.imaging.ImageInfo,getFormat(),"/**
     * Returns the image file format, ie. ImageFormat.IMAGE_FORMAT_PNG.
     *
     * <p>Returns ImageFormat.IMAGE_FORMAT_UNKNOWN if format is unknown.</p>
     *
     * @return a constant defined in ImageFormat.
     * @see ImageFormats
     */","public ImageFormat getFormat() {
        return format;
    }"
org.apache.commons.imaging.ImageInfo,getFormatName(),"/**
     * Returns a string with the name of the image file format.
     *
     * @return the name of the image file format.
     * @see #getFormat()
     */","public String getFormatName() {
        return formatName;
    }"
org.apache.commons.imaging.ImageInfo,getHeight(),"/**
     * Returns the height of the image in pixels.
     *
     * @return image height in pixels.
     * @see #getWidth()
     */","public int getHeight() {
        return height;
    }"
org.apache.commons.imaging.ImageInfo,getMimeType(),"/**
     * Returns the MIME type of the image.
     *
     * @return image MIME type.
     * @see #getFormat()
     */","public String getMimeType() {
        return mimeType;
    }"
org.apache.commons.imaging.ImageInfo,getNumberOfImages(),"/**
     * Returns the number of images in the file.
     *
     * <p>Applies mostly to GIF and TIFF; reading PSD/Photoshop layers is not
     * supported, and Jpeg/JFIF EXIF thumbnails are not included in this count.</p>
     *
     * @return number of images in the file.
     */","public int getNumberOfImages() {
        return numberOfImages;
    }"
org.apache.commons.imaging.ImageInfo,getPhysicalHeightDpi(),"/**
     * Returns horizontal dpi of the image, if available.
     *
     * <p>Applies to TIFF (optional), BMP (always), GIF (constant: 72), Jpeg
     * (optional), PNG (optional), PNM (constant: 72), PSD/Photoshop (constant:
     * 72).</p>
     *
     * @return returns -1 if not present.
     */","public int getPhysicalHeightDpi() {
        return physicalHeightDpi;
    }"
org.apache.commons.imaging.ImageInfo,getPhysicalHeightInch(),"/**
     * Returns physical height of the image in inches, if available.
     *
     * <p>Applies to TIFF (optional), BMP (always), GIF (constant: 72), Jpeg
     * (optional), PNG (optional), PNM (constant: 72), PSD/Photoshop (constant:
     * 72).</p>
     *
     * @return returns -1 if not present.
     */","public float getPhysicalHeightInch() {
        return physicalHeightInch;
    }"
org.apache.commons.imaging.ImageInfo,getPhysicalWidthDpi(),"/**
     * Returns vertical dpi of the image, if available.
     *
     * <p>Applies to TIFF (optional), BMP (always), GIF (constant: 72), Jpeg
     * (optional), PNG (optional), PNM (constant: 72), PSD/Photoshop (constant:
     * 72).</p>
     *
     * @return returns -1 if not present.
     */","public int getPhysicalWidthDpi() {
        return physicalWidthDpi;
    }"
org.apache.commons.imaging.ImageInfo,getPhysicalWidthInch(),"/**
     * Returns physical width of the image in inches, if available.
     *
     * <p>Applies to TIFF (optional), BMP (always), GIF (constant: 72), Jpeg
     * (optional), PNG (optional), PNM (constant: 72), PSD/Photoshop (constant:
     * 72).</p>
     *
     * @return returns -1 if not present.
     */","public float getPhysicalWidthInch() {
        return physicalWidthInch;
    }"
org.apache.commons.imaging.ImageInfo,getWidth(),"/**
     * Returns the width of the image in pixels.
     *
     * @return image width in pixels.
     * @see #getHeight()
     */","public int getWidth() {
        return width;
    }"
org.apache.commons.imaging.ImageInfo,isProgressive(),"/**
     * Returns true if the image is progressive or interlaced.
     *
     * @return {@code true} if the image is progressive or interlaced, {@code false} otherwise.
     */","public boolean isProgressive() {
        return progressive;
    }"
org.apache.commons.imaging.ImageInfo,getColorType(),"/**
     * Returns the {@link org.apache.commons.imaging.ImageInfo.ColorType} of the image.
     *
     * @return image color type.
     */","public ColorType getColorType() {
        return colorType;
    }"
org.apache.commons.imaging.ImageInfo,void dump(),,"public void dump() {
        LOGGER.fine(toString());
    }"
org.apache.commons.imaging.ImageInfo,toString(),,"@Override
    public String toString() {
        try {
            final StringWriter sw = new StringWriter();
            final PrintWriter pw = new PrintWriter(sw);

            toString(pw, """");
            pw.flush();

            return sw.toString();
        } catch (final Exception e) {
            return ""Image Data: Error"";
        }
    }"
org.apache.commons.imaging.ImageInfo,"void toString(final PrintWriter pw, final String prefix)",,"public void toString(final PrintWriter pw, final String prefix) {
        pw.println(""Format Details: "" + formatDetails);

        pw.println(""Bits Per Pixel: "" + bitsPerPixel);
        pw.println(""Comments: "" + comments.size());
        for (int i = 0; i < comments.size(); i++) {
            final String s = comments.get(i);
            pw.println(""\t"" + i + "": '"" + s + ""'"");

        }
        pw.println(""Format: "" + format.getName());
        pw.println(""Format Name: "" + formatName);
        pw.println(""Compression Algorithm: "" + compressionAlgorithm);
        pw.println(""Height: "" + height);
        pw.println(""MimeType: "" + mimeType);
        pw.println(""Number Of Images: "" + numberOfImages);
        pw.println(""Physical Height Dpi: "" + physicalHeightDpi);
        pw.println(""Physical Height Inch: "" + physicalHeightInch);
        pw.println(""Physical Width Dpi: "" + physicalWidthDpi);
        pw.println(""Physical Width Inch: "" + physicalWidthInch);
        pw.println(""Width: "" + width);
        pw.println(""Is Progressive: "" + progressive);
        pw.println(""Is Transparent: "" + transparent);

        pw.println(""Color Type: "" + colorType.toString());
        pw.println(""Uses Palette: "" + usesPalette);

        pw.flush();

    }"
org.apache.commons.imaging.ImageInfo,getFormatDetails(),"/**
     * Returns a description of the file format, ie. format version.
     *
     * @return file format description.
     */","public String getFormatDetails() {
        return formatDetails;
    }"
org.apache.commons.imaging.ImageInfo,isTransparent(),"/**
     * Returns true if the image has transparency.
     *
     * @return {@code true} if the image has transparency, {@code false} otherwise.
     */","public boolean isTransparent() {
        return transparent;
    }"
org.apache.commons.imaging.ImageInfo,usesPalette(),"/**
     * Returns true if the image uses a palette.
     *
     * @return {@code true} if the image uses a palette, {@code false} otherwise.
     */","public boolean usesPalette() {
        return usesPalette;
    }"
org.apache.commons.imaging.ImageInfo,getCompressionAlgorithm(),"/**
     * Returns a description of the compression algorithm, if any.
     *
     * @return compression algorithm description.
     */","public CompressionAlgorithm getCompressionAlgorithm() {
        return compressionAlgorithm;
    }"
org.apache.commons.imaging.Imaging,hasImageFileExtension(final File file),"/**
     * Attempts to determine if a file contains an image recorded in
     * a supported graphics format based on its file-name extension
     * (for example ""&#46;jpg"", ""&#46;gif"", ""&#46;png"", etc&#46;).
     *
     * @param file A valid File object providing a reference to a file that may contain an image.
     * @return true if the file-name includes a supported image format file extension; otherwise, false.
     */","public static boolean hasImageFileExtension(final File file) {
        if (file == null || !file.isFile()) {
            return false;
        }
        return hasImageFileExtension(file.getName());
    }"
org.apache.commons.imaging.Imaging,hasImageFileExtension(final String fileName),"/**
     * Attempts to determine if a file contains an image recorded in
     * a supported graphics format based on its file-name extension
     * (for example ""&#46;jpg"", ""&#46;gif"", ""&#46;png"", etc&#46;).
     *
     * @param fileName  A valid string representing name of file which may contain an image.
     * @return true if the file name has an image format file extension.
     */","public static boolean hasImageFileExtension(final String fileName) {
        if (fileName == null) {
            return false;
        }

        final String normalizedFilename = fileName.toLowerCase(Locale.ENGLISH);

        for (final ImageParser<?> imageParser : ImageParser.getAllImageParsers()) {
            for (final String extension : imageParser.getAcceptedExtensions()) {
                if (normalizedFilename.endsWith(extension.toLowerCase(Locale.ENGLISH))) {
                    return true;
                }
            }
        }

        return false;
    }"
org.apache.commons.imaging.Imaging,guessFormat(final byte[] bytes),"/**
     * Attempts to determine the image format of a file based on its ""magic numbers,"" the first bytes of the data.
     *
     * <p>Many graphics format specify identifying byte
     * values that appear at the beginning of the data file.  This method
     * checks for such identifying elements and returns a ImageFormat
     * enumeration indicating what it detects. Note that this
     * method can return ""false positives"" in cases where non-image files
     * begin with the specified byte values.</p>
     *
     * @param bytes  Byte array containing an image file.
     * @return An ImageFormat, such as ImageFormat.IMAGE_FORMAT_JPEG. Returns ImageFormat.IMAGE_FORMAT_UNKNOWN if the image type cannot be determined.
     * @throws IOException in the event of an unrecoverable I/O condition.
     */","public static ImageFormat guessFormat(final byte[] bytes) throws IOException {
        return guessFormat(new ByteSourceArray(bytes));
    }"
org.apache.commons.imaging.Imaging,guessFormat(final File file),"/**
     * Attempts to determine the image format of a file based on its ""magic numbers,"" the first bytes of the data.
     *
     * <p>Many graphics formats specify identifying byte
     * values that appear at the beginning of the data file.  This method
     * checks for such identifying elements and returns a ImageFormat
     * enumeration indicating what it detects. Note that this
     * method can return ""false positives"" in cases where non-image files
     * begin with the specified byte values.</p>
     *
     * @param file  File containing image data.
     * @return An ImageFormat, such as ImageFormat.IMAGE_FORMAT_JPEG. Returns ImageFormat.IMAGE_FORMAT_UNKNOWN if the image type cannot be determined.
     * @throws IOException in the event of an unrecoverable I/O condition.
     */","public static ImageFormat guessFormat(final File file) throws IOException {
        return guessFormat(new ByteSourceFile(file));
    }"
org.apache.commons.imaging.Imaging,"compareBytePair(final int[] a, final int[] b)",,"private static boolean compareBytePair(final int[] a, final int[] b) {
        if (a.length != 2 && b.length != 2) {
            throw new IllegalArgumentException(""Invalid Byte Pair."");
        }
        return (a[0] == b[0]) && (a[1] == b[1]);
    }"
org.apache.commons.imaging.Imaging,guessFormat(final ByteSource byteSource),"/**
     * Attempts to determine the image format of a file based on its ""magic numbers,"" the first bytes of the data.
     *
     * <p>Many graphics formats specify identifying byte
     * values that appear at the beginning of the data file.  This method
     * checks for such identifying elements and returns a ImageFormat
     * enumeration indicating what it detects. Note that this
     * method can return ""false positives"" in cases where non-image files
     * begin with the specified byte values.</p>
     *
     * @param byteSource a valid ByteSource object potentially supplying data for an image.
     * @return An ImageFormat, such as ImageFormat.IMAGE_FORMAT_JPEG. Returns ImageFormat.IMAGE_FORMAT_UNKNOWN if the image type cannot be determined.
     * @throws IllegalArgumentException in the event of an unsuccessful attempt to read the image data
     * @throws IOException in the event of an unrecoverable I/O condition.
     */","public static ImageFormat guessFormat(final ByteSource byteSource) throws IOException {
        if (byteSource == null) {
            return ImageFormats.UNKNOWN;
        }

        try (InputStream is = byteSource.getInputStream()) {
            final int i1 = is.read();
            final int i2 = is.read();
            if ((i1 < 0) || (i2 < 0)) {
                throw new IllegalArgumentException(""Couldn't read magic numbers to guess format."");
            }

            final int b1 = i1 & 0xff;
            final int b2 = i2 & 0xff;
            final int[] bytePair = { b1, b2, };

            if (compareBytePair(MAGIC_NUMBERS_GIF, bytePair)) {
                return ImageFormats.GIF;
            // } else if (b1 == 0x00 && b2 == 0x00) // too similar to TGA
            // {
            // return ImageFormat.IMAGE_FORMAT_ICO;
            }
            if (compareBytePair(MAGIC_NUMBERS_PNG, bytePair)) {
                return ImageFormats.PNG;
            }
            if (compareBytePair(MAGIC_NUMBERS_JPEG, bytePair)) {
                return ImageFormats.JPEG;
            }
            if (compareBytePair(MAGIC_NUMBERS_BMP, bytePair)) {
                return ImageFormats.BMP;
            }
            if (compareBytePair(MAGIC_NUMBERS_TIFF_MOTOROLA, bytePair)) {
                return ImageFormats.TIFF;
            }
            if (compareBytePair(MAGIC_NUMBERS_TIFF_INTEL, bytePair)) {
                return ImageFormats.TIFF;
            }
            if (compareBytePair(MAGIC_NUMBERS_PSD, bytePair)) {
                return ImageFormats.PSD;
            }
            if (compareBytePair(MAGIC_NUMBERS_PAM, bytePair)) {
                return ImageFormats.PAM;
            }
            if (compareBytePair(MAGIC_NUMBERS_PBM_A, bytePair)) {
                return ImageFormats.PBM;
            }
            if (compareBytePair(MAGIC_NUMBERS_PBM_B, bytePair)) {
                return ImageFormats.PBM;
            }
            if (compareBytePair(MAGIC_NUMBERS_PGM_A, bytePair)) {
                return ImageFormats.PGM;
            }
            if (compareBytePair(MAGIC_NUMBERS_PGM_B, bytePair)) {
                return ImageFormats.PGM;
            }
            if (compareBytePair(MAGIC_NUMBERS_PPM_A, bytePair)) {
                return ImageFormats.PPM;
            }
            if (compareBytePair(MAGIC_NUMBERS_PPM_B, bytePair)) {
                return ImageFormats.PPM;
            }
            if (compareBytePair(MAGIC_NUMBERS_JBIG2_1, bytePair)) {
                final int i3 = is.read();
                final int i4 = is.read();
                if ((i3 < 0) || (i4 < 0)) {
                    throw new IllegalArgumentException(""Couldn't read magic numbers to guess format."");
                }

                final int b3 = i3 & 0xff;
                final int b4 = i4 & 0xff;
                final int[] bytePair2 = { b3, b4, };
                if (compareBytePair(MAGIC_NUMBERS_JBIG2_2, bytePair2)) {
                    return ImageFormats.JBIG2;
                }
            } else if (compareBytePair(MAGIC_NUMBERS_ICNS, bytePair)) {
                return ImageFormats.ICNS;
            } else if (compareBytePair(MAGIC_NUMBERS_DCX, bytePair)) {
                return ImageFormats.DCX;
            } else if (compareBytePair(MAGIC_NUMBERS_RGBE, bytePair)) {
                return ImageFormats.RGBE;
            }
            return Stream
                .of(ImageFormats.values())
                .filter((imageFormat) -> Stream
                    .of(imageFormat.getExtensions())
                    .anyMatch((extension) -> {
                        final String fileName = byteSource.getFileName();
                        if (fileName == null || fileName.trim().length() == 0) {
                            return false;
                        }
                        final String fileExtension = fileName.substring(fileName.lastIndexOf('.') + 1);
                        return extension != null
                                && extension.trim().length() > 0
                                && fileExtension.equalsIgnoreCase(extension);
                    }))
                .findFirst()
                .orElse(ImageFormats.UNKNOWN)
            ;
        }
    }"
org.apache.commons.imaging.Imaging,getICCProfile(final byte[] bytes),"/**
     * Extracts an ICC Profile (if present) from JPEG, PNG, PSD (Photoshop) and TIFF images.
     *
     * @param bytes Byte array containing an image file.
     * @return An instance of ICC_Profile or null if the image contains no ICC profile.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ICC_Profile getICCProfile(final byte[] bytes) throws ImageReadException, IOException {
        return getICCProfile(new ByteSourceArray(bytes));
    }"
org.apache.commons.imaging.Imaging,"getICCProfile(final InputStream is, final String fileName)","/**
     * Extracts an ICC Profile (if present) from JPEG, PNG, PSD (Photoshop) and TIFF images.
     *
     * @param is InputStream from which to read image data.
     * @param fileName Filename associated with image data (optional).
     * @return An instance of ICC_Profile or null if the image contains no ICC profile.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ICC_Profile getICCProfile(final InputStream is, final String fileName) throws ImageReadException, IOException {
        return getICCProfile(new ByteSourceInputStream(is, fileName));
    }"
org.apache.commons.imaging.Imaging,getICCProfile(final File file),"/**
     * Extracts an ICC Profile (if present) from JPEG, PNG, PSD (Photoshop) and TIFF images.
     *
     * @param file File containing image data.
     * @return An instance of ICC_Profile or null if the image contains no ICC profile.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ICC_Profile getICCProfile(final File file) throws ImageReadException, IOException {
        return getICCProfile(new ByteSourceFile(file));
    }"
org.apache.commons.imaging.Imaging,getICCProfile(final ByteSource byteSource),,"protected static ICC_Profile getICCProfile(final ByteSource byteSource) throws ImageReadException, IOException {
        final byte[] bytes = getICCProfileBytes(byteSource);
        if (bytes == null) {
            return null;
        }

        final IccProfileParser parser = new IccProfileParser();
        final IccProfileInfo info = parser.getICCProfileInfo(bytes);
        if (info == null) {
            return null;
        }
        if (info.issRGB()) {
            return null;
        }

        return ICC_Profile.getInstance(bytes);
    }"
org.apache.commons.imaging.Imaging,getICCProfileBytes(final byte[] bytes),"/**
     * Extracts the raw bytes of an ICC Profile (if present) from JPEG, PNG, PSD
     * (Photoshop) and TIFF images.
     *
     * <p>To parse the result use IccProfileParser or
     * ICC_Profile.getInstance(bytes).</p>
     *
     * @param bytes
     *            Byte array containing an image file.
     * @return A byte array.
     * @see IccProfileParser
     * @see ICC_Profile
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static byte[] getICCProfileBytes(final byte[] bytes) throws ImageReadException, IOException {
        return getICCProfileBytes(new ByteSourceArray(bytes));
    }"
org.apache.commons.imaging.Imaging,getICCProfileBytes(final File file),"/**
     * Extracts the raw bytes of an ICC Profile (if present) from JPEG, PNG, PSD
     * (Photoshop) and TIFF images.
     *
     * <p>To parse the result use IccProfileParser or
     * ICC_Profile.getInstance(bytes).</p>
     *
     * @param file
     *            File containing image data.
     * @return A byte array.
     * @see IccProfileParser
     * @see ICC_Profile
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static byte[] getICCProfileBytes(final File file) throws ImageReadException, IOException {
        return getICCProfileBytes(new ByteSourceFile(file));
    }"
org.apache.commons.imaging.Imaging,getICCProfileBytes(final ByteSource byteSource),,"private static byte[] getICCProfileBytes(final ByteSource byteSource) throws ImageReadException, IOException {
        final ImageParser<?> imageParser = Util.getImageParser(byteSource);
        return imageParser.getICCProfileBytes(byteSource, null);
    }"
org.apache.commons.imaging.Imaging,"getImageInfo(final String fileName, final byte[] bytes)","/**
     * Parses the ""image info"" of an image.
     *
     * <p>""Image info"" is a summary of basic information about the image such as:
     * width, height, file format, bit depth, color type, etc.</p>
     *
     * <p>Not to be confused with ""image metadata.""</p>
     *
     * @param fileName String.
     * @param bytes Byte array containing an image file.
     * @return An instance of ImageInfo.
     * @see ImageInfo
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ImageInfo getImageInfo(final String fileName, final byte[] bytes) throws ImageReadException, IOException {
        return getImageInfo(new ByteSourceArray(fileName, bytes));
    }"
org.apache.commons.imaging.Imaging,"getImageInfo(final InputStream is, final String fileName)","/**
     * Parses the ""image info"" of an image.
     *
     * <p>""Image info"" is a summary of basic information about the image such as:
     * width, height, file format, bit depth, color type, etc.</p>
     *
     * <p>Not to be confused with ""image metadata.""</p>
     *
     * @param is InputStream from which to read image data.
     * @param fileName Filename associated with image data (optional).
     * @return An instance of ImageInfo.
     * @see ImageInfo
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ImageInfo getImageInfo(final InputStream is, final String fileName) throws ImageReadException, IOException {
        return getImageInfo(new ByteSourceInputStream(is, fileName));
    }"
org.apache.commons.imaging.Imaging,getImageInfo(final byte[] bytes),"/**
     * Parses the ""image info"" of an image.
     *
     * <p>""Image info"" is a summary of basic information about the image such as:
     * width, height, file format, bit depth, color type, etc.</p>
     *
     * <p>Not to be confused with ""image metadata.""</p>
     *
     * @param bytes Byte array containing an image file.
     * @return An instance of ImageInfo.
     * @see ImageInfo
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ImageInfo getImageInfo(final byte[] bytes) throws ImageReadException, IOException {
        return getImageInfo(new ByteSourceArray(bytes));
    }"
org.apache.commons.imaging.Imaging,getImageInfo(final File file),"/**
     * Parses the ""image info"" of an image file.
     *
     * <p>""Image info"" is a summary of basic information about the image such as:
     * width, height, file format, bit depth, color type, etc.</p>
     *
     * <p>Not to be confused with ""image metadata.""</p>
     *
     * @param file File containing image data.
     * @return An instance of ImageInfo.
     * @see ImageInfo
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static ImageInfo getImageInfo(final File file) throws ImageReadException, IOException {
        return getImageInfo(new ByteSourceFile(file));
    }"
org.apache.commons.imaging.Imaging,getImageInfo(final ByteSource byteSource),,"private static ImageInfo getImageInfo(final ByteSource byteSource) throws ImageReadException, IOException {
        return Util.getImageParser(byteSource).getImageInfo(byteSource, null);
    }"
org.apache.commons.imaging.Imaging,"getImageSize(final InputStream is, final String fileName)","/**
     * Determines the width and height of an image.
     *
     * @param is InputStream from which to read image data.
     * @param fileName Filename associated with image data (optional).
     * @return The width and height of the image.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static Dimension getImageSize(final InputStream is, final String fileName) throws ImageReadException, IOException {
        return getImageSize(new ByteSourceInputStream(is, fileName));
    }"
org.apache.commons.imaging.Imaging,getImageSize(final byte[] bytes),"/**
     * Determines the width and height of an image.
     *
     * @param bytes Byte array containing an image file.
     * @return The width and height of the image.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static Dimension getImageSize(final byte[] bytes) throws ImageReadException, IOException {
        return getImageSize(new ByteSourceArray(bytes));
    }"
org.apache.commons.imaging.Imaging,getImageSize(final File file),"/**
     * Determines the width and height of an image file.
     *
     * @param file File containing image data.
     * @return The width and height of the image.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static Dimension getImageSize(final File file) throws ImageReadException, IOException {
        return getImageSize(new ByteSourceFile(file));
    }"
org.apache.commons.imaging.Imaging,getImageSize(final ByteSource byteSource),"/**
     * Determines the width and height of an image byte source.
     *
     * @param byteSource Byte source data.
     * @return The width and height of the image.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static Dimension getImageSize(final ByteSource byteSource) throws ImageReadException, IOException {
        final ImageParser<?> imageParser = Util.getImageParser(byteSource);
        return imageParser.getImageSize(byteSource, null);
    }"
org.apache.commons.imaging.Imaging,"getXmpXml(final InputStream is, final String fileName)","/**
     * Extracts the embedded XML metadata as an XML string.
     *
     * @param is InputStream from which to read image data.
     * @param fileName Filename associated with image data (optional).
     * @return Xmp Xml as String, if present. Otherwise, returns null.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static String getXmpXml(final InputStream is, final String fileName) throws ImageReadException, IOException {
        return getXmpXml(new ByteSourceInputStream(is, fileName));
    }"
org.apache.commons.imaging.Imaging,getXmpXml(final byte[] bytes),"/**
     * Extracts the embedded XML metadata as an XML string.
     *
     * @param bytes Byte array containing an image file.
     * @return Xmp Xml as String, if present. Otherwise, returns null.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static String getXmpXml(final byte[] bytes) throws ImageReadException, IOException {
        return getXmpXml(new ByteSourceArray(bytes));
    }"
org.apache.commons.imaging.Imaging,getXmpXml(final File file),"/**
     * Extracts the embedded XML metadata as an XML string.
     *
     * @param file File containing image data.
     * @return Xmp Xml as String, if present. Otherwise, returns null.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static String getXmpXml(final File file) throws ImageReadException, IOException {
        return getXmpXml(new ByteSourceFile(file));
    }"
org.apache.commons.imaging.Imaging,getXmpXml(final ByteSource byteSource),"/**
     * Extracts the embedded XML metadata as an XML string.
     *
     * @param byteSource File containing image data.
     * @return Xmp Xml as String, if present. Otherwise, returns null.
     * @throws ImageReadException if it fails to parse the image
     * @throws IOException if it fails to read the image data
     */","public static String getXmpXml(final ByteSource byteSource) throws ImageReadException, IOException {
        final ImageParser<?> imageParser = Util.getImageParser(byteSource);
        if (imageParser instanceof XmpEmbeddable) {
            return ((XmpEmbeddable) imageParser).getXmpXml(byteSource, null);
        }
        return null;
    }"
org.apache.commons.imaging.Imaging,getMetadata(final byte[] bytes),"/**
     * Parses the metadata of an image. This metadata depends on the format of the image.
     *
     * <p>JPEG/JFIF files may contain EXIF and/or IPTC metadata. PNG files may
     * contain comments. TIFF files may contain metadata.</p>
     *
     * <p>The instance of IImageMetadata returned by getMetadata() should be upcast
     * (depending on image format).</p>
     *
     * <p>Not to be confused with ""image info.""</p>
     *
     * @param bytes Byte array containing an image file.
     * @return An instance of ImageMetadata.
     * @see org.apache.commons.imaging.common.ImageMetadata
     * @throws ImageReadException if it fails to read the image metadata
     * @throws IOException if it fails to read the image data
     */","public static ImageMetadata getMetadata(final byte[] bytes) throws ImageReadException, IOException {
        return getMetadata(new ByteSourceArray(bytes));
    }"
