id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version,assert_kind,assert_name,custom_assert_name
async_19_2,async-http-client,AsyncHttpSingleTest,testErrorPropagation_2_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertNoValues,assertNoValues
async_19_3,async-http-client,AsyncHttpSingleTest,testErrorPropagation_3_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertError,assertError
async_20_1,async-http-client,AsyncHttpSingleTest,testErrorInOnCompletedPropagation_1_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertTerminalEvent,assertTerminalEvent
async_20_2,async-http-client,AsyncHttpSingleTest,testErrorInOnCompletedPropagation_2_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertNoValues,assertNoValues
async_20_3,async-http-client,AsyncHttpSingleTest,testErrorInOnCompletedPropagation_3_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertError,assertError
async_21_1,async-http-client,AsyncHttpSingleTest,testErrorInOnThrowablePropagation_1_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertTerminalEvent,assertTerminalEvent
async_21_2,async-http-client,AsyncHttpSingleTest,testErrorInOnThrowablePropagation_2_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertNoValues,assertNoValues
async_22_1,async-http-client,AsyncHttpSingleTest,testAbort_1_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertTerminalEvent,assertTerminalEvent
async_22_2,async-http-client,AsyncHttpSingleTest,testAbort_2_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertNoErrors,assertNoErrors
async_22_3,async-http-client,AsyncHttpSingleTest,testAbort_3_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertCompleted,assertCompleted
async_22_4,async-http-client,AsyncHttpSingleTest,testAbort_4_oe,extras/rxjava/src/test/java/org/asynchttpclient/extras/rxjava/single/AsyncHttpSingleTest.java,,,,assert,unknown,custom,assertValue,assertValue
async_26_1,async-http-client,DefaultRxHttpClientTest,emitsNullPointerExceptionWhenNullHandlerIsSupplied_1_oe,extras/rxjava2/src/test/java/org/asynchttpclient/extras/rxjava2/DefaultRxHttpClientTest.java,,,,assert,unknown,custom,assertTerminated,assertTerminated
async_26_2,async-http-client,DefaultRxHttpClientTest,emitsNullPointerExceptionWhenNullHandlerIsSupplied_2_oe,extras/rxjava2/src/test/java/org/asynchttpclient/extras/rxjava2/DefaultRxHttpClientTest.java,,,,assert,unknown,custom,assertNoValues,assertNoValues
async_26_3,async-http-client,DefaultRxHttpClientTest,emitsNullPointerExceptionWhenNullHandlerIsSupplied_3_oe,extras/rxjava2/src/test/java/org/asynchttpclient/extras/rxjava2/DefaultRxHttpClientTest.java,,,,assert,unknown,custom,assertError,assertError
async_41_2,async-http-client,AbstractAsyncHttpClientFactoryTest,testGetAsyncHttpClient_2_oe,extras/registry/src/test/java/org/asynchttpclient/extras/registry/AbstractAsyncHttpClientFactoryTest.java,,,,assert,unknown,custom,assertClientWorks,assertClientWorks
async_42_2,async-http-client,AbstractAsyncHttpClientFactoryTest,testGetAsyncHttpClientConfig_2_oe,extras/registry/src/test/java/org/asynchttpclient/extras/registry/AbstractAsyncHttpClientFactoryTest.java,,,,assert,unknown,custom,assertClientWorks,assertClientWorks
async_43_2,async-http-client,AbstractAsyncHttpClientFactoryTest,testGetAsyncHttpClientProvider_2_oe,extras/registry/src/test/java/org/asynchttpclient/extras/registry/AbstractAsyncHttpClientFactoryTest.java,,,,assert,unknown,custom,assertClientWorks,assertClientWorks
async_48_1,async-http-client,AbstractAsyncHttpClientFactoryTest,testGetAsyncHttpClientConfigWithBadAsyncHttpClient_1_oe,extras/registry/src/test/java/org/asynchttpclient/extras/registry/AbstractAsyncHttpClientFactoryTest.java,,,,assert,unknown,custom,assertException,assertException
async_49_1,async-http-client,AbstractAsyncHttpClientFactoryTest,testGetAsyncHttpClientProviderWithBadAsyncHttpClient_1_oe,extras/registry/src/test/java/org/asynchttpclient/extras/registry/AbstractAsyncHttpClientFactoryTest.java,,,,assert,unknown,custom,assertException,assertException
async_52_1,async-http-client,AsyncHttpRetrofitIntegrationTest,testSynchronousService_OK_1_oe,extras/retrofit2/src/test/java/org/asynchttpclient/extras/retrofit/AsyncHttpRetrofitIntegrationTest.java,,,,assert,unknown,custom,assertContributors,assertContributors
async_53_1,async-http-client,AsyncHttpRetrofitIntegrationTest,testSynchronousService_OK_WithBadEncoding_1_oe,extras/retrofit2/src/test/java/org/asynchttpclient/extras/retrofit/AsyncHttpRetrofitIntegrationTest.java,,,,assert,unknown,custom,assertContributorsWithWrongCharset,assertContributorsWithWrongCharset
async_56_1,async-http-client,AsyncHttpRetrofitIntegrationTest,testRxJava1Service_OK_1_oe,extras/retrofit2/src/test/java/org/asynchttpclient/extras/retrofit/AsyncHttpRetrofitIntegrationTest.java,,,,assert,unknown,custom,assertContributors,assertContributors
async_57_1,async-http-client,AsyncHttpRetrofitIntegrationTest,testRxJava1Service_OK_WithBadEncoding_1_oe,extras/retrofit2/src/test/java/org/asynchttpclient/extras/retrofit/AsyncHttpRetrofitIntegrationTest.java,,,,assert,unknown,custom,assertContributorsWithWrongCharset,assertContributorsWithWrongCharset
async_58_1,async-http-client,AsyncHttpRetrofitIntegrationTest,testRxJava2Service_OK_1_oe,extras/retrofit2/src/test/java/org/asynchttpclient/extras/retrofit/AsyncHttpRetrofitIntegrationTest.java,,,,assert,unknown,custom,assertContributors,assertContributors
async_59_1,async-http-client,AsyncHttpRetrofitIntegrationTest,testRxJava2Service_OK_WithBadEncoding_1_oe,extras/retrofit2/src/test/java/org/asynchttpclient/extras/retrofit/AsyncHttpRetrofitIntegrationTest.java,,,,assert,unknown,custom,assertContributorsWithWrongCharset,assertContributorsWithWrongCharset
async_125_1,async-http-client,AsyncStreamHandlerTest,getWithOnHeadersReceivedAbort_1_oe,client/src/test/java/org/asynchttpclient/AsyncStreamHandlerTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_126_1,async-http-client,AsyncStreamHandlerTest,asyncStreamPOSTTest_1_oe,client/src/test/java/org/asynchttpclient/AsyncStreamHandlerTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_127_1,async-http-client,AsyncStreamHandlerTest,asyncStreamInterruptTest_1_oe,client/src/test/java/org/asynchttpclient/AsyncStreamHandlerTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_128_1,async-http-client,AsyncStreamHandlerTest,asyncStreamFutureTest_1_oe,client/src/test/java/org/asynchttpclient/AsyncStreamHandlerTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_130_2,async-http-client,AsyncStreamHandlerTest,asyncStreamReusePOSTTest_2_oe,client/src/test/java/org/asynchttpclient/AsyncStreamHandlerTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_130_6,async-http-client,AsyncStreamHandlerTest,asyncStreamReusePOSTTest_6_oe,client/src/test/java/org/asynchttpclient/AsyncStreamHandlerTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_186_4,async-http-client,BasicHttpTest,getResponseBody_4_oe,client/src/test/java/org/asynchttpclient/BasicHttpTest.java,,,,assert,unknown,custom,assertContentTypesEquals,assertContentTypesEquals
async_388_1,async-http-client,UriParserTest,testUrlHasLeadingAndTrailingWhiteSpace_1_oe,client/src/test/java/org/asynchttpclient/uri/UriParserTest.java,,,,assert,unknown,custom,assertUriEquals,assertUriEquals
