focal_method,test_prefix,docstring
"    public String getCacheName()
    {
        return this.cacheName;
    }","  public void test10()  throws Throwable  {
      CommonRemoteCacheAttributes commonRemoteCacheAttributes0 = new CommonRemoteCacheAttributes();
      commonRemoteCacheAttributes0.setCacheName("""");
      String string0 = commonRemoteCacheAttributes0.getCacheName();
      assertEquals("""", string0);
}","/**
     * Gets the cacheName attribute of the AuxiliaryCacheAttributes object
     * <p>
     * @return The cacheName value
     */"
"    public String getCacheName()
    {
        return this.cacheName;
    }","  public void test11()  throws Throwable  {
      CommonRemoteCacheAttributes commonRemoteCacheAttributes0 = new CommonRemoteCacheAttributes();
      String string0 = commonRemoteCacheAttributes0.getCacheName();
      assertNull(string0);
}","/**
     * Gets the cacheName attribute of the AuxiliaryCacheAttributes object
     * <p>
     * @return The cacheName value
     */"
"    public AbstractAuxiliaryCacheAttributes clone()
    {
        try
        {
            return (AbstractAuxiliaryCacheAttributes)super.clone();
        }
        catch (final CloneNotSupportedException e)
        {
            throw new RuntimeException(""Clone not supported. This should never happen."", e);
        }
    }","  public void test12()  throws Throwable  {
      LateralCacheAttributes lateralCacheAttributes0 = new LateralCacheAttributes();
      AbstractAuxiliaryCacheAttributes abstractAuxiliaryCacheAttributes0 = lateralCacheAttributes0.clone();
      assertNotSame(abstractAuxiliaryCacheAttributes0, lateralCacheAttributes0);
}","/**
     * @see java.lang.Object#clone()
     */"
"    public String getName()
    {
        return this.name;
    }","  public void test13()  throws Throwable  {
      LateralCacheAttributes lateralCacheAttributes0 = new LateralCacheAttributes();
      String string0 = lateralCacheAttributes0.getName();
      assertNull(string0);
}","/**
     * Gets the name attribute of the AuxiliaryCacheAttributes object
     * <p>
     * @return The name value
     */"
"    public ICacheEventQueue.QueueType getEventQueueType()
    {
        return eventQueueType;
    }","  public void test14()  throws Throwable  {
      RemoteCacheAttributes remoteCacheAttributes0 = new RemoteCacheAttributes();
      remoteCacheAttributes0.getEventQueueType();
  }","/**
     * @return SINGLE or POOLED
     */"
"    String getName();
}
","  public void test0()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      remoteCacheFactory0.initialize();
      remoteCacheFactory0.dispose();
      assertEquals(""RemoteCacheFactory"", remoteCacheFactory0.getName());
}","/**
     * Gets the name attribute of the AuxiliaryCacheFactory object
     *
     * @return The name value
     */"
"    String getName();
}
","  public void test1()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      remoteCacheFactory0.setName(""*Xa:jkV6Aj3^%gB"");
      assertEquals(""*Xa:jkV6Aj3^%gB"", remoteCacheFactory0.getName());
}","/**
     * Gets the name attribute of the AuxiliaryCacheFactory object
     *
     * @return The name value
     */"
"    String getName();
}
","  public void test2()  throws Throwable  {
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      lateralTCPCacheFactory0.initialize();
      assertEquals(""LateralTCPCacheFactory"", lateralTCPCacheFactory0.getName());
}","/**
     * Gets the name attribute of the AuxiliaryCacheFactory object
     *
     * @return The name value
     */"
"    String getName();
}
","  public void test3()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      remoteCacheFactory0.setName((String) null);
      String string0 = remoteCacheFactory0.getName();
      assertNull(string0);
}","/**
     * Gets the name attribute of the AuxiliaryCacheFactory object
     *
     * @return The name value
     */"
"    String getName();
}
","  public void test4()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      String string0 = remoteCacheFactory0.getName();
      assertEquals(""RemoteCacheFactory"", string0);
}","/**
     * Gets the name attribute of the AuxiliaryCacheFactory object
     *
     * @return The name value
     */"
"    String getName();
}
","  public void test5()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      remoteCacheFactory0.setName("""");
      String string0 = remoteCacheFactory0.getName();
      assertEquals("""", string0);
}","/**
     * Gets the name attribute of the AuxiliaryCacheFactory object
     *
     * @return The name value
     */"
"    <K, V> AuxiliaryCache<K, V> createCache(
            AuxiliaryCacheAttributes attr, ICompositeCacheManager cacheMgr,
            ICacheEventLogger cacheEventLogger, IElementSerializer elementSerializer )
            throws Exception;

    /**
     * Initialize this factory
     */
    default void initialize() { /* empty */ }","  public void test6()  throws Throwable  {
      RemoteCacheAttributes remoteCacheAttributes0 = new RemoteCacheAttributes();
      CompositeCacheManager compositeCacheManager0 = CompositeCacheManager.getInstance("""");
      CacheEventLoggerDebugLogger cacheEventLoggerDebugLogger0 = new CacheEventLoggerDebugLogger();
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      EncryptingSerializer encryptingSerializer0 = new EncryptingSerializer();
      AuxiliaryCache<Object, ForkJoinTask<Integer>> auxiliaryCache0 = remoteCacheFactory0.createCache((AuxiliaryCacheAttributes) remoteCacheAttributes0, (ICompositeCacheManager) compositeCacheManager0, (ICacheEventLogger) cacheEventLoggerDebugLogger0, (IElementSerializer) encryptingSerializer0);
      assertEquals(ICacheType.CacheType.REMOTE_CACHE, auxiliaryCache0.getCacheType());
}","/**
     * Creates an auxiliary using the supplied attributes. Adds it to the composite cache manager.
     *
     * @param attr
     * @param cacheMgr This allows auxiliaries to reference the manager without assuming that it is
     *            a singleton. This will allow JCS to be a non-singleton. Also, it makes it easier to
     *            test.
     * @param cacheEventLogger
     * @param elementSerializer
     * @return AuxiliaryCache
     * @throws Exception if cache instance could not be created
     */"
    default void dispose()  { /* empty */ },"  public void test7()  throws Throwable  {
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      // Undeclared exception!
      try { 
        lateralTCPCacheFactory0.dispose();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.lateral.socket.tcp.LateralTCPCacheFactory"", e);
      }
  }","/**
     * Dispose of this factory, clean up shared resources
     */"
"    <K, V> AuxiliaryCache<K, V> createCache(
            AuxiliaryCacheAttributes attr, ICompositeCacheManager cacheMgr,
            ICacheEventLogger cacheEventLogger, IElementSerializer elementSerializer )
            throws Exception;

    /**
     * Initialize this factory
     */
    default void initialize() { /* empty */ }","  public void test8()  throws Throwable  {
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      TCPLateralCacheAttributes tCPLateralCacheAttributes0 = new TCPLateralCacheAttributes();
      EncryptingSerializer encryptingSerializer0 = new EncryptingSerializer();
      try { 
        lateralTCPCacheFactory0.createCache((AuxiliaryCacheAttributes) tCPLateralCacheAttributes0, (ICompositeCacheManager) null, (ICacheEventLogger) null, (IElementSerializer) encryptingSerializer0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.lateral.socket.tcp.LateralTCPCacheFactory"", e);
      }
  }","/**
     * Creates an auxiliary using the supplied attributes. Adds it to the composite cache manager.
     *
     * @param attr
     * @param cacheMgr This allows auxiliaries to reference the manager without assuming that it is
     *            a singleton. This will allow JCS to be a non-singleton. Also, it makes it easier to
     *            test.
     * @param cacheEventLogger
     * @param elementSerializer
     * @return AuxiliaryCache
     * @throws Exception if cache instance could not be created
     */"
"    <K, V> AuxiliaryCache<K, V> createCache(
            AuxiliaryCacheAttributes attr, ICompositeCacheManager cacheMgr,
            ICacheEventLogger cacheEventLogger, IElementSerializer elementSerializer )
            throws Exception;

    /**
     * Initialize this factory
     */
    default void initialize() { /* empty */ }","  public void test9()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      LateralCacheAttributes lateralCacheAttributes0 = new LateralCacheAttributes();
      try { 
        remoteCacheFactory0.createCache((AuxiliaryCacheAttributes) lateralCacheAttributes0, (ICompositeCacheManager) null, (ICacheEventLogger) null, (IElementSerializer) null);
        fail(""Expecting exception: ClassCastException"");
      } catch(ClassCastException e) {
         //
         // org.apache.commons.jcs3.auxiliary.lateral.LateralCacheAttributes cannot be cast to org.apache.commons.jcs3.auxiliary.remote.RemoteCacheAttributes
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.remote.RemoteCacheFactory"", e);
      }
  }","/**
     * Creates an auxiliary using the supplied attributes. Adds it to the composite cache manager.
     *
     * @param attr
     * @param cacheMgr This allows auxiliaries to reference the manager without assuming that it is
     *            a singleton. This will allow JCS to be a non-singleton. Also, it makes it easier to
     *            test.
     * @param cacheEventLogger
     * @param elementSerializer
     * @return AuxiliaryCache
     * @throws Exception if cache instance could not be created
     */"
"    public static IElementSerializer parseElementSerializer( final Properties props, final String auxPrefix )
    {
        // TODO take in the entire prop key
        // auxFactory was not previously initialized.
        final String elementSerializerClassName = auxPrefix + SERIALIZER_PREFIX;
        IElementSerializer elementSerializer = OptionConverter.instantiateByKey( props, elementSerializerClassName, null );
        if ( elementSerializer != null )
        {
            final String attributePrefix = auxPrefix + SERIALIZER_PREFIX + ATTRIBUTE_PREFIX;
            PropertySetter.setProperties( elementSerializer, props, attributePrefix + ""."" );
            log.info( ""Using custom element serializer [{0}] for auxiliary [{1}]"",
                    elementSerializer, auxPrefix );
        }
        else
        {
            // use the default standard serializer
            elementSerializer = new StandardSerializer();
            log.info( ""Using standard serializer [{0}] for auxiliary [{1}]"",
                    elementSerializer, auxPrefix );
        }
        return elementSerializer;
    }","  public void test0()  throws Throwable  {
      // Undeclared exception!
      try { 
        AuxiliaryCacheConfigurator.parseElementSerializer((Properties) null, "".cacheeventlogger"");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.utils.config.OptionConverter"", e);
      }
  }","/**
     * Parses the element config, if there is any for the auxiliary.
     * <p>
     * @param props
     * @param auxPrefix - ex. AUXILIARY_PREFIX + auxName
     * @return cacheEventLogger
     */"
"    public static ICacheEventLogger parseCacheEventLogger( final Properties props, final String auxPrefix )
    {

        // auxFactory was not previously initialized.
        final String eventLoggerClassName = auxPrefix + CACHE_EVENT_LOGGER_PREFIX;
        final ICacheEventLogger cacheEventLogger = OptionConverter.instantiateByKey( props, eventLoggerClassName, null );
        if ( cacheEventLogger != null )
        {
            final String cacheEventLoggerAttributePrefix = auxPrefix + CACHE_EVENT_LOGGER_PREFIX + ATTRIBUTE_PREFIX;
            PropertySetter.setProperties( cacheEventLogger, props, cacheEventLoggerAttributePrefix + ""."" );
            log.info( ""Using custom cache event logger [{0}] for auxiliary [{1}]"",
                    cacheEventLogger, auxPrefix );
        }
        else
        {
            log.info( ""No cache event logger defined for auxiliary [{0}]"", auxPrefix );
        }
        return cacheEventLogger;
    }","  public void test1()  throws Throwable  {
      // Undeclared exception!
      try { 
        AuxiliaryCacheConfigurator.parseCacheEventLogger((Properties) null, (String) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.utils.config.OptionConverter"", e);
      }
  }","/**
     * Parses the event logger config, if there is any for the auxiliary.
     * <p>
     * @param props
     * @param auxPrefix - ex. AUXILIARY_PREFIX + auxName
     * @return cacheEventLogger
     */"
"    public static IElementSerializer parseElementSerializer( final Properties props, final String auxPrefix )
    {
        // TODO take in the entire prop key
        // auxFactory was not previously initialized.
        final String elementSerializerClassName = auxPrefix + SERIALIZER_PREFIX;
        IElementSerializer elementSerializer = OptionConverter.instantiateByKey( props, elementSerializerClassName, null );
        if ( elementSerializer != null )
        {
            final String attributePrefix = auxPrefix + SERIALIZER_PREFIX + ATTRIBUTE_PREFIX;
            PropertySetter.setProperties( elementSerializer, props, attributePrefix + ""."" );
            log.info( ""Using custom element serializer [{0}] for auxiliary [{1}]"",
                    elementSerializer, auxPrefix );
        }
        else
        {
            // use the default standard serializer
            elementSerializer = new StandardSerializer();
            log.info( ""Using standard serializer [{0}] for auxiliary [{1}]"",
                    elementSerializer, auxPrefix );
        }
        return elementSerializer;
    }","  public void test2()  throws Throwable  {
      Properties properties0 = new Properties();
      AuxiliaryCacheConfigurator.parseCacheEventLogger(properties0, """");
      AuxiliaryCacheConfigurator auxiliaryCacheConfigurator0 = new AuxiliaryCacheConfigurator();
      AuxiliaryCacheConfigurator.parseCacheEventLogger(properties0, """");
      IElementSerializer iElementSerializer0 = AuxiliaryCacheConfigurator.parseElementSerializer(properties0, "".serializer"");
      assertNotNull(iElementSerializer0);
}","/**
     * Parses the element config, if there is any for the auxiliary.
     * <p>
     * @param props
     * @param auxPrefix - ex. AUXILIARY_PREFIX + auxName
     * @return cacheEventLogger
     */"
"    public String getName()
    {
        return this.name;
    }","  public void test0()  throws Throwable  {
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      lateralTCPCacheFactory0.setName("""");
      String string0 = lateralTCPCacheFactory0.getName();
      assertEquals("""", string0);
}","/**
     * Gets the name attribute of the DiskCacheFactory object
     * <p>
     * @return The name value
     */"
"    public String getName()
    {
        return this.name;
    }","  public void test1()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      String string0 = remoteCacheFactory0.getName();
      assertEquals(""RemoteCacheFactory"", string0);
}","/**
     * Gets the name attribute of the DiskCacheFactory object
     * <p>
     * @return The name value
     */"
"    public String getName()
    {
        return this.name;
    }","  public void test2()  throws Throwable  {
      RemoteCacheFactory remoteCacheFactory0 = new RemoteCacheFactory();
      remoteCacheFactory0.setName((String) null);
      String string0 = remoteCacheFactory0.getName();
      assertNull(string0);
}","/**
     * Gets the name attribute of the DiskCacheFactory object
     * <p>
     * @return The name value
     */"
"    public Set<K> getKeySet() throws IOException
    {
        try
        {
            return cache.getKeySet();
        }
        catch ( final IOException ex )
        {
            log.error( ex );
            eventQueue.destroy();
        }
        return Collections.emptySet();
    }","  public void test0()  throws Throwable  {
      LateralCacheAttributes lateralCacheAttributes0 = new LateralCacheAttributes();
      ZombieCacheServiceNonLocal<Object, CacheElementSerialized<Object, Object>> zombieCacheServiceNonLocal0 = new ZombieCacheServiceNonLocal<Object, CacheElementSerialized<Object, Object>>(0);
      LateralCache<Object, CacheElementSerialized<Object, Object>> lateralCache0 = new LateralCache<Object, CacheElementSerialized<Object, Object>>(lateralCacheAttributes0, zombieCacheServiceNonLocal0, (LateralCacheMonitor) null);
      LateralCacheNoWait<Object, CacheElementSerialized<Object, Object>> lateralCacheNoWait0 = new LateralCacheNoWait<Object, CacheElementSerialized<Object, Object>>(lateralCache0);
      Set<Object> set0 = lateralCacheNoWait0.getKeySet();
      assertFalse(set0.contains(0));
}","/**
     * Return the keys in this cache.
     * <p>
     * @see org.apache.commons.jcs3.auxiliary.AuxiliaryCache#getKeySet()
     */"
"    public String getIdentityKey()
    {
        return identityKey;
    }","  public void test1()  throws Throwable  {
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      TCPLateralCacheAttributes tCPLateralCacheAttributes0 = new TCPLateralCacheAttributes();
      CacheEventLoggerDebugLogger cacheEventLoggerDebugLogger0 = new CacheEventLoggerDebugLogger();
      CompressingSerializer compressingSerializer0 = new CompressingSerializer();
      lateralTCPCacheFactory0.initialize();
      LateralCacheNoWait<Object, Integer> lateralCacheNoWait0 = lateralTCPCacheFactory0.createCacheNoWait((ITCPLateralCacheAttributes) tCPLateralCacheAttributes0, (ICacheEventLogger) cacheEventLoggerDebugLogger0, (IElementSerializer) compressingSerializer0);
      String string0 = lateralCacheNoWait0.getIdentityKey();
      assertEquals("""", string0);
}","/**
     * The identifying key to this no wait
     *
     * @return the identity key
     * @since 3.1
     */"
"    public Map<K, ICacheElement<K, V>> getMatching(final String pattern)
    {
        getCount++;
        if ( this.getStatus() != CacheStatus.ERROR )
        {
            try
            {
                return cache.getMatching( pattern );
            }
            catch ( final UnmarshalException ue )
            {
                log.debug( ""Retrying the get owing to UnmarshalException."" );
                try
                {
                    return cache.getMatching( pattern );
                }
                catch ( final IOException ex )
                {
                    log.error( ""Failed in retrying the get for the second time."" );
                    eventQueue.destroy();
                }
            }
            catch ( final IOException ex )
            {
                eventQueue.destroy();
            }
        }
        return Collections.emptyMap();
    }","  public void test2()  throws Throwable  {
      TCPLateralCacheAttributes tCPLateralCacheAttributes0 = new TCPLateralCacheAttributes();
      tCPLateralCacheAttributes0.setPutOnlyMode(false);
      LateralCacheMonitor lateralCacheMonitor0 = new LateralCacheMonitor((LateralTCPCacheFactory) null);
      LateralCache<Integer, BufferedInputStream> lateralCache0 = new LateralCache<Integer, BufferedInputStream>(tCPLateralCacheAttributes0, (ICacheServiceNonLocal<Integer, BufferedInputStream>) null, lateralCacheMonitor0);
      LateralCacheNoWait<Integer, BufferedInputStream> lateralCacheNoWait0 = new LateralCacheNoWait<Integer, BufferedInputStream>(lateralCache0);
      // Undeclared exception!
      try { 
        lateralCacheNoWait0.getMatching(""Get Coeunt"");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.lateral.LateralCache"", e);
      }
  }","/**
     * Synchronously reads from the lateral cache.
     * <p>
     * @param pattern
     * @return ICacheElement&lt;K, V&gt; if found, else empty
     */"
"    public LateralCacheNoWait( final LateralCache<K, V> cache )
    {
        this.cache = cache;
        this.identityKey = cache.getCacheName();
        this.setCacheEventLogger(cache.getCacheEventLogger());
        this.setElementSerializer(cache.getElementSerializer());

        log.debug( ""Constructing LateralCacheNoWait, LateralCache = [{0}]"", cache );

        final CacheEventQueueFactory<K, V> fact = new CacheEventQueueFactory<>();
        this.eventQueue = fact.createCacheEventQueue( new CacheAdaptor<>( cache ),
                CacheInfo.listenerId, cache.getCacheName(),
                getAuxiliaryCacheAttributes().getEventQueuePoolName(),
                getAuxiliaryCacheAttributes().getEventQueueType() );

        // need each no wait to handle each of its real updates and removes,
        // since there may
        // be more than one per cache? alternative is to have the cache
        // perform updates using a different method that specifies the listener
        // this.q = new CacheEventQueue(new CacheAdaptor(this),
        // LateralCacheInfo.listenerId, cache.getCacheName());
        if ( cache.getStatus() == CacheStatus.ERROR )
        {
            eventQueue.destroy();
        }
    }","  public void test3()  throws Throwable  {
      LateralCacheNoWait<InputStream, BufferedInputStream> lateralCacheNoWait0 = null;
      try {
        lateralCacheNoWait0 = new LateralCacheNoWait<InputStream, BufferedInputStream>((LateralCache<InputStream, BufferedInputStream>) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.lateral.LateralCacheNoWait"", e);
      }
  }","/**
     * Constructs with the given lateral cache, and fires up an event queue for asynchronous
     * processing.
     * <p>
     * @param cache
     */"
"    public int getSize()
    {
        return cache.getSize();
    }","  public void test4()  throws Throwable  {
      TCPLateralCacheAttributes tCPLateralCacheAttributes0 = new TCPLateralCacheAttributes();
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      LateralCacheMonitor lateralCacheMonitor0 = new LateralCacheMonitor(lateralTCPCacheFactory0);
      LateralCache<String, Delayed> lateralCache0 = new LateralCache<String, Delayed>(tCPLateralCacheAttributes0, (ICacheServiceNonLocal<String, Delayed>) null, lateralCacheMonitor0);
      LateralCacheNoWait<String, Delayed> lateralCacheNoWait0 = new LateralCacheNoWait<String, Delayed>(lateralCache0);
      lateralCacheNoWait0.resetEventQ();
      assertEquals(0, lateralCacheNoWait0.getSize());
}","/**
     * No lateral invocation.
     * <p>
     * @return The size value
     */"
"    public CacheStatus getStatus()
    {
        return eventQueue.isWorking() ? cache.getStatus() : CacheStatus.ERROR;
    }","  public void test5()  throws Throwable  {
      LateralCacheAttributes lateralCacheAttributes0 = new LateralCacheAttributes();
      LateralCache<Integer, Object> lateralCache0 = new LateralCache<Integer, Object>(lateralCacheAttributes0, (ICacheServiceNonLocal<Integer, Object>) null, (LateralCacheMonitor) null);
      LateralCacheNoWait<Integer, Object> lateralCacheNoWait0 = new LateralCacheNoWait<Integer, Object>(lateralCache0);
      CacheStatus cacheStatus0 = lateralCacheNoWait0.getStatus();
      assertEquals(CacheStatus.ALIVE, cacheStatus0);
}","/**
     * Returns the async cache status. An error status indicates either the lateral connection is not
     * available, or the asyn queue has been unexpectedly destroyed. No lateral invocation.
     * <p>
     * @return The status value
     */"
"    public CacheStatus getStatus()
    {
        return eventQueue.isWorking() ? cache.getStatus() : CacheStatus.ERROR;
    }","  public void test6()  throws Throwable  {
      TCPLateralCacheAttributes tCPLateralCacheAttributes0 = new TCPLateralCacheAttributes();
      ZombieCacheServiceNonLocal<BufferedInputStream, OpenOption> zombieCacheServiceNonLocal0 = new ZombieCacheServiceNonLocal<BufferedInputStream, OpenOption>();
      LateralTCPCacheFactory lateralTCPCacheFactory0 = new LateralTCPCacheFactory();
      LateralCacheMonitor lateralCacheMonitor0 = new LateralCacheMonitor(lateralTCPCacheFactory0);
      LateralCache<BufferedInputStream, OpenOption> lateralCache0 = new LateralCache<BufferedInputStream, OpenOption>(tCPLateralCacheAttributes0, zombieCacheServiceNonLocal0, lateralCacheMonitor0);
      LateralCacheNoWait<BufferedInputStream, OpenOption> lateralCacheNoWait0 = new LateralCacheNoWait<BufferedInputStream, OpenOption>(lateralCache0);
      CacheStatus cacheStatus0 = lateralCacheNoWait0.getStatus();
      assertEquals(CacheStatus.ERROR, cacheStatus0);
}","/**
     * Returns the async cache status. An error status indicates either the lateral connection is not
     * available, or the asyn queue has been unexpectedly destroyed. No lateral invocation.
     * <p>
     * @return The status value
     */"
